Tiempo ,Entrada,ANGULO,POSICION
1.24,7.5,0.279,0.154
1.26,7.5,0.258,0.158
1.28,7.5,0.236,0.161
1.3,7.5,0.208,0.165
1.32,7.5,0.183,0.169
1.34,7.5,0.15,0.173
1.36,7.5,0.117,0.177
1.38,7.5,0.086,0.18
1.4,7.5,0.045,0.184
1.42,7.5,0.012,0.188
1.44,7.5,-0.024,0.192
1.46,7.5,-0.061,0.195
1.48,7.5,-0.093,0.199
1.5,7.5,-0.129,0.203
1.52,7.5,-0.157,0.206
1.54,7.2,-0.185,0.21
1.56,6.9,-0.211,0.214
1.58,6.6,-0.23,0.217
1.6,6.3,-0.248,0.221
1.62,6.0,-0.26,0.224
1.64,5.7,-0.267,0.228
1.66,5.4,-0.269,0.231
1.68,5.1,-0.267,0.234
1.7,4.8,-0.258,0.237
1.72,4.5,-0.244,0.24
1.74,4.2,-0.227,0.243
1.76,3.9,-0.197,0.246
1.78,3.6,-0.175,0.249
1.8,3.3,-0.138,0.251
1.82,3.0,-0.098,0.253
1.84,2.7,-0.054,0.255
1.86,2.4,-0.01,0.258
1.88,2.1,0.035,0.259
1.9,1.8,0.089,0.261
1.92,1.5,0.138,0.263
1.94,1.2,0.192,0.264
1.96,0.9,0.243,0.265
1.98,0.6,0.291,0.266
2.0,0.3,0.344,0.267
2.02,0.0,0.386,0.268
2.04,0.0,0.429,0.269
2.06,0.0,0.473,0.269
2.08,0.0,0.504,0.27
2.1,0.0,0.539,0.27
2.12,0.0,0.559,0.27
2.14,0.0,0.576,0.27
2.16,0.0,0.585,0.27
2.18,0.0,0.586,0.27
2.2,0.0,0.583,0.27
2.22,0.0,0.567,0.27
2.24,0.0,0.546,0.27
2.26,0.0,0.517,0.27
2.28,0.0,0.478,0.27
2.3,0.0,0.436,0.27
2.32,0.0,0.384,0.27
2.34,0.0,0.332,0.27
2.36,0.0,0.271,0.27
2.38,0.0,0.206,0.27
2.4,0.0,0.141,0.27
2.42,0.0,0.072,0.27
2.44,0.0,0.005,0.27
2.46,0.0,-0.066,0.27
2.48,0.0,-0.134,0.27
2.5,0.0,-0.201,0.27
2.52,0.0,-0.265,0.27
2.54,0.0,-0.323,0.27
2.56,0.0,-0.379,0.27
2.58,0.0,-0.428,0.27
2.6,0.0,-0.471,0.27
2.62,0.0,-0.51,0.27
2.64,0.0,-0.538,0.27
2.66,0.0,-0.56,0.27
2.68,0.0,-0.572,0.27
2.7,0.0,-0.579,0.27
2.72,0.0,-0.579,0.27
2.74,0.0,-0.567,0.27
2.76,0.0,-0.55,0.27
2.78,0.0,-0.522,0.27
2.8,0.0,-0.489,0.27
2.82,0.0,-0.449,0.27
2.84,0.0,-0.401,0.27
2.86,0.0,-0.349,0.27
2.88,0.0,-0.29,0.27
2.9,0.0,-0.23,0.27
2.92,0.0,-0.164,0.27
2.94,0.0,-0.096,0.27
2.96,0.0,-0.03,0.27
2.98,0.0,0.042,0.27
3.0,0.0,0.108,0.27
3.02,0.0,0.176,0.27
3.04,0.0,0.241,0.27
3.06,0.0,0.302,0.27
3.08,0.0,0.36,0.27
3.1,0.0,0.41,0.27
3.12,0.0,0.457,0.27
3.14,0.0,0.496,0.27
3.16,0.0,0.529,0.27
3.18,0.0,0.555,0.27
3.2,0.0,0.572,0.27
3.22,0.0,0.581,0.27
3.24,0.0,0.583,0.27
3.26,0.0,0.578,0.27
3.28,0.0,0.562,0.27
3.3,0.0,0.539,0.27
3.32,0.0,0.51,0.27
3.34,0.0,0.469,0.27
3.36,0.0,0.428,0.27
3.38,0.0,0.377,0.27
3.4,0.0,0.321,0.27
3.42,0.0,0.262,0.27
3.44,0.0,0.197,0.27
3.46,0.0,0.133,0.27
3.48,0.0,0.065,0.27
3.5,0.0,-0.005,0.27
3.52,0.0,-0.073,0.27
3.54,0.0,-0.141,0.27
3.56,0.0,-0.206,0.27
3.58,0.0,-0.269,0.27
3.6,0.0,-0.328,0.27
3.62,0.0,-0.382,0.27
3.64,0.0,-0.431,0.27
3.66,0.0,-0.473,0.27
3.68,0.0,-0.51,0.27
3.7,0.0,-0.538,0.27
3.72,0.0,-0.559,0.27
3.74,0.0,-0.571,0.27
3.76,0.0,-0.574,0.27
3.78,0.0,-0.574,0.27
3.8,0.0,-0.562,0.27
3.82,0.0,-0.543,0.27
3.84,0.0,-0.515,0.27
3.86,0.0,-0.482,0.27
3.88,0.0,-0.44,0.27
3.9,0.0,-0.393,0.27
3.92,0.0,-0.34,0.27
3.94,0.0,-0.283,0.27
3.96,0.0,-0.22,0.27
3.98,0.0,-0.155,0.27
4.0,0.0,-0.089,0.27
4.02,0.0,-0.021,0.27
4.04,0.0,0.049,0.27
4.06,0.0,0.117,0.27
4.08,0.0,0.183,0.27
4.1,0.0,0.246,0.27
4.12,0.0,0.307,0.27
4.14,0.0,0.363,0.27
4.16,0.0,0.414,0.27
4.18,0.0,0.459,0.27
4.2,0.0,0.497,0.27
4.22,0.0,0.529,0.27
4.24,0.0,0.553,0.27
4.26,0.0,0.571,0.27
4.28,0.0,0.578,0.27
4.3,0.0,0.579,0.27
4.32,0.0,0.572,0.27
4.34,0.0,0.557,0.27
4.36,0.0,0.532,0.27
4.38,0.0,0.501,0.27
4.4,0.0,0.464,0.27
4.42,0.0,0.419,0.27
4.44,0.0,0.368,0.27
4.46,0.0,0.312,0.27
4.48,0.0,0.253,0.27
4.5,0.0,0.188,0.27
4.52,0.0,0.124,0.27
4.54,0.0,0.056,0.27
4.56,0.0,-0.012,0.27
4.58,0.0,-0.082,0.27
4.6,0.0,-0.148,0.27
4.62,0.0,-0.213,0.27
4.64,0.0,-0.274,0.27
4.66,0.0,-0.333,0.27
4.68,0.0,-0.386,0.27
4.7,0.0,-0.433,0.27
4.72,0.0,-0.475,0.27
4.74,0.0,-0.51,0.27
4.76,0.0,-0.538,0.27
4.78,0.0,-0.557,0.27
4.8,0.0,-0.569,0.27
4.82,0.0,-0.571,0.27
4.84,0.0,-0.569,0.27
4.86,0.0,-0.557,0.27
4.88,0.0,-0.538,0.27
4.9,0.0,-0.51,0.27
4.92,0.0,-0.475,0.27
4.94,0.0,-0.433,0.27
4.96,0.0,-0.384,0.27
4.98,0.0,-0.332,0.27
5.0,0.0,-0.274,0.27
5.02,0.0,-0.211,0.27
5.04,0.0,-0.147,0.27
5.06,0.0,-0.08,0.27
5.08,0.0,-0.012,0.27
5.1,0.0,0.056,0.27
5.12,0.0,0.124,0.27
5.14,0.0,0.188,0.27
5.16,0.0,0.253,0.27
5.18,0.0,0.312,0.27
5.2,0.0,0.368,0.27
5.22,0.0,0.417,0.27
5.24,0.0,0.461,0.27
5.26,0.0,0.499,0.27
5.28,0.0,0.529,0.27
5.3,0.0,0.552,0.27
5.32,0.0,0.567,0.27
5.34,0.0,0.576,0.27
5.36,0.0,0.576,0.27
5.38,0.0,0.567,0.27
5.4,0.0,0.55,0.27
5.42,0.0,0.525,0.27
5.44,0.0,0.494,0.27
5.46,0.0,0.456,0.27
5.48,0.0,0.41,0.27
5.5,0.0,0.36,0.27
5.52,0.0,0.304,0.27
5.54,0.0,0.244,0.27
5.56,0.0,0.182,0.27
5.58,0.0,0.115,0.27
5.6,0.0,0.047,0.27
5.62,0.0,-0.021,0.27
5.64,0.0,-0.089,0.27
5.66,0.0,-0.155,0.27
5.68,0.0,-0.218,0.27
5.7,0.0,-0.281,0.27
5.72,0.0,-0.337,0.27
5.74,0.0,-0.389,0.27
5.76,0.0,-0.435,0.27
5.78,0.0,-0.476,0.27
5.8,0.0,-0.51,0.27
5.82,0.0,-0.536,0.27
5.84,0.0,-0.555,0.27
5.86,0.0,-0.565,0.27
5.88,0.0,-0.569,0.27
5.9,0.0,-0.565,0.27
5.92,0.0,-0.552,0.27
5.94,0.0,-0.531,0.27
5.96,0.0,-0.503,0.27
5.98,0.0,-0.466,0.27
6.0,0.0,-0.424,0.27
6.02,0.0,-0.375,0.27
6.04,0.0,-0.323,0.27
6.06,0.0,-0.265,0.27
6.08,0.0,-0.202,0.27
6.1,0.0,-0.138,0.27
6.12,0.0,-0.072,0.27
6.14,0.0,-0.005,0.27
6.16,0.0,0.065,0.27
6.18,0.0,0.131,0.27
6.2,0.0,0.195,0.27
6.22,0.0,0.258,0.27
6.24,0.0,0.318,0.27
6.26,0.0,0.372,0.27
6.28,0.0,0.421,0.27
6.3,0.0,0.463,0.27
6.32,0.0,0.499,0.27
6.34,0.0,0.529,0.27
6.36,0.0,0.552,0.27
6.38,0.0,0.565,0.27
6.4,0.0,0.572,0.27
6.42,0.0,0.572,0.27
6.44,0.0,0.562,0.27
6.46,0.0,0.545,0.27
6.48,0.0,0.52,0.27
6.5,0.0,0.487,0.27
6.52,0.0,0.449,0.27
6.54,0.0,0.403,0.27
6.56,0.0,0.353,0.27
6.58,0.0,0.295,0.27
6.6,0.0,0.236,0.27
6.62,0.0,0.173,0.27
6.64,0.0,0.106,0.27
6.66,0.0,0.04,0.27
6.68,0.0,-0.03,0.27
6.7,0.0,-0.096,0.27
6.72,0.0,-0.161,0.27
6.74,0.0,-0.225,0.27
6.76,0.0,-0.286,0.27
6.78,0.0,-0.342,0.27
6.8,0.0,-0.393,0.27
6.82,0.0,-0.438,0.27
6.84,0.0,-0.478,0.27
6.86,0.0,-0.51,0.27
6.88,0.0,-0.536,0.27
6.9,0.0,-0.553,0.27
6.92,0.0,-0.564,0.27
6.94,0.0,-0.565,0.27
6.96,0.0,-0.56,0.27
6.98,0.0,-0.546,0.27
7.0,0.0,-0.524,0.27
7.02,0.0,-0.496,0.27
7.04,0.0,-0.459,0.27
7.06,0.0,-0.417,0.27
7.08,0.0,-0.368,0.27
7.1,0.0,-0.314,0.27
7.12,0.0,-0.257,0.27
7.14,0.0,-0.195,0.27
7.16,0.0,-0.129,0.27
7.18,0.0,-0.063,0.27
7.2,0.0,0.003,0.27
7.22,0.0,0.072,0.27
7.24,0.0,0.138,0.27
7.26,0.0,0.202,0.27
7.28,0.0,0.264,0.27
7.3,0.0,0.321,0.27
7.32,0.0,0.375,0.27
7.34,0.0,0.422,0.27
7.36,0.0,0.464,0.27
7.38,0.0,0.501,0.27
7.4,0.0,0.529,0.27
7.42,0.0,0.55,0.27
7.44,0.0,0.564,0.27
7.46,0.0,0.569,0.27
7.48,0.0,0.569,0.27
7.5,0.0,0.557,0.27
7.52,0.0,0.539,0.27
7.54,0.0,0.513,0.27
7.56,0.0,0.48,0.27
7.58,0.0,0.44,0.27
7.6,0.0,0.394,0.27
7.62,0.0,0.344,0.27
7.64,0.0,0.288,0.27
7.66,0.0,0.227,0.27
7.68,0.0,0.162,0.27
7.7,0.0,0.098,0.27
7.72,0.0,0.031,0.27
7.74,0.0,-0.037,0.27
7.76,0.0,-0.103,0.27
7.78,0.0,-0.168,0.27
7.8,0.0,-0.23,0.27
7.82,0.0,-0.29,0.27
7.84,0.0,-0.346,0.27
7.86,0.0,-0.396,0.27
7.88,0.0,-0.44,0.27
7.9,0.0,-0.48,0.27
7.92,0.0,-0.51,0.27
7.94,0.0,-0.536,0.27
7.96,0.0,-0.552,0.27
7.98,0.0,-0.56,0.27
8.0,0.0,-0.562,0.27
8.02,0.0,-0.557,0.27
8.04,0.0,-0.541,0.27
8.06,0.0,-0.518,0.27
8.08,0.0,-0.489,0.27
8.1,0.0,-0.452,0.27
8.12,0.0,-0.408,0.27
8.14,0.0,-0.36,0.27
8.16,0.0,-0.305,0.27
8.18,0.0,-0.248,0.27
8.2,0.0,-0.185,0.27
8.22,0.0,-0.122,0.27
8.24,0.0,-0.056,0.27
8.26,0.0,0.012,0.27
8.28,0.0,0.079,0.27
8.3,0.0,0.145,0.27
8.32,0.0,0.208,0.27
8.34,0.0,0.269,0.27
8.36,0.0,0.326,0.27
8.38,0.0,0.379,0.27
8.4,0.0,0.426,0.27
8.42,0.0,0.466,0.27
8.44,0.0,0.501,0.27
8.46,0.0,0.529,0.27
8.48,0.0,0.548,0.27
8.5,0.0,0.56,0.27
8.52,0.0,0.565,0.27
8.54,0.0,0.564,0.27
8.56,0.0,0.552,0.27
8.58,0.0,0.532,0.27
8.6,0.0,0.506,0.27
8.62,0.0,0.473,0.27
8.64,0.0,0.433,0.27
8.66,0.0,0.386,0.27
8.68,0.0,0.335,0.27
8.7,0.0,0.278,0.27
8.72,0.0,0.218,0.27
8.74,0.0,0.155,0.27
8.76,0.0,0.089,0.27
8.78,0.0,0.023,0.27
8.8,0.0,-0.044,0.27
8.82,0.0,-0.11,0.27
8.84,0.0,-0.175,0.27
8.86,0.0,-0.236,0.27
8.88,0.0,-0.295,0.27
8.9,0.0,-0.349,0.27
8.92,0.0,-0.4,0.27
8.94,0.0,-0.442,0.27
8.96,0.0,-0.48,0.27
8.98,0.0,-0.511,0.27
9.0,0.0,-0.534,0.27
9.02,0.0,-0.55,0.27
9.04,0.0,-0.559,0.27
9.06,0.0,-0.559,0.27
9.08,0.0,-0.552,0.27
9.1,0.0,-0.536,0.27
9.12,0.0,-0.513,0.27
9.14,0.0,-0.482,0.27
9.16,0.0,-0.445,0.27
9.18,0.0,-0.401,0.27
9.2,0.0,-0.351,0.27
9.22,0.0,-0.297,0.27
9.24,0.0,-0.239,0.27
9.26,0.0,-0.178,0.27
9.28,0.0,-0.113,0.27
9.3,0.0,-0.047,0.27
9.32,0.0,0.019,0.27
9.34,0.0,0.086,0.27
9.36,0.0,0.152,0.27
9.38,0.0,0.215,0.27
9.4,0.0,0.274,0.27
9.42,0.0,0.33,0.27
9.44,0.0,0.382,0.27
9.46,0.0,0.428,0.27
9.48,0.0,0.468,0.27
9.5,0.0,0.501,0.27
9.52,0.0,0.527,0.27
9.54,0.0,0.548,0.27
9.56,0.0,0.559,0.27
9.58,0.0,0.562,0.27
9.6,0.0,0.559,0.27
9.62,0.0,0.548,0.27
9.64,0.0,0.527,0.27
9.66,0.0,0.499,0.27
9.68,0.0,0.466,0.27
9.7,0.0,0.426,0.27
9.72,0.0,0.379,0.27
9.74,0.0,0.326,0.27
9.76,0.0,0.271,0.27
9.78,0.0,0.209,0.27
9.8,0.0,0.147,0.27
9.82,0.0,0.08,0.27
9.84,0.0,0.016,0.27
9.86,0.0,-0.051,0.27
9.88,0.0,-0.117,0.27
9.9,0.0,-0.18,0.27
9.92,0.0,-0.243,0.27
9.94,0.0,-0.3,0.27
9.96,0.0,-0.353,0.27
9.98,0.0,-0.401,0.27
10.0,0.0,-0.445,0.27
10.02,0.0,-0.482,0.27
10.04,0.0,-0.511,0.27
10.06,0.0,-0.532,0.27
10.08,0.0,-0.546,0.27
10.1,0.0,-0.553,0.27
10.12,0.0,-0.555,0.27
10.14,0.0,-0.546,0.27
10.16,0.0,-0.531,0.27
10.18,0.0,-0.506,0.27
10.2,0.0,-0.475,0.27
10.22,0.0,-0.436,0.27
10.24,0.0,-0.393,0.27
10.26,0.0,-0.344,0.27
10.28,0.0,-0.29,0.27
10.3,0.0,-0.23,0.27
10.32,0.0,-0.169,0.27
10.34,0.0,-0.105,0.27
10.36,0.0,-0.038,0.27
10.38,0.0,0.026,0.27
10.4,0.0,0.093,0.27
10.42,0.0,0.157,0.27
10.44,0.0,0.22,0.27
10.46,0.0,0.279,0.27
10.48,0.0,0.335,0.27
10.5,0.0,0.386,0.27
10.52,0.0,0.431,0.27
10.54,0.0,0.469,0.27
10.56,0.0,0.503,0.27
10.58,0.0,0.527,0.27
10.6,0.0,0.546,0.27
10.62,0.0,0.555,0.27
10.64,0.0,0.559,0.27
10.66,0.0,0.555,0.27
10.68,0.0,0.543,0.27
10.7,0.0,0.522,0.27
10.72,0.0,0.494,0.27
10.74,0.0,0.459,0.27
10.76,0.0,0.417,0.27
10.78,0.0,0.37,0.27
10.8,0.0,0.318,0.27
10.82,0.0,0.262,0.27
10.84,0.0,0.201,0.27
10.86,0.0,0.138,0.27
10.88,0.0,0.073,0.27
10.9,0.0,0.007,0.27
10.92,0.0,-0.059,0.27
10.94,0.0,-0.124,0.27
10.96,0.0,-0.187,0.27
10.98,0.0,-0.248,0.27
11.0,0.0,-0.305,0.27
11.02,0.0,-0.356,0.27
11.04,0.0,-0.405,0.27
11.06,0.0,-0.447,0.27
11.08,0.0,-0.482,0.27
11.1,0.0,-0.511,0.27
11.12,0.0,-0.532,0.27
11.14,0.0,-0.545,0.27
11.16,0.0,-0.552,0.27
11.18,0.0,-0.552,0.27
11.2,0.0,-0.541,0.27
11.22,0.0,-0.524,0.27
11.24,0.0,-0.499,0.27
11.26,0.0,-0.468,0.27
11.28,0.0,-0.429,0.27
11.3,0.0,-0.386,0.27
11.32,0.0,-0.335,0.27
11.34,0.0,-0.281,0.27
11.36,0.0,-0.223,0.27
11.38,0.0,-0.161,0.27
11.4,0.0,-0.096,0.27
11.42,0.0,-0.031,0.27
11.44,0.0,0.035,0.27
11.46,0.0,0.099,0.27
11.48,0.0,0.164,0.27
11.5,0.0,0.225,0.27
11.52,0.0,0.284,0.27
11.54,0.0,0.339,0.27
11.56,0.0,0.387,0.27
11.58,0.0,0.433,0.27
11.6,0.0,0.471,0.27
11.62,0.0,0.503,0.27
11.64,0.0,0.527,0.27
11.66,0.0,0.545,0.27
11.68,0.0,0.553,0.27
11.7,0.0,0.555,0.27
11.72,0.0,0.55,0.27
11.74,0.0,0.538,0.27
11.76,0.0,0.517,0.27
11.78,0.0,0.487,0.27
11.8,0.0,0.452,0.27
11.82,0.0,0.41,0.27
11.84,0.0,0.363,0.27
11.86,0.0,0.311,0.27
11.88,0.0,0.253,0.27
11.9,0.0,0.192,0.27
11.92,0.0,0.129,0.27
11.94,0.0,0.066,0.27
11.96,0.0,-0.0,0.27
11.98,0.0,-0.066,0.27
12.0,0.0,-0.131,0.27
12.02,0.0,-0.194,0.27
12.04,0.0,-0.253,0.27
12.06,0.0,-0.309,0.27
12.08,0.0,-0.361,0.27
12.1,0.0,-0.407,0.27
12.12,0.0,-0.449,0.27
12.14,0.0,-0.483,0.27
12.16,0.0,-0.51,0.27
12.18,0.0,-0.531,0.27
12.2,0.0,-0.543,0.27
12.22,0.0,-0.548,0.27
12.24,0.0,-0.546,0.27
12.26,0.0,-0.538,0.27
12.28,0.0,-0.518,0.27
12.3,0.0,-0.494,0.27
12.32,0.0,-0.461,0.27
12.34,0.0,-0.422,0.27
12.36,0.0,-0.377,0.27
12.38,0.0,-0.328,0.27
12.4,0.0,-0.272,0.27
12.42,0.0,-0.215,0.27
12.44,0.0,-0.152,0.27
12.46,0.0,-0.089,0.27
12.48,0.0,-0.023,0.27
12.5,0.0,0.042,0.27
12.52,0.0,0.106,0.27
12.54,0.0,0.169,0.27
12.56,0.0,0.232,0.27
12.58,0.0,0.29,0.27
12.6,0.0,0.344,0.27
12.62,0.0,0.391,0.27
12.64,0.0,0.435,0.27
12.66,0.0,0.471,0.27
12.68,0.0,0.503,0.27
12.7,0.0,0.525,0.27
12.72,0.0,0.543,0.27
12.74,0.0,0.552,0.27
12.76,0.0,0.552,0.27
12.78,0.0,0.546,0.27
12.8,0.0,0.531,0.27
12.82,0.0,0.51,0.27
12.84,0.0,0.48,0.27
12.86,0.0,0.443,0.27
12.88,0.0,0.403,0.27
12.9,0.0,0.354,0.27
12.92,0.0,0.302,0.27
12.94,0.0,0.244,0.27
12.96,0.0,0.185,0.27
12.98,0.0,0.122,0.27
13.0,0.0,0.058,0.27
13.02,0.0,-0.009,0.27
13.04,0.0,-0.073,0.27
13.06,0.0,-0.138,0.27
13.08,0.0,-0.199,0.27
13.1,0.0,-0.258,0.27
13.12,0.0,-0.314,0.27
13.14,0.0,-0.365,0.27
13.16,0.0,-0.41,0.27
13.18,0.0,-0.45,0.27
13.2,0.0,-0.483,0.27
13.22,0.0,-0.51,0.27
13.24,0.0,-0.529,0.27
13.26,0.0,-0.541,0.27
13.28,0.0,-0.545,0.27
13.3,0.0,-0.543,0.27
13.32,0.0,-0.532,0.27
13.34,0.0,-0.513,0.27
13.36,0.0,-0.487,0.27
13.38,0.0,-0.454,0.27
13.4,0.0,-0.415,0.27
13.42,0.0,-0.37,0.27
13.44,0.0,-0.319,0.27
13.46,0.0,-0.264,0.27
13.48,0.0,-0.206,0.27
13.5,0.0,-0.145,0.27
13.52,0.0,-0.08,0.27
13.54,0.0,-0.016,0.27
13.56,0.0,0.049,0.27
13.58,0.0,0.113,0.27
13.6,0.0,0.176,0.27
13.62,0.0,0.237,0.27
13.64,0.0,0.295,0.27
13.66,0.0,0.347,0.27
13.68,0.0,0.394,0.27
13.7,0.0,0.436,0.27
13.72,0.0,0.473,0.27
13.74,0.0,0.503,0.27
13.76,0.0,0.525,0.27
13.78,0.0,0.541,0.27
13.8,0.0,0.548,0.27
13.82,0.0,0.55,0.27
13.84,0.0,0.543,0.27
13.86,0.0,0.525,0.27
13.88,0.0,0.503,0.27
13.9,0.0,0.473,0.27
13.92,0.0,0.436,0.27
13.94,0.0,0.394,0.27
13.96,0.0,0.347,0.27
13.98,0.0,0.293,0.27
14.0,0.0,0.237,0.27
14.02,0.0,0.176,0.27
14.04,0.0,0.113,0.27
14.06,0.0,0.049,0.27
14.08,0.0,-0.016,0.27
14.1,0.0,-0.08,0.27
14.12,0.0,-0.145,0.27
14.14,0.0,-0.206,0.27
14.16,0.0,-0.264,0.27
14.18,0.0,-0.318,0.27
14.2,0.0,-0.368,0.27
14.22,0.0,-0.412,0.27
14.24,0.0,-0.452,0.27
14.26,0.0,-0.483,0.27
14.28,0.0,-0.51,0.27
14.3,0.0,-0.529,0.27
14.32,0.0,-0.539,0.27
14.34,0.0,-0.541,0.27
14.36,0.0,-0.539,0.27
14.38,0.0,-0.527,0.27
14.4,0.0,-0.508,0.27
14.42,0.0,-0.482,0.27
14.44,0.0,-0.447,0.27
14.46,0.0,-0.407,0.27
14.48,0.0,-0.361,0.27
14.5,0.0,-0.311,0.27
14.52,0.0,-0.257,0.27
14.54,0.0,-0.197,0.27
14.56,0.0,-0.136,0.27
14.58,0.0,-0.072,0.27
14.6,0.0,-0.007,0.27
14.62,0.0,0.058,0.27
14.64,0.0,0.12,0.27
14.66,0.0,0.183,0.27
14.68,0.0,0.243,0.27
14.7,0.0,0.298,0.27
14.72,0.0,0.351,0.27
14.74,0.0,0.398,0.27
14.76,0.0,0.44,0.27
14.78,0.0,0.475,0.27
14.8,0.0,0.503,0.27
14.82,0.0,0.525,0.27
14.84,0.0,0.539,0.27
14.86,0.0,0.546,0.27
14.88,0.0,0.546,0.27
14.9,0.0,0.538,0.27
14.92,0.0,0.52,0.27
14.94,0.0,0.497,0.27
14.96,0.0,0.466,0.27
14.98,0.0,0.429,0.27
15.0,0.0,0.386,0.27
15.02,0.0,0.339,0.27
15.04,0.0,0.286,0.27
15.06,0.0,0.229,0.27
15.08,0.0,0.168,0.27
15.1,0.0,0.105,0.27
15.12,0.0,0.042,0.27
15.14,0.0,-0.023,0.27
15.16,0.0,-0.087,0.27
15.18,0.0,-0.15,0.27
15.2,0.0,-0.211,0.27
15.22,0.0,-0.269,0.27
15.24,0.0,-0.323,0.27
15.26,0.0,-0.372,0.27
15.28,0.0,-0.415,0.27
15.3,0.0,-0.454,0.27
15.32,0.0,-0.485,0.27
15.34,0.0,-0.51,0.27
15.36,0.0,-0.525,0.27
15.38,0.0,-0.536,0.27
15.4,0.0,-0.539,0.27
15.42,0.0,-0.536,0.27
15.44,0.0,-0.522,0.27
15.46,0.0,-0.501,0.27
15.48,0.0,-0.475,0.27
15.5,0.0,-0.44,0.27
15.52,0.0,-0.4,0.27
15.54,0.0,-0.354,0.27
15.56,0.0,-0.302,0.27
15.58,0.0,-0.248,0.27
15.6,0.0,-0.188,0.27
15.62,0.0,-0.127,0.27
15.64,0.0,-0.065,0.27
15.66,0.0,-0.0,0.27
15.68,0.0,0.065,0.27
15.7,0.0,0.129,0.27
15.72,0.0,0.188,0.27
15.74,0.0,0.248,0.27
15.76,0.0,0.304,0.27
15.78,0.0,0.354,0.27
15.8,0.0,0.401,0.27
15.82,0.0,0.442,0.27
15.84,0.0,0.475,0.27
15.86,0.0,0.503,0.27
15.88,0.0,0.524,0.27
15.9,0.0,0.538,0.27
15.92,0.0,0.543,0.27
15.94,0.0,0.543,0.27
15.96,0.0,0.532,0.27
15.98,0.0,0.515,0.27
16.0,0.0,0.492,0.27
16.02,0.0,0.461,0.27
16.04,0.0,0.422,0.27
16.06,0.0,0.379,0.27
16.08,0.0,0.33,0.27
16.1,0.0,0.276,0.27
16.12,0.0,0.218,0.27
16.14,0.0,0.159,0.27
16.16,0.0,0.098,0.27
16.18,0.0,0.033,0.27
16.2,0.0,-0.031,0.27
16.22,0.0,-0.094,0.27
16.24,0.0,-0.157,0.27
16.26,0.0,-0.216,0.27
16.28,0.0,-0.274,0.27
16.3,0.0,-0.326,0.27
16.32,0.0,-0.375,0.27
16.34,0.0,-0.417,0.27
16.36,0.0,-0.456,0.27
16.38,0.0,-0.485,0.27
16.4,0.0,-0.51,0.27
16.42,0.0,-0.524,0.27
16.44,0.0,-0.534,0.27
