Tiempo ,Entrada,ANGULO,POSICION
1.24,7.5,0.248,0.156
1.26,7.5,0.23,0.159
1.28,7.5,0.208,0.163
1.3,7.5,0.18,0.167
1.32,7.5,0.154,0.171
1.34,7.5,0.124,0.174
1.36,7.5,0.089,0.178
1.38,7.5,0.058,0.182
1.4,7.5,0.024,0.186
1.42,7.5,-0.007,0.189
1.44,7.5,-0.044,0.193
1.46,7.5,-0.077,0.197
1.48,7.5,-0.105,0.201
1.5,7.5,-0.134,0.204
1.52,7.5,-0.161,0.208
1.54,7.2,-0.188,0.212
1.56,6.9,-0.209,0.215
1.58,6.6,-0.225,0.219
1.6,6.3,-0.243,0.223
1.62,6.0,-0.25,0.226
1.64,5.7,-0.255,0.229
1.66,5.4,-0.255,0.233
1.68,5.1,-0.246,0.236
1.7,4.8,-0.239,0.239
1.72,4.5,-0.223,0.242
1.74,4.2,-0.201,0.245
1.76,3.9,-0.178,0.248
1.78,3.6,-0.145,0.25
1.8,3.3,-0.108,0.253
1.82,3.0,-0.07,0.255
1.84,2.7,-0.031,0.258
1.86,2.4,0.016,0.259
1.88,2.1,0.063,0.261
1.9,1.8,0.113,0.263
1.92,1.5,0.164,0.264
1.94,1.2,0.211,0.266
1.96,0.9,0.262,0.267
1.98,0.6,0.309,0.268
2.0,0.3,0.354,0.269
2.02,0.0,0.401,0.27
2.04,0.0,0.442,0.271
2.06,0.0,0.475,0.271
2.08,0.0,0.51,0.272
2.1,0.0,0.536,0.272
2.12,0.0,0.557,0.272
2.14,0.0,0.571,0.272
2.16,0.0,0.576,0.272
2.18,0.0,0.576,0.272
2.2,0.0,0.567,0.272
2.22,0.0,0.552,0.272
2.24,0.0,0.525,0.272
2.26,0.0,0.494,0.272
2.28,0.0,0.457,0.272
2.3,0.0,0.41,0.272
2.32,0.0,0.36,0.272
2.34,0.0,0.304,0.272
2.36,0.0,0.244,0.272
2.38,0.0,0.182,0.272
2.4,0.0,0.113,0.272
2.42,0.0,0.047,0.272
2.44,0.0,-0.021,0.272
2.46,0.0,-0.089,0.272
2.48,0.0,-0.155,0.272
2.5,0.0,-0.22,0.272
2.52,0.0,-0.281,0.272
2.54,0.0,-0.339,0.272
2.56,0.0,-0.389,0.272
2.58,0.0,-0.436,0.272
2.6,0.0,-0.476,0.272
2.62,0.0,-0.51,0.272
2.64,0.0,-0.538,0.272
2.66,0.0,-0.555,0.272
2.68,0.0,-0.567,0.272
2.7,0.0,-0.569,0.272
2.72,0.0,-0.565,0.272
2.74,0.0,-0.552,0.272
2.76,0.0,-0.531,0.272
2.78,0.0,-0.503,0.272
2.8,0.0,-0.466,0.272
2.82,0.0,-0.424,0.272
2.84,0.0,-0.375,0.272
2.86,0.0,-0.321,0.272
2.88,0.0,-0.264,0.272
2.9,0.0,-0.202,0.272
2.92,0.0,-0.138,0.272
2.94,0.0,-0.07,0.272
2.96,0.0,-0.003,0.272
2.98,0.0,0.065,0.272
3.0,0.0,0.133,0.272
3.02,0.0,0.197,0.272
3.04,0.0,0.26,0.272
3.06,0.0,0.318,0.272
3.08,0.0,0.372,0.272
3.1,0.0,0.421,0.272
3.12,0.0,0.464,0.272
3.14,0.0,0.501,0.272
3.16,0.0,0.531,0.272
3.18,0.0,0.552,0.272
3.2,0.0,0.567,0.272
3.22,0.0,0.572,0.272
3.24,0.0,0.572,0.272
3.26,0.0,0.564,0.272
3.28,0.0,0.546,0.272
3.3,0.0,0.52,0.272
3.32,0.0,0.487,0.272
3.34,0.0,0.449,0.272
3.36,0.0,0.403,0.272
3.38,0.0,0.351,0.272
3.4,0.0,0.295,0.272
3.42,0.0,0.236,0.272
3.44,0.0,0.171,0.272
3.46,0.0,0.105,0.272
3.48,0.0,0.038,0.272
3.5,0.0,-0.03,0.272
3.52,0.0,-0.096,0.272
3.54,0.0,-0.162,0.272
3.56,0.0,-0.227,0.272
3.58,0.0,-0.286,0.272
3.6,0.0,-0.344,0.272
3.62,0.0,-0.394,0.272
3.64,0.0,-0.44,0.272
3.66,0.0,-0.48,0.272
3.68,0.0,-0.511,0.272
3.7,0.0,-0.538,0.272
3.72,0.0,-0.553,0.272
3.74,0.0,-0.564,0.272
3.76,0.0,-0.565,0.272
3.78,0.0,-0.562,0.272
3.8,0.0,-0.546,0.272
3.82,0.0,-0.524,0.272
3.84,0.0,-0.496,0.272
3.86,0.0,-0.459,0.272
3.88,0.0,-0.417,0.272
3.9,0.0,-0.368,0.272
3.92,0.0,-0.314,0.272
3.94,0.0,-0.257,0.272
3.96,0.0,-0.194,0.272
3.98,0.0,-0.127,0.272
4.0,0.0,-0.063,0.272
4.02,0.0,0.005,0.272
4.04,0.0,0.073,0.272
4.06,0.0,0.14,0.272
4.08,0.0,0.204,0.272
4.1,0.0,0.265,0.272
4.12,0.0,0.325,0.272
4.14,0.0,0.377,0.272
4.16,0.0,0.426,0.272
4.18,0.0,0.466,0.272
4.2,0.0,0.503,0.272
4.22,0.0,0.531,0.272
4.24,0.0,0.552,0.272
4.26,0.0,0.565,0.272
4.28,0.0,0.571,0.272
4.3,0.0,0.569,0.272
4.32,0.0,0.559,0.272
4.34,0.0,0.539,0.272
4.36,0.0,0.515,0.272
4.38,0.0,0.48,0.272
4.4,0.0,0.44,0.272
4.42,0.0,0.394,0.272
4.44,0.0,0.342,0.272
4.46,0.0,0.286,0.272
4.48,0.0,0.225,0.272
4.5,0.0,0.162,0.272
4.52,0.0,0.096,0.272
4.54,0.0,0.03,0.272
4.56,0.0,-0.038,0.272
4.58,0.0,-0.105,0.272
4.6,0.0,-0.171,0.272
4.62,0.0,-0.232,0.272
4.64,0.0,-0.291,0.272
4.66,0.0,-0.347,0.272
4.68,0.0,-0.398,0.272
4.7,0.0,-0.442,0.272
4.72,0.0,-0.482,0.272
4.74,0.0,-0.511,0.272
4.76,0.0,-0.536,0.272
4.78,0.0,-0.552,0.272
4.8,0.0,-0.562,0.272
4.82,0.0,-0.564,0.272
4.84,0.0,-0.557,0.272
4.86,0.0,-0.541,0.272
4.88,0.0,-0.518,0.272
4.9,0.0,-0.489,0.272
4.92,0.0,-0.452,0.272
4.94,0.0,-0.408,0.272
4.96,0.0,-0.36,0.272
4.98,0.0,-0.305,0.272
5.0,0.0,-0.246,0.272
5.02,0.0,-0.185,0.272
5.04,0.0,-0.12,0.272
5.06,0.0,-0.054,0.272
5.08,0.0,0.014,0.272
5.1,0.0,0.08,0.272
5.12,0.0,0.147,0.272
5.14,0.0,0.211,0.272
5.16,0.0,0.271,0.272
5.18,0.0,0.328,0.272
5.2,0.0,0.38,0.272
5.22,0.0,0.428,0.272
5.24,0.0,0.469,0.272
5.26,0.0,0.503,0.272
5.28,0.0,0.531,0.272
5.3,0.0,0.552,0.272
5.32,0.0,0.564,0.272
5.34,0.0,0.567,0.272
5.36,0.0,0.565,0.272
5.38,0.0,0.553,0.272
5.4,0.0,0.534,0.272
5.42,0.0,0.508,0.272
5.44,0.0,0.473,0.272
5.46,0.0,0.433,0.272
5.48,0.0,0.386,0.272
5.5,0.0,0.333,0.272
5.52,0.0,0.278,0.272
5.54,0.0,0.216,0.272
5.56,0.0,0.154,0.272
5.58,0.0,0.087,0.272
5.6,0.0,0.021,0.272
5.62,0.0,-0.045,0.272
5.64,0.0,-0.113,0.272
5.66,0.0,-0.178,0.272
5.68,0.0,-0.239,0.272
5.7,0.0,-0.298,0.272
5.72,0.0,-0.353,0.272
5.74,0.0,-0.401,0.272
5.76,0.0,-0.445,0.272
5.78,0.0,-0.482,0.272
5.8,0.0,-0.513,0.272
5.82,0.0,-0.536,0.272
5.84,0.0,-0.552,0.272
5.86,0.0,-0.559,0.272
5.88,0.0,-0.56,0.272
5.9,0.0,-0.552,0.272
5.92,0.0,-0.536,0.272
5.94,0.0,-0.513,0.272
5.96,0.0,-0.482,0.272
5.98,0.0,-0.445,0.272
6.0,0.0,-0.401,0.272
6.02,0.0,-0.351,0.272
6.04,0.0,-0.297,0.272
6.06,0.0,-0.237,0.272
6.08,0.0,-0.176,0.272
6.1,0.0,-0.112,0.272
6.12,0.0,-0.044,0.272
6.14,0.0,0.023,0.272
6.16,0.0,0.089,0.272
6.18,0.0,0.155,0.272
6.2,0.0,0.216,0.272
6.22,0.0,0.278,0.272
6.24,0.0,0.333,0.272
6.26,0.0,0.386,0.272
6.28,0.0,0.431,0.272
6.3,0.0,0.471,0.272
6.32,0.0,0.504,0.272
6.34,0.0,0.531,0.272
6.36,0.0,0.55,0.272
6.38,0.0,0.56,0.272
6.4,0.0,0.565,0.272
6.42,0.0,0.56,0.272
6.44,0.0,0.548,0.272
6.46,0.0,0.529,0.272
6.48,0.0,0.501,0.272
6.5,0.0,0.466,0.272
6.52,0.0,0.426,0.272
6.54,0.0,0.379,0.272
6.56,0.0,0.325,0.272
6.58,0.0,0.269,0.272
6.6,0.0,0.208,0.272
6.62,0.0,0.145,0.272
6.64,0.0,0.079,0.272
6.66,0.0,0.012,0.272
6.68,0.0,-0.054,0.272
6.7,0.0,-0.12,0.272
6.72,0.0,-0.183,0.272
6.74,0.0,-0.244,0.272
6.76,0.0,-0.304,0.272
6.78,0.0,-0.356,0.272
6.8,0.0,-0.405,0.272
6.82,0.0,-0.449,0.272
6.84,0.0,-0.483,0.272
6.86,0.0,-0.513,0.272
6.88,0.0,-0.536,0.272
6.9,0.0,-0.55,0.272
6.92,0.0,-0.557,0.272
6.94,0.0,-0.557,0.272
6.96,0.0,-0.548,0.272
6.98,0.0,-0.531,0.272
7.0,0.0,-0.506,0.272
7.02,0.0,-0.475,0.272
7.04,0.0,-0.436,0.272
7.06,0.0,-0.393,0.272
7.08,0.0,-0.342,0.272
7.1,0.0,-0.288,0.272
7.12,0.0,-0.229,0.272
7.14,0.0,-0.166,0.272
7.16,0.0,-0.101,0.272
7.18,0.0,-0.037,0.272
7.2,0.0,0.031,0.272
7.22,0.0,0.098,0.272
7.24,0.0,0.162,0.272
7.26,0.0,0.223,0.272
7.28,0.0,0.284,0.272
7.3,0.0,0.339,0.272
7.32,0.0,0.389,0.272
7.34,0.0,0.435,0.272
7.36,0.0,0.473,0.272
7.38,0.0,0.506,0.272
7.4,0.0,0.531,0.272
7.42,0.0,0.548,0.272
7.44,0.0,0.559,0.272
7.46,0.0,0.562,0.272
7.48,0.0,0.557,0.272
7.5,0.0,0.545,0.272
7.52,0.0,0.522,0.272
7.54,0.0,0.494,0.272
7.56,0.0,0.459,0.272
7.58,0.0,0.417,0.272
7.6,0.0,0.37,0.272
7.62,0.0,0.318,0.272
7.64,0.0,0.26,0.272
7.66,0.0,0.199,0.272
7.68,0.0,0.134,0.272
7.7,0.0,0.07,0.272
7.72,0.0,0.003,0.272
7.74,0.0,-0.063,0.272
7.76,0.0,-0.127,0.272
7.78,0.0,-0.19,0.272
7.8,0.0,-0.253,0.272
7.82,0.0,-0.309,0.272
7.84,0.0,-0.361,0.272
7.86,0.0,-0.408,0.272
7.88,0.0,-0.45,0.272
7.9,0.0,-0.485,0.272
7.92,0.0,-0.513,0.272
7.94,0.0,-0.536,0.272
7.96,0.0,-0.548,0.272
7.98,0.0,-0.553,0.272
8.0,0.0,-0.553,0.272
8.02,0.0,-0.543,0.272
8.04,0.0,-0.525,0.272
8.06,0.0,-0.501,0.272
8.08,0.0,-0.468,0.272
8.1,0.0,-0.429,0.272
8.12,0.0,-0.384,0.272
8.14,0.0,-0.333,0.272
8.16,0.0,-0.279,0.272
8.18,0.0,-0.22,0.272
8.2,0.0,-0.157,0.272
8.22,0.0,-0.093,0.272
8.24,0.0,-0.028,0.272
8.26,0.0,0.04,0.272
8.28,0.0,0.105,0.272
8.3,0.0,0.169,0.272
8.32,0.0,0.232,0.272
8.34,0.0,0.29,0.272
8.36,0.0,0.344,0.272
8.38,0.0,0.393,0.272
8.4,0.0,0.438,0.272
8.42,0.0,0.475,0.272
8.44,0.0,0.508,0.272
8.46,0.0,0.531,0.272
8.48,0.0,0.548,0.272
8.5,0.0,0.557,0.272
8.52,0.0,0.559,0.272
8.54,0.0,0.553,0.272
8.56,0.0,0.539,0.272
8.58,0.0,0.517,0.272
8.6,0.0,0.487,0.272
8.62,0.0,0.452,0.272
8.64,0.0,0.408,0.272
8.66,0.0,0.361,0.272
8.68,0.0,0.307,0.272
8.7,0.0,0.25,0.272
8.72,0.0,0.188,0.272
8.74,0.0,0.126,0.272
8.76,0.0,0.061,0.272
8.78,0.0,-0.005,0.272
8.8,0.0,-0.07,0.272
8.82,0.0,-0.134,0.272
8.84,0.0,-0.199,0.272
8.86,0.0,-0.258,0.272
8.88,0.0,-0.314,0.272
8.9,0.0,-0.367,0.272
8.92,0.0,-0.412,0.272
8.94,0.0,-0.454,0.272
8.96,0.0,-0.487,0.272
8.98,0.0,-0.515,0.272
9.0,0.0,-0.534,0.272
9.02,0.0,-0.546,0.272
9.04,0.0,-0.552,0.272
9.06,0.0,-0.55,0.272
9.08,0.0,-0.539,0.272
9.1,0.0,-0.52,0.272
9.12,0.0,-0.494,0.272
9.14,0.0,-0.461,0.272
9.16,0.0,-0.422,0.272
9.18,0.0,-0.375,0.272
9.2,0.0,-0.325,0.272
9.22,0.0,-0.269,0.272
9.24,0.0,-0.209,0.272
9.26,0.0,-0.148,0.272
9.28,0.0,-0.084,0.272
9.3,0.0,-0.017,0.272
9.32,0.0,0.047,0.272
9.34,0.0,0.112,0.272
9.36,0.0,0.176,0.272
9.38,0.0,0.237,0.272
9.4,0.0,0.295,0.272
9.42,0.0,0.349,0.272
9.44,0.0,0.398,0.272
9.46,0.0,0.44,0.272
9.48,0.0,0.478,0.272
9.5,0.0,0.508,0.272
9.52,0.0,0.531,0.272
9.54,0.0,0.546,0.272
9.56,0.0,0.553,0.272
9.58,0.0,0.555,0.272
9.6,0.0,0.548,0.272
9.62,0.0,0.532,0.272
9.64,0.0,0.511,0.272
9.66,0.0,0.48,0.272
9.68,0.0,0.443,0.272
9.7,0.0,0.401,0.272
9.72,0.0,0.353,0.272
9.74,0.0,0.298,0.272
9.76,0.0,0.241,0.272
9.78,0.0,0.182,0.272
9.8,0.0,0.117,0.272
9.82,0.0,0.052,0.272
9.84,0.0,-0.012,0.272
9.86,0.0,-0.079,0.272
9.88,0.0,-0.143,0.272
9.9,0.0,-0.206,0.272
9.92,0.0,-0.264,0.272
9.94,0.0,-0.319,0.272
9.96,0.0,-0.37,0.272
9.98,0.0,-0.415,0.272
10.0,0.0,-0.456,0.272
10.02,0.0,-0.489,0.272
10.04,0.0,-0.515,0.272
10.06,0.0,-0.534,0.272
10.08,0.0,-0.545,0.272
10.1,0.0,-0.548,0.272
10.12,0.0,-0.545,0.272
10.14,0.0,-0.534,0.272
10.16,0.0,-0.513,0.272
10.18,0.0,-0.487,0.272
10.2,0.0,-0.454,0.272
10.22,0.0,-0.414,0.272
10.24,0.0,-0.368,0.272
10.26,0.0,-0.316,0.272
10.28,0.0,-0.262,0.272
10.3,0.0,-0.202,0.272
10.32,0.0,-0.14,0.272
10.34,0.0,-0.075,0.272
10.36,0.0,-0.01,0.272
10.38,0.0,0.056,0.272
10.4,0.0,0.12,0.272
10.42,0.0,0.183,0.272
10.44,0.0,0.244,0.272
10.46,0.0,0.3,0.272
10.48,0.0,0.354,0.272
10.5,0.0,0.401,0.272
10.52,0.0,0.443,0.272
10.54,0.0,0.48,0.272
10.56,0.0,0.51,0.272
10.58,0.0,0.531,0.272
10.6,0.0,0.546,0.272
10.62,0.0,0.552,0.272
10.64,0.0,0.552,0.272
10.66,0.0,0.545,0.272
10.68,0.0,0.527,0.272
10.7,0.0,0.504,0.272
10.72,0.0,0.473,0.272
10.74,0.0,0.436,0.272
10.76,0.0,0.393,0.272
10.78,0.0,0.344,0.272
10.8,0.0,0.291,0.272
10.82,0.0,0.232,0.272
10.84,0.0,0.173,0.272
10.86,0.0,0.108,0.272
10.88,0.0,0.044,0.272
10.9,0.0,-0.021,0.272
10.92,0.0,-0.087,0.272
10.94,0.0,-0.15,0.272
10.96,0.0,-0.211,0.272
10.98,0.0,-0.271,0.272
11.0,0.0,-0.325,0.272
11.02,0.0,-0.374,0.272
11.04,0.0,-0.419,0.272
11.06,0.0,-0.457,0.272
11.08,0.0,-0.489,0.272
11.1,0.0,-0.515,0.272
11.12,0.0,-0.532,0.272
11.14,0.0,-0.543,0.272
11.16,0.0,-0.545,0.272
11.18,0.0,-0.541,0.272
11.2,0.0,-0.529,0.272
11.22,0.0,-0.508,0.272
11.24,0.0,-0.482,0.272
11.26,0.0,-0.447,0.272
11.28,0.0,-0.405,0.272
11.3,0.0,-0.36,0.272
11.32,0.0,-0.307,0.272
11.34,0.0,-0.251,0.272
11.36,0.0,-0.192,0.272
11.38,0.0,-0.131,0.272
11.4,0.0,-0.066,0.272
11.42,0.0,-0.002,0.272
11.44,0.0,0.065,0.272
11.46,0.0,0.129,0.272
11.48,0.0,0.19,0.272
11.5,0.0,0.25,0.272
11.52,0.0,0.305,0.272
11.54,0.0,0.358,0.272
11.56,0.0,0.405,0.272
11.58,0.0,0.447,0.272
11.6,0.0,0.482,0.272
11.62,0.0,0.51,0.272
11.64,0.0,0.531,0.272
11.66,0.0,0.545,0.272
11.68,0.0,0.55,0.272
11.7,0.0,0.55,0.272
11.72,0.0,0.539,0.272
11.74,0.0,0.522,0.272
11.76,0.0,0.497,0.272
11.78,0.0,0.466,0.272
11.8,0.0,0.429,0.272
11.82,0.0,0.384,0.272
11.84,0.0,0.335,0.272
11.86,0.0,0.281,0.272
11.88,0.0,0.223,0.272
11.9,0.0,0.162,0.272
11.92,0.0,0.099,0.272
11.94,0.0,0.035,0.272
11.96,0.0,-0.03,0.272
11.98,0.0,-0.094,0.272
12.0,0.0,-0.157,0.272
12.02,0.0,-0.218,0.272
12.04,0.0,-0.276,0.272
12.06,0.0,-0.33,0.272
12.08,0.0,-0.379,0.272
12.1,0.0,-0.422,0.272
12.12,0.0,-0.459,0.272
12.14,0.0,-0.49,0.272
12.16,0.0,-0.515,0.272
12.18,0.0,-0.532,0.272
12.2,0.0,-0.541,0.272
12.22,0.0,-0.543,0.272
12.24,0.0,-0.538,0.272
12.26,0.0,-0.524,0.272
12.28,0.0,-0.503,0.272
12.3,0.0,-0.475,0.272
12.32,0.0,-0.438,0.272
12.34,0.0,-0.398,0.272
12.36,0.0,-0.351,0.272
12.38,0.0,-0.298,0.272
12.4,0.0,-0.243,0.272
12.42,0.0,-0.183,0.272
12.44,0.0,-0.122,0.272
12.46,0.0,-0.058,0.272
12.48,0.0,0.007,0.272
12.5,0.0,0.072,0.272
12.52,0.0,0.134,0.272
12.54,0.0,0.197,0.272
12.56,0.0,0.257,0.272
12.58,0.0,0.312,0.272
12.6,0.0,0.363,0.272
12.62,0.0,0.408,0.272
12.64,0.0,0.449,0.272
12.66,0.0,0.483,0.272
12.68,0.0,0.51,0.272
12.7,0.0,0.529,0.272
12.72,0.0,0.543,0.272
12.74,0.0,0.548,0.272
12.76,0.0,0.546,0.272
12.78,0.0,0.536,0.272
12.8,0.0,0.517,0.272
12.82,0.0,0.492,0.272
12.84,0.0,0.461,0.272
12.86,0.0,0.421,0.272
12.88,0.0,0.377,0.272
12.9,0.0,0.326,0.272
12.92,0.0,0.272,0.272
12.94,0.0,0.215,0.272
12.96,0.0,0.154,0.272
12.98,0.0,0.091,0.272
13.0,0.0,0.026,0.272
13.02,0.0,-0.038,0.272
13.04,0.0,-0.101,0.272
13.06,0.0,-0.166,0.272
13.08,0.0,-0.225,0.272
13.1,0.0,-0.283,0.272
13.12,0.0,-0.335,0.272
13.14,0.0,-0.382,0.272
13.16,0.0,-0.426,0.272
13.18,0.0,-0.461,0.272
13.2,0.0,-0.492,0.272
13.22,0.0,-0.515,0.272
13.24,0.0,-0.531,0.272
13.26,0.0,-0.539,0.272
13.28,0.0,-0.539,0.272
13.3,0.0,-0.534,0.272
13.32,0.0,-0.518,0.272
13.34,0.0,-0.496,0.272
13.36,0.0,-0.468,0.272
13.38,0.0,-0.431,0.272
13.4,0.0,-0.391,0.272
13.42,0.0,-0.342,0.272
13.44,0.0,-0.29,0.272
13.46,0.0,-0.234,0.272
13.48,0.0,-0.175,0.272
13.5,0.0,-0.113,0.272
13.52,0.0,-0.049,0.272
13.54,0.0,0.016,0.272
13.56,0.0,0.08,0.272
13.58,0.0,0.143,0.272
13.6,0.0,0.204,0.272
13.62,0.0,0.264,0.272
13.64,0.0,0.318,0.272
13.66,0.0,0.368,0.272
13.68,0.0,0.412,0.272
13.7,0.0,0.452,0.272
13.72,0.0,0.485,0.272
13.74,0.0,0.51,0.272
13.76,0.0,0.529,0.272
13.78,0.0,0.541,0.272
13.8,0.0,0.545,0.272
13.82,0.0,0.543,0.272
13.84,0.0,0.531,0.272
13.86,0.0,0.511,0.272
13.88,0.0,0.485,0.272
13.9,0.0,0.454,0.272
13.92,0.0,0.414,0.272
13.94,0.0,0.368,0.272
13.96,0.0,0.319,0.272
13.98,0.0,0.265,0.272
14.0,0.0,0.206,0.272
14.02,0.0,0.145,0.272
14.04,0.0,0.082,0.272
14.06,0.0,0.017,0.272
14.08,0.0,-0.045,0.272
14.1,0.0,-0.11,0.272
14.12,0.0,-0.173,0.272
14.14,0.0,-0.232,0.272
14.16,0.0,-0.288,0.272
14.18,0.0,-0.34,0.272
14.2,0.0,-0.386,0.272
14.22,0.0,-0.428,0.272
14.24,0.0,-0.463,0.272
14.26,0.0,-0.492,0.272
14.28,0.0,-0.515,0.272
14.3,0.0,-0.529,0.272
14.32,0.0,-0.536,0.272
14.34,0.0,-0.538,0.272
14.36,0.0,-0.529,0.272
14.38,0.0,-0.513,0.272
14.4,0.0,-0.49,0.272
14.42,0.0,-0.461,0.272
14.44,0.0,-0.424,0.272
14.46,0.0,-0.382,0.272
14.48,0.0,-0.335,0.272
14.5,0.0,-0.283,0.272
14.52,0.0,-0.225,0.272
14.54,0.0,-0.166,0.272
14.56,0.0,-0.103,0.272
14.58,0.0,-0.04,0.272
14.6,0.0,0.024,0.272
14.62,0.0,0.089,0.272
14.64,0.0,0.15,0.272
14.66,0.0,0.211,0.272
14.68,0.0,0.269,0.272
14.7,0.0,0.323,0.272
14.72,0.0,0.372,0.272
14.74,0.0,0.415,0.272
14.76,0.0,0.454,0.272
14.78,0.0,0.485,0.272
14.8,0.0,0.511,0.272
14.82,0.0,0.527,0.272
14.84,0.0,0.539,0.272
14.86,0.0,0.541,0.272
14.88,0.0,0.538,0.272
14.9,0.0,0.525,0.272
14.92,0.0,0.506,0.272
14.94,0.0,0.48,0.272
14.96,0.0,0.445,0.272
14.98,0.0,0.407,0.272
15.0,0.0,0.36,0.272
15.02,0.0,0.309,0.272
15.04,0.0,0.255,0.272
15.06,0.0,0.197,0.272
15.08,0.0,0.136,0.272
15.1,0.0,0.073,0.272
15.12,0.0,0.009,0.272
15.14,0.0,-0.056,0.272
15.16,0.0,-0.119,0.272
15.18,0.0,-0.178,0.272
15.2,0.0,-0.237,0.272
15.22,0.0,-0.293,0.272
15.24,0.0,-0.344,0.272
15.26,0.0,-0.391,0.272
15.28,0.0,-0.431,0.272
15.3,0.0,-0.466,0.272
15.32,0.0,-0.492,0.272
15.34,0.0,-0.513,0.272
15.36,0.0,-0.527,0.272
15.38,0.0,-0.534,0.272
15.4,0.0,-0.534,0.272
15.42,0.0,-0.524,0.272
15.44,0.0,-0.508,0.272
15.46,0.0,-0.485,0.272
15.48,0.0,-0.454,0.272
15.5,0.0,-0.417,0.272
15.52,0.0,-0.374,0.272
15.54,0.0,-0.326,0.272
15.56,0.0,-0.272,0.272
15.58,0.0,-0.216,0.272
15.6,0.0,-0.155,0.272
15.62,0.0,-0.094,0.272
15.64,0.0,-0.031,0.272
15.66,0.0,0.033,0.272
15.68,0.0,0.096,0.272
15.7,0.0,0.157,0.272
15.72,0.0,0.218,0.272
15.74,0.0,0.274,0.272
15.76,0.0,0.328,0.272
15.78,0.0,0.377,0.272
15.8,0.0,0.419,0.272
15.82,0.0,0.456,0.272
15.84,0.0,0.487,0.272
15.86,0.0,0.511,0.272
15.88,0.0,0.527,0.272
15.9,0.0,0.538,0.272
15.92,0.0,0.539,0.272
15.94,0.0,0.534,0.272
15.96,0.0,0.52,0.272
15.98,0.0,0.499,0.272
16.0,0.0,0.471,0.272
16.02,0.0,0.438,0.272
16.04,0.0,0.398,0.272
16.06,0.0,0.353,0.272
16.08,0.0,0.3,0.272
16.1,0.0,0.246,0.272
16.12,0.0,0.187,0.272
16.14,0.0,0.127,0.272
16.16,0.0,0.065,0.272
16.18,0.0,-0.0,0.272
16.2,0.0,-0.063,0.272
16.22,0.0,-0.126,0.272
16.24,0.0,-0.187,0.272
16.26,0.0,-0.244,0.272
16.28,0.0,-0.298,0.272
16.3,0.0,-0.349,0.272
16.32,0.0,-0.394,0.272
16.34,0.0,-0.433,0.272
16.36,0.0,-0.466,0.272
16.38,0.0,-0.494,0.272
16.4,0.0,-0.513,0.272
16.42,0.0,-0.525,0.272
16.44,0.0,-0.531,0.272
