Tiempo ,Entrada,ANGULO,POSICION
60.76,0.0,-0.377,0.272
60.78,0.0,-0.396,0.272
60.8,0.0,-0.408,0.272
60.82,0.0,-0.415,0.272
60.84,0.0,-0.417,0.272
60.86,0.0,-0.414,0.272
60.88,0.0,-0.401,0.272
60.9,0.0,-0.386,0.272
60.92,0.0,-0.363,0.272
60.94,0.0,-0.337,0.272
60.96,0.0,-0.305,0.272
60.98,0.0,-0.267,0.272
61.0,0.0,-0.229,0.272
61.02,0.0,-0.185,0.272
61.04,0.0,-0.138,0.272
61.06,0.0,-0.091,0.272
61.08,0.0,-0.04,0.272
61.1,0.0,0.009,0.272
61.12,0.0,0.058,0.272
61.14,0.0,0.106,0.272
61.16,0.0,0.155,0.272
61.18,0.0,0.201,0.272
61.2,0.0,0.243,0.272
61.22,0.0,0.281,0.272
61.24,0.0,0.318,0.272
61.26,0.0,0.347,0.272
61.28,0.0,0.374,0.272
61.3,0.0,0.394,0.272
61.32,0.0,0.408,0.272
61.34,0.0,0.417,0.272
61.36,0.0,0.421,0.272
61.38,0.0,0.421,0.272
61.4,0.0,0.412,0.272
61.42,0.0,0.398,0.272
61.44,0.0,0.379,0.272
61.46,0.0,0.353,0.272
61.48,0.0,0.323,0.272
61.5,0.0,0.288,0.272
61.52,0.0,0.25,0.272
61.54,0.0,0.208,0.272
61.56,0.0,0.162,0.272
61.58,0.0,0.117,0.272
61.6,0.0,0.068,0.272
61.62,0.0,0.017,0.272
61.64,0.0,-0.031,0.272
61.66,0.0,-0.082,0.272
61.68,0.0,-0.129,0.272
61.7,0.0,-0.175,0.272
61.72,0.0,-0.218,0.272
61.74,0.0,-0.26,0.272
61.76,0.0,-0.295,0.272
61.78,0.0,-0.328,0.272
61.8,0.0,-0.356,0.272
61.82,0.0,-0.379,0.272
61.84,0.0,-0.396,0.272
61.86,0.0,-0.407,0.272
61.88,0.0,-0.414,0.272
61.9,0.0,-0.414,0.272
61.92,0.0,-0.408,0.272
61.94,0.0,-0.398,0.272
61.96,0.0,-0.38,0.272
61.98,0.0,-0.356,0.272
62.0,0.0,-0.33,0.272
62.02,0.0,-0.297,0.272
62.04,0.0,-0.26,0.272
62.06,0.0,-0.22,0.272
62.08,0.0,-0.176,0.272
62.1,0.0,-0.129,0.272
62.12,0.0,-0.082,0.272
62.14,0.0,-0.033,0.272
62.16,0.0,0.017,0.272
62.18,0.0,0.066,0.272
62.2,0.0,0.113,0.272
62.22,0.0,0.161,0.272
62.24,0.0,0.206,0.272
62.26,0.0,0.248,0.272
62.28,0.0,0.286,0.272
62.3,0.0,0.321,0.272
62.32,0.0,0.351,0.272
62.34,0.0,0.375,0.272
62.36,0.0,0.394,0.272
62.38,0.0,0.408,0.272
62.4,0.0,0.415,0.272
62.42,0.0,0.419,0.272
62.44,0.0,0.417,0.272
62.46,0.0,0.408,0.272
62.48,0.0,0.393,0.272
62.5,0.0,0.372,0.272
62.52,0.0,0.347,0.272
62.54,0.0,0.316,0.272
62.56,0.0,0.281,0.272
62.58,0.0,0.243,0.272
62.6,0.0,0.201,0.272
62.62,0.0,0.155,0.272
62.64,0.0,0.108,0.272
62.66,0.0,0.059,0.272
62.68,0.0,0.01,0.272
62.7,0.0,-0.038,0.272
62.72,0.0,-0.089,0.272
62.74,0.0,-0.134,0.272
62.76,0.0,-0.182,0.272
62.78,0.0,-0.223,0.272
62.8,0.0,-0.264,0.272
62.82,0.0,-0.298,0.272
62.84,0.0,-0.33,0.272
62.86,0.0,-0.358,0.272
62.88,0.0,-0.379,0.272
62.9,0.0,-0.396,0.272
62.92,0.0,-0.407,0.272
62.94,0.0,-0.41,0.272
62.96,0.0,-0.412,0.272
62.98,0.0,-0.405,0.272
63.0,0.0,-0.393,0.272
63.02,0.0,-0.374,0.272
63.04,0.0,-0.351,0.272
63.06,0.0,-0.323,0.272
63.08,0.0,-0.29,0.272
63.1,0.0,-0.253,0.272
63.12,0.0,-0.211,0.272
63.14,0.0,-0.168,0.272
63.16,0.0,-0.122,0.272
63.18,0.0,-0.073,0.272
63.2,0.0,-0.024,0.272
63.22,0.0,0.024,0.272
63.24,0.0,0.073,0.272
63.26,0.0,0.122,0.272
63.28,0.0,0.168,0.272
63.3,0.0,0.211,0.272
63.32,0.0,0.251,0.272
63.34,0.0,0.29,0.272
63.36,0.0,0.323,0.272
63.38,0.0,0.353,0.272
63.4,0.0,0.375,0.272
63.42,0.0,0.394,0.272
63.44,0.0,0.408,0.272
63.46,0.0,0.414,0.272
63.48,0.0,0.415,0.272
63.5,0.0,0.414,0.272
63.52,0.0,0.403,0.272
63.54,0.0,0.387,0.272
63.56,0.0,0.367,0.272
63.58,0.0,0.34,0.272
63.6,0.0,0.309,0.272
63.62,0.0,0.272,0.272
63.64,0.0,0.234,0.272
63.66,0.0,0.192,0.272
63.68,0.0,0.147,0.272
63.7,0.0,0.099,0.272
63.72,0.0,0.051,0.272
63.74,0.0,0.002,0.272
63.76,0.0,-0.047,0.272
63.78,0.0,-0.094,0.272
63.8,0.0,-0.143,0.272
63.82,0.0,-0.187,0.272
63.84,0.0,-0.229,0.272
63.86,0.0,-0.267,0.272
63.88,0.0,-0.302,0.272
63.9,0.0,-0.333,0.272
63.92,0.0,-0.36,0.272
63.94,0.0,-0.379,0.272
63.96,0.0,-0.396,0.272
63.98,0.0,-0.405,0.272
64.0,0.0,-0.408,0.272
64.02,0.0,-0.408,0.272
64.04,0.0,-0.401,0.272
64.06,0.0,-0.387,0.272
64.08,0.0,-0.368,0.272
64.1,0.0,-0.344,0.272
64.12,0.0,-0.316,0.272
64.14,0.0,-0.283,0.272
64.16,0.0,-0.244,0.272
64.18,0.0,-0.204,0.272
64.2,0.0,-0.159,0.272
64.22,0.0,-0.113,0.272
64.24,0.0,-0.066,0.272
64.26,0.0,-0.017,0.272
64.28,0.0,0.031,0.272
64.3,0.0,0.08,0.272
64.32,0.0,0.127,0.272
64.34,0.0,0.175,0.272
64.36,0.0,0.216,0.272
64.38,0.0,0.257,0.272
64.4,0.0,0.293,0.272
64.42,0.0,0.326,0.272
64.44,0.0,0.353,0.272
64.46,0.0,0.377,0.272
64.48,0.0,0.394,0.272
64.5,0.0,0.407,0.272
64.52,0.0,0.412,0.272
64.54,0.0,0.414,0.272
64.56,0.0,0.408,0.272
64.58,0.0,0.398,0.272
64.6,0.0,0.382,0.272
64.62,0.0,0.36,0.272
64.64,0.0,0.333,0.272
64.66,0.0,0.302,0.272
64.68,0.0,0.265,0.272
64.7,0.0,0.225,0.272
64.72,0.0,0.183,0.272
64.74,0.0,0.138,0.272
64.76,0.0,0.093,0.272
64.78,0.0,0.044,0.272
64.8,0.0,-0.005,0.272
64.82,0.0,-0.054,0.272
64.84,0.0,-0.101,0.272
64.86,0.0,-0.148,0.272
64.88,0.0,-0.192,0.272
64.9,0.0,-0.234,0.272
64.92,0.0,-0.271,0.272
64.94,0.0,-0.305,0.272
64.96,0.0,-0.335,0.272
64.98,0.0,-0.361,0.272
65.0,0.0,-0.38,0.272
65.02,0.0,-0.394,0.272
65.04,0.0,-0.403,0.272
65.06,0.0,-0.407,0.272
65.08,0.0,-0.405,0.272
65.1,0.0,-0.396,0.272
65.12,0.0,-0.382,0.272
65.14,0.0,-0.363,0.272
65.16,0.0,-0.339,0.272
65.18,0.0,-0.309,0.272
65.2,0.0,-0.274,0.272
65.22,0.0,-0.236,0.272
65.24,0.0,-0.195,0.272
65.26,0.0,-0.152,0.272
65.28,0.0,-0.105,0.272
65.3,0.0,-0.058,0.272
65.32,0.0,-0.009,0.272
65.34,0.0,0.04,0.272
65.36,0.0,0.087,0.272
65.38,0.0,0.134,0.272
65.4,0.0,0.18,0.272
65.42,0.0,0.222,0.272
65.44,0.0,0.262,0.272
65.46,0.0,0.297,0.272
65.48,0.0,0.328,0.272
65.5,0.0,0.354,0.272
65.52,0.0,0.377,0.272
65.54,0.0,0.393,0.272
65.56,0.0,0.405,0.272
65.58,0.0,0.41,0.272
65.6,0.0,0.41,0.272
65.62,0.0,0.405,0.272
65.64,0.0,0.393,0.272
65.66,0.0,0.377,0.272
65.68,0.0,0.353,0.272
65.7,0.0,0.326,0.272
65.72,0.0,0.295,0.272
65.74,0.0,0.258,0.272
65.76,0.0,0.218,0.272
65.78,0.0,0.176,0.272
65.8,0.0,0.131,0.272
65.82,0.0,0.084,0.272
65.84,0.0,0.035,0.272
65.86,0.0,-0.012,0.272
65.88,0.0,-0.061,0.272
65.9,0.0,-0.108,0.272
65.92,0.0,-0.154,0.272
65.94,0.0,-0.199,0.272
65.96,0.0,-0.237,0.272
65.98,0.0,-0.276,0.272
66.0,0.0,-0.309,0.272
66.02,0.0,-0.339,0.272
66.04,0.0,-0.361,0.272
66.06,0.0,-0.38,0.272
66.08,0.0,-0.394,0.272
66.1,0.0,-0.401,0.272
66.12,0.0,-0.403,0.272
66.14,0.0,-0.401,0.272
66.16,0.0,-0.393,0.272
66.18,0.0,-0.377,0.272
66.2,0.0,-0.356,0.272
66.22,0.0,-0.332,0.272
66.24,0.0,-0.3,0.272
66.26,0.0,-0.267,0.272
66.28,0.0,-0.229,0.272
66.3,0.0,-0.187,0.272
66.32,0.0,-0.143,0.272
66.34,0.0,-0.096,0.272
66.36,0.0,-0.049,0.272
66.38,0.0,-0.002,0.272
66.4,0.0,0.047,0.272
66.42,0.0,0.094,0.272
66.44,0.0,0.141,0.272
66.46,0.0,0.185,0.272
66.48,0.0,0.227,0.272
66.5,0.0,0.265,0.272
66.52,0.0,0.3,0.272
66.54,0.0,0.33,0.272
66.56,0.0,0.356,0.272
66.58,0.0,0.379,0.272
66.6,0.0,0.393,0.272
66.62,0.0,0.403,0.272
66.64,0.0,0.408,0.272
66.66,0.0,0.408,0.272
66.68,0.0,0.401,0.272
66.7,0.0,0.387,0.272
66.72,0.0,0.37,0.272
66.74,0.0,0.347,0.272
66.76,0.0,0.319,0.272
66.78,0.0,0.286,0.272
66.8,0.0,0.25,0.272
66.82,0.0,0.209,0.272
66.84,0.0,0.168,0.272
66.86,0.0,0.122,0.272
66.88,0.0,0.075,0.272
66.9,0.0,0.026,0.272
66.92,0.0,-0.021,0.272
66.94,0.0,-0.068,0.272
66.96,0.0,-0.115,0.272
66.98,0.0,-0.161,0.272
67.0,0.0,-0.204,0.272
67.02,0.0,-0.243,0.272
67.04,0.0,-0.279,0.272
67.06,0.0,-0.312,0.272
67.08,0.0,-0.34,0.272
67.1,0.0,-0.363,0.272
67.12,0.0,-0.38,0.272
67.14,0.0,-0.393,0.272
67.16,0.0,-0.4,0.272
67.18,0.0,-0.401,0.272
67.2,0.0,-0.398,0.272
67.22,0.0,-0.387,0.272
67.24,0.0,-0.372,0.272
67.26,0.0,-0.351,0.272
67.28,0.0,-0.325,0.272
67.3,0.0,-0.293,0.272
67.32,0.0,-0.258,0.272
67.34,0.0,-0.22,0.272
67.36,0.0,-0.178,0.272
67.38,0.0,-0.134,0.272
67.4,0.0,-0.089,0.272
67.42,0.0,-0.04,0.272
67.44,0.0,0.007,0.272
67.46,0.0,0.054,0.272
67.48,0.0,0.101,0.272
67.5,0.0,0.148,0.272
67.52,0.0,0.19,0.272
67.54,0.0,0.232,0.272
67.56,0.0,0.269,0.272
67.58,0.0,0.304,0.272
67.6,0.0,0.333,0.272
67.62,0.0,0.358,0.272
67.64,0.0,0.379,0.272
67.66,0.0,0.393,0.272
67.68,0.0,0.401,0.272
67.7,0.0,0.405,0.272
67.72,0.0,0.405,0.272
67.74,0.0,0.398,0.272
67.76,0.0,0.382,0.272
67.78,0.0,0.365,0.272
67.8,0.0,0.34,0.272
67.82,0.0,0.312,0.272
67.84,0.0,0.279,0.272
67.86,0.0,0.243,0.272
67.88,0.0,0.202,0.272
67.9,0.0,0.159,0.272
67.92,0.0,0.113,0.272
67.94,0.0,0.066,0.272
67.96,0.0,0.019,0.272
67.98,0.0,-0.03,0.272
68.0,0.0,-0.075,0.272
68.02,0.0,-0.122,0.272
68.04,0.0,-0.168,0.272
68.06,0.0,-0.208,0.272
68.08,0.0,-0.248,0.272
68.1,0.0,-0.283,0.272
68.12,0.0,-0.314,0.272
68.14,0.0,-0.342,0.272
68.16,0.0,-0.363,0.272
68.18,0.0,-0.38,0.272
68.2,0.0,-0.391,0.272
68.22,0.0,-0.398,0.272
68.24,0.0,-0.398,0.272
68.26,0.0,-0.394,0.272
68.28,0.0,-0.382,0.272
68.3,0.0,-0.367,0.272
68.32,0.0,-0.344,0.272
68.34,0.0,-0.318,0.272
68.36,0.0,-0.286,0.272
68.38,0.0,-0.251,0.272
68.4,0.0,-0.213,0.272
68.42,0.0,-0.171,0.272
68.44,0.0,-0.126,0.272
68.46,0.0,-0.08,0.272
68.48,0.0,-0.033,0.272
68.5,0.0,0.016,0.272
68.52,0.0,0.063,0.272
68.54,0.0,0.108,0.272
68.56,0.0,0.154,0.272
68.58,0.0,0.197,0.272
68.6,0.0,0.237,0.272
68.62,0.0,0.274,0.272
68.64,0.0,0.307,0.272
68.66,0.0,0.335,0.272
68.68,0.0,0.36,0.272
68.7,0.0,0.379,0.272
68.72,0.0,0.393,0.272
68.74,0.0,0.4,0.272
68.76,0.0,0.403,0.272
68.78,0.0,0.401,0.272
68.8,0.0,0.393,0.272
68.82,0.0,0.379,0.272
68.84,0.0,0.358,0.272
68.86,0.0,0.333,0.272
68.88,0.0,0.304,0.272
68.9,0.0,0.271,0.272
68.92,0.0,0.234,0.272
68.94,0.0,0.194,0.272
68.96,0.0,0.15,0.272
68.98,0.0,0.105,0.272
69.0,0.0,0.058,0.272
69.02,0.0,0.012,0.272
69.04,0.0,-0.037,0.272
69.06,0.0,-0.084,0.272
69.08,0.0,-0.129,0.272
69.1,0.0,-0.173,0.272
69.12,0.0,-0.213,0.272
69.14,0.0,-0.253,0.272
69.16,0.0,-0.286,0.272
69.18,0.0,-0.318,0.272
69.2,0.0,-0.344,0.272
69.22,0.0,-0.365,0.272
69.24,0.0,-0.379,0.272
69.26,0.0,-0.391,0.272
69.28,0.0,-0.396,0.272
69.3,0.0,-0.396,0.272
69.32,0.0,-0.389,0.272
69.34,0.0,-0.377,0.272
69.36,0.0,-0.361,0.272
69.38,0.0,-0.339,0.272
69.4,0.0,-0.311,0.272
69.42,0.0,-0.279,0.272
69.44,0.0,-0.243,0.272
69.46,0.0,-0.204,0.272
69.48,0.0,-0.162,0.272
69.5,0.0,-0.119,0.272
69.52,0.0,-0.072,0.272
69.54,0.0,-0.026,0.272
69.56,0.0,0.023,0.272
69.58,0.0,0.07,0.272
69.6,0.0,0.115,0.272
69.62,0.0,0.161,0.272
69.64,0.0,0.202,0.272
69.66,0.0,0.241,0.272
69.68,0.0,0.278,0.272
69.7,0.0,0.309,0.272
69.72,0.0,0.337,0.272
69.74,0.0,0.36,0.272
69.76,0.0,0.379,0.272
69.78,0.0,0.391,0.272
69.8,0.0,0.398,0.272
69.82,0.0,0.4,0.272
69.84,0.0,0.398,0.272
69.86,0.0,0.387,0.272
69.88,0.0,0.374,0.272
69.9,0.0,0.353,0.272
69.92,0.0,0.326,0.272
69.94,0.0,0.297,0.272
69.96,0.0,0.264,0.272
69.98,0.0,0.225,0.272
70.0,0.0,0.185,0.272
70.02,0.0,0.141,0.272
70.04,0.0,0.098,0.272
70.06,0.0,0.051,0.272
70.08,0.0,0.003,0.272
70.1,0.0,-0.044,0.272
70.12,0.0,-0.091,0.272
70.14,0.0,-0.134,0.272
70.16,0.0,-0.178,0.272
70.18,0.0,-0.218,0.272
70.2,0.0,-0.257,0.272
70.22,0.0,-0.29,0.272
70.24,0.0,-0.319,0.272
70.26,0.0,-0.346,0.272
70.28,0.0,-0.365,0.272
70.3,0.0,-0.379,0.272
70.32,0.0,-0.389,0.272
70.34,0.0,-0.393,0.272
70.36,0.0,-0.393,0.272
70.38,0.0,-0.386,0.272
70.4,0.0,-0.374,0.272
70.42,0.0,-0.354,0.272
70.44,0.0,-0.332,0.272
70.46,0.0,-0.304,0.272
70.48,0.0,-0.271,0.272
70.5,0.0,-0.236,0.272
70.52,0.0,-0.197,0.272
70.54,0.0,-0.154,0.272
70.56,0.0,-0.11,0.272
70.58,0.0,-0.065,0.272
70.6,0.0,-0.017,0.272
70.62,0.0,0.03,0.272
70.64,0.0,0.077,0.272
70.66,0.0,0.122,0.272
70.68,0.0,0.166,0.272
70.7,0.0,0.208,0.272
70.72,0.0,0.246,0.272
70.74,0.0,0.281,0.272
70.76,0.0,0.312,0.272
70.78,0.0,0.34,0.272
70.8,0.0,0.361,0.272
70.82,0.0,0.379,0.272
70.84,0.0,0.389,0.272
70.86,0.0,0.396,0.272
70.88,0.0,0.398,0.272
70.9,0.0,0.393,0.272
70.92,0.0,0.382,0.272
70.94,0.0,0.368,0.272
70.96,0.0,0.347,0.272
70.98,0.0,0.321,0.272
71.0,0.0,0.29,0.272
71.02,0.0,0.257,0.272
71.04,0.0,0.218,0.272
71.06,0.0,0.178,0.272
71.08,0.0,0.134,0.272
71.1,0.0,0.089,0.272
71.12,0.0,0.042,0.272
71.14,0.0,-0.005,0.272
71.16,0.0,-0.051,0.272
71.18,0.0,-0.096,0.272
71.2,0.0,-0.141,0.272
71.22,0.0,-0.183,0.272
71.24,0.0,-0.223,0.272
71.26,0.0,-0.26,0.272
71.28,0.0,-0.293,0.272
71.3,0.0,-0.321,0.272
71.32,0.0,-0.346,0.272
71.34,0.0,-0.365,0.272
71.36,0.0,-0.379,0.272
71.38,0.0,-0.387,0.272
71.4,0.0,-0.391,0.272
71.42,0.0,-0.389,0.272
71.44,0.0,-0.38,0.272
71.46,0.0,-0.368,0.272
71.48,0.0,-0.349,0.272
71.5,0.0,-0.325,0.272
71.52,0.0,-0.297,0.272
71.54,0.0,-0.264,0.272
71.56,0.0,-0.229,0.272
71.58,0.0,-0.188,0.272
71.6,0.0,-0.147,0.272
71.62,0.0,-0.101,0.272
71.64,0.0,-0.056,0.272
71.66,0.0,-0.009,0.272
71.68,0.0,0.038,0.272
71.7,0.0,0.084,0.272
71.72,0.0,0.129,0.272
71.74,0.0,0.173,0.272
71.76,0.0,0.213,0.272
71.78,0.0,0.251,0.272
71.8,0.0,0.286,0.272
71.82,0.0,0.316,0.272
71.84,0.0,0.342,0.272
71.86,0.0,0.363,0.272
71.88,0.0,0.379,0.272
71.9,0.0,0.389,0.272
71.92,0.0,0.394,0.272
71.94,0.0,0.394,0.272
71.96,0.0,0.389,0.272
71.98,0.0,0.379,0.272
72.0,0.0,0.361,0.272
72.02,0.0,0.34,0.272
72.04,0.0,0.314,0.272
72.06,0.0,0.283,0.272
72.08,0.0,0.248,0.272
72.1,0.0,0.209,0.272
72.12,0.0,0.169,0.272
72.14,0.0,0.126,0.272
72.16,0.0,0.08,0.272
72.18,0.0,0.035,0.272
72.2,0.0,-0.012,0.272
72.22,0.0,-0.059,0.272
72.24,0.0,-0.103,0.272
72.26,0.0,-0.148,0.272
72.28,0.0,-0.19,0.272
72.3,0.0,-0.229,0.272
72.32,0.0,-0.264,0.272
72.34,0.0,-0.297,0.272
72.36,0.0,-0.325,0.272
72.38,0.0,-0.347,0.272
72.4,0.0,-0.367,0.272
72.42,0.0,-0.377,0.272
72.44,0.0,-0.386,0.272
72.46,0.0,-0.387,0.272
72.48,0.0,-0.386,0.272
72.5,0.0,-0.377,0.272
72.52,0.0,-0.363,0.272
72.54,0.0,-0.342,0.272
72.56,0.0,-0.318,0.272
72.58,0.0,-0.29,0.272
72.6,0.0,-0.257,0.272
72.62,0.0,-0.22,0.272
72.64,0.0,-0.18,0.272
72.66,0.0,-0.138,0.272
72.68,0.0,-0.093,0.272
72.7,0.0,-0.047,0.272
72.72,0.0,-0.002,0.272
72.74,0.0,0.045,0.272
72.76,0.0,0.091,0.272
72.78,0.0,0.136,0.272
72.8,0.0,0.178,0.272
72.82,0.0,0.218,0.272
72.84,0.0,0.257,0.272
72.86,0.0,0.29,0.272
72.88,0.0,0.318,0.272
72.9,0.0,0.344,0.272
72.92,0.0,0.363,0.272
72.94,0.0,0.379,0.272
72.96,0.0,0.387,0.272
72.98,0.0,0.393,0.272
73.0,0.0,0.393,0.272
73.02,0.0,0.386,0.272
73.04,0.0,0.374,0.272
73.06,0.0,0.356,0.272
73.08,0.0,0.333,0.272
73.1,0.0,0.307,0.272
73.12,0.0,0.276,0.272
73.14,0.0,0.241,0.272
73.16,0.0,0.202,0.272
73.18,0.0,0.161,0.272
73.2,0.0,0.117,0.272
73.22,0.0,0.073,0.272
73.24,0.0,0.026,0.272
73.26,0.0,-0.019,0.272
73.28,0.0,-0.066,0.272
73.3,0.0,-0.112,0.272
73.32,0.0,-0.154,0.272
73.34,0.0,-0.195,0.272
73.36,0.0,-0.234,0.272
73.38,0.0,-0.269,0.272
73.4,0.0,-0.298,0.272
73.42,0.0,-0.326,0.272
73.44,0.0,-0.347,0.272
73.46,0.0,-0.367,0.272
73.48,0.0,-0.377,0.272
73.5,0.0,-0.384,0.272
73.52,0.0,-0.384,0.272
73.54,0.0,-0.382,0.272
73.56,0.0,-0.372,0.272
73.58,0.0,-0.356,0.272
73.6,0.0,-0.337,0.272
73.62,0.0,-0.312,0.272
73.64,0.0,-0.283,0.272
73.66,0.0,-0.248,0.272
73.68,0.0,-0.211,0.272
73.7,0.0,-0.171,0.272
73.72,0.0,-0.129,0.272
73.74,0.0,-0.086,0.272
73.76,0.0,-0.038,0.272
73.78,0.0,0.007,0.272
73.8,0.0,0.052,0.272
73.82,0.0,0.099,0.272
73.84,0.0,0.141,0.272
73.86,0.0,0.185,0.272
73.88,0.0,0.223,0.272
73.9,0.0,0.26,0.272
73.92,0.0,0.293,0.272
73.94,0.0,0.321,0.272
73.96,0.0,0.346,0.272
73.98,0.0,0.363,0.272
74.0,0.0,0.379,0.272
74.02,0.0,0.386,0.272
74.04,0.0,0.389,0.272
74.06,0.0,0.389,0.272
74.08,0.0,0.38,0.272
74.1,0.0,0.368,0.272
74.12,0.0,0.351,0.272
74.14,0.0,0.326,0.272
74.16,0.0,0.3,0.272
74.18,0.0,0.269,0.272
74.2,0.0,0.232,0.272
74.22,0.0,0.194,0.272
74.24,0.0,0.152,0.272
74.26,0.0,0.108,0.272
74.28,0.0,0.065,0.272
74.3,0.0,0.017,0.272
74.32,0.0,-0.028,0.272
74.34,0.0,-0.073,0.272
74.36,0.0,-0.119,0.272
74.38,0.0,-0.161,0.272
74.4,0.0,-0.201,0.272
74.42,0.0,-0.237,0.272
74.44,0.0,-0.272,0.272
74.46,0.0,-0.302,0.272
74.48,0.0,-0.328,0.272
74.5,0.0,-0.349,0.272
74.52,0.0,-0.367,0.272
74.54,0.0,-0.375,0.272
74.56,0.0,-0.382,0.272
74.58,0.0,-0.382,0.272
74.6,0.0,-0.377,0.272
74.62,0.0,-0.368,0.272
74.64,0.0,-0.351,0.272
74.66,0.0,-0.33,0.272
74.68,0.0,-0.305,0.272
74.7,0.0,-0.274,0.272
74.72,0.0,-0.241,0.272
74.74,0.0,-0.204,0.272
74.76,0.0,-0.162,0.272
74.78,0.0,-0.12,0.272
74.8,0.0,-0.077,0.272
74.82,0.0,-0.031,0.272
74.84,0.0,0.016,0.272
74.86,0.0,0.061,0.272
74.88,0.0,0.105,0.272
74.9,0.0,0.148,0.272
74.92,0.0,0.19,0.272
74.94,0.0,0.229,0.272
74.96,0.0,0.264,0.272
74.98,0.0,0.297,0.272
75.0,0.0,0.323,0.272
75.02,0.0,0.346,0.272
75.04,0.0,0.365,0.272
75.06,0.0,0.377,0.272
75.08,0.0,0.384,0.272
75.1,0.0,0.387,0.272
75.12,0.0,0.386,0.272
75.14,0.0,0.377,0.272
75.16,0.0,0.363,0.272
75.18,0.0,0.344,0.272
75.2,0.0,0.321,0.272
75.22,0.0,0.293,0.272
75.24,0.0,0.26,0.272
75.26,0.0,0.223,0.272
75.28,0.0,0.185,0.272
75.3,0.0,0.145,0.272
75.32,0.0,0.101,0.272
75.34,0.0,0.056,0.272
75.36,0.0,0.01,0.272
75.38,0.0,-0.035,0.272
75.4,0.0,-0.08,0.272
75.42,0.0,-0.124,0.272
75.44,0.0,-0.168,0.272
75.46,0.0,-0.206,0.272
75.48,0.0,-0.243,0.272
75.5,0.0,-0.276,0.272
75.52,0.0,-0.305,0.272
75.54,0.0,-0.33,0.272
75.56,0.0,-0.349,0.272
75.58,0.0,-0.365,0.272
75.6,0.0,-0.375,0.272
75.62,0.0,-0.379,0.272
75.64,0.0,-0.379,0.272
75.66,0.0,-0.374,0.272
75.68,0.0,-0.363,0.272
75.7,0.0,-0.346,0.272
75.72,0.0,-0.323,0.272
75.74,0.0,-0.297,0.272
75.76,0.0,-0.267,0.272
75.78,0.0,-0.232,0.272
75.8,0.0,-0.195,0.272
75.82,0.0,-0.154,0.272
75.84,0.0,-0.112,0.272
75.86,0.0,-0.068,0.272
75.88,0.0,-0.023,0.272
75.9,0.0,0.023,0.272
75.92,0.0,0.068,0.272
75.94,0.0,0.112,0.272
75.96,0.0,0.155,0.272
75.98,0.0,0.195,0.272
76.0,0.0,0.234,0.272
76.02,0.0,0.269,0.272
76.04,0.0,0.298,0.272
76.06,0.0,0.325,0.272
76.08,0.0,0.347,0.272
76.1,0.0,0.365,0.272
76.12,0.0,0.377,0.272
76.14,0.0,0.382,0.272
76.16,0.0,0.384,0.272
76.18,0.0,0.382,0.272
76.2,0.0,0.374,0.272
76.22,0.0,0.358,0.272
76.24,0.0,0.339,0.272
76.26,0.0,0.314,0.272
76.28,0.0,0.286,0.272
76.3,0.0,0.251,0.272
76.32,0.0,0.216,0.272
76.34,0.0,0.178,0.272
76.36,0.0,0.134,0.272
76.38,0.0,0.093,0.272
76.4,0.0,0.047,0.272
76.42,0.0,0.002,0.272
76.44,0.0,-0.044,0.272
76.46,0.0,-0.089,0.272
76.48,0.0,-0.131,0.272
76.5,0.0,-0.173,0.272
76.52,0.0,-0.211,0.272
76.54,0.0,-0.246,0.272
76.56,0.0,-0.279,0.272
76.58,0.0,-0.309,0.272
76.6,0.0,-0.332,0.272
76.62,0.0,-0.351,0.272
76.64,0.0,-0.365,0.272
76.66,0.0,-0.374,0.272
76.68,0.0,-0.377,0.272
76.7,0.0,-0.377,0.272
76.72,0.0,-0.37,0.272
76.74,0.0,-0.356,0.272
76.76,0.0,-0.34,0.272
76.78,0.0,-0.318,0.272
76.8,0.0,-0.29,0.272
76.82,0.0,-0.26,0.272
76.84,0.0,-0.225,0.272
76.86,0.0,-0.187,0.272
76.88,0.0,-0.147,0.272
76.9,0.0,-0.103,0.272
76.92,0.0,-0.059,0.272
76.94,0.0,-0.014,0.272
76.96,0.0,0.03,0.272
76.98,0.0,0.075,0.272
77.0,0.0,0.12,0.272
77.02,0.0,0.161,0.272
77.04,0.0,0.201,0.272
77.06,0.0,0.239,0.272
77.08,0.0,0.272,0.272
77.1,0.0,0.302,0.272
77.12,0.0,0.326,0.272
77.14,0.0,0.349,0.272
77.16,0.0,0.365,0.272
77.18,0.0,0.375,0.272
77.2,0.0,0.38,0.272
77.22,0.0,0.382,0.272
77.24,0.0,0.379,0.272
77.26,0.0,0.368,0.272
77.28,0.0,0.353,0.272
77.3,0.0,0.332,0.272
77.32,0.0,0.307,0.272
77.34,0.0,0.278,0.272
77.36,0.0,0.244,0.272
77.38,0.0,0.208,0.272
77.4,0.0,0.168,0.272
77.42,0.0,0.127,0.272
77.44,0.0,0.084,0.272
77.46,0.0,0.04,0.272
77.48,0.0,-0.007,0.272
77.5,0.0,-0.051,0.272
77.52,0.0,-0.094,0.272
77.54,0.0,-0.138,0.272
77.56,0.0,-0.178,0.272
77.58,0.0,-0.216,0.272
77.6,0.0,-0.251,0.272
77.62,0.0,-0.283,0.272
77.64,0.0,-0.311,0.272
77.66,0.0,-0.333,0.272
77.68,0.0,-0.351,0.272
