Tiempo ,Entrada,ANGULO,POSICION
69.16,0.0,-0.164,0.266
69.18,0.0,-0.201,0.266
69.2,0.0,-0.232,0.266
69.22,0.0,-0.262,0.266
69.24,0.0,-0.286,0.266
69.26,0.0,-0.307,0.266
69.28,0.0,-0.325,0.266
69.3,0.0,-0.337,0.266
69.32,0.0,-0.344,0.266
69.34,0.0,-0.347,0.266
69.36,0.0,-0.346,0.266
69.38,0.0,-0.339,0.266
69.4,0.0,-0.326,0.266
69.42,0.0,-0.309,0.266
69.44,0.0,-0.288,0.266
69.46,0.0,-0.264,0.266
69.48,0.0,-0.234,0.266
69.5,0.0,-0.202,0.266
69.52,0.0,-0.168,0.266
69.54,0.0,-0.129,0.266
69.56,0.0,-0.091,0.266
69.58,0.0,-0.049,0.266
69.6,0.0,-0.009,0.266
69.62,0.0,0.033,0.266
69.64,0.0,0.073,0.266
69.66,0.0,0.113,0.266
69.68,0.0,0.152,0.266
69.7,0.0,0.187,0.266
69.72,0.0,0.222,0.266
69.74,0.0,0.251,0.266
69.76,0.0,0.278,0.266
69.78,0.0,0.3,0.266
69.8,0.0,0.319,0.266
69.82,0.0,0.333,0.266
69.84,0.0,0.344,0.266
69.86,0.0,0.347,0.266
69.88,0.0,0.349,0.266
69.9,0.0,0.344,0.266
69.92,0.0,0.333,0.266
69.94,0.0,0.319,0.266
69.96,0.0,0.298,0.266
69.98,0.0,0.276,0.266
70.0,0.0,0.248,0.266
70.02,0.0,0.218,0.266
70.04,0.0,0.183,0.266
70.06,0.0,0.148,0.266
70.08,0.0,0.11,0.266
70.1,0.0,0.07,0.266
70.12,0.0,0.028,0.266
70.14,0.0,-0.012,0.266
70.16,0.0,-0.052,0.266
70.18,0.0,-0.094,0.266
70.2,0.0,-0.133,0.266
70.22,0.0,-0.169,0.266
70.24,0.0,-0.204,0.266
70.26,0.0,-0.236,0.266
70.28,0.0,-0.264,0.266
70.3,0.0,-0.288,0.266
70.32,0.0,-0.309,0.266
70.34,0.0,-0.323,0.266
70.36,0.0,-0.335,0.266
70.38,0.0,-0.342,0.266
70.4,0.0,-0.344,0.266
70.42,0.0,-0.342,0.266
70.44,0.0,-0.333,0.266
70.46,0.0,-0.321,0.266
70.48,0.0,-0.304,0.266
70.5,0.0,-0.283,0.266
70.52,0.0,-0.257,0.266
70.54,0.0,-0.227,0.266
70.56,0.0,-0.195,0.266
70.58,0.0,-0.159,0.266
70.6,0.0,-0.122,0.266
70.62,0.0,-0.084,0.266
70.64,0.0,-0.042,0.266
70.66,0.0,-0.002,0.266
70.68,0.0,0.04,0.266
70.7,0.0,0.079,0.266
70.72,0.0,0.119,0.266
70.74,0.0,0.157,0.266
70.76,0.0,0.192,0.266
70.78,0.0,0.223,0.266
70.8,0.0,0.255,0.266
70.82,0.0,0.279,0.266
70.84,0.0,0.302,0.266
70.86,0.0,0.319,0.266
70.88,0.0,0.332,0.266
70.9,0.0,0.342,0.266
70.92,0.0,0.346,0.266
70.94,0.0,0.346,0.266
70.96,0.0,0.34,0.266
70.98,0.0,0.328,0.266
71.0,0.0,0.314,0.266
71.02,0.0,0.293,0.266
71.04,0.0,0.269,0.266
71.06,0.0,0.241,0.266
71.08,0.0,0.211,0.266
71.1,0.0,0.176,0.266
71.12,0.0,0.14,0.266
71.14,0.0,0.101,0.266
71.16,0.0,0.063,0.266
71.18,0.0,0.021,0.266
71.2,0.0,-0.019,0.266
71.22,0.0,-0.059,0.266
71.24,0.0,-0.099,0.266
71.26,0.0,-0.136,0.266
71.28,0.0,-0.175,0.266
71.3,0.0,-0.208,0.266
71.32,0.0,-0.237,0.266
71.34,0.0,-0.265,0.266
71.36,0.0,-0.29,0.266
71.38,0.0,-0.309,0.266
71.4,0.0,-0.323,0.266
71.42,0.0,-0.333,0.266
71.44,0.0,-0.34,0.266
71.46,0.0,-0.34,0.266
71.48,0.0,-0.339,0.266
71.5,0.0,-0.328,0.266
71.52,0.0,-0.316,0.266
71.54,0.0,-0.297,0.266
71.56,0.0,-0.276,0.266
71.58,0.0,-0.25,0.266
71.6,0.0,-0.22,0.266
71.62,0.0,-0.187,0.266
71.64,0.0,-0.152,0.266
71.66,0.0,-0.115,0.266
71.68,0.0,-0.075,0.266
71.7,0.0,-0.037,0.266
71.72,0.0,0.005,0.266
71.74,0.0,0.045,0.266
71.76,0.0,0.086,0.266
71.78,0.0,0.124,0.266
71.8,0.0,0.161,0.266
71.82,0.0,0.195,0.266
71.84,0.0,0.227,0.266
71.86,0.0,0.257,0.266
71.88,0.0,0.281,0.266
71.9,0.0,0.302,0.266
71.92,0.0,0.319,0.266
71.94,0.0,0.332,0.266
71.96,0.0,0.339,0.266
71.98,0.0,0.342,0.266
72.0,0.0,0.342,0.266
72.02,0.0,0.335,0.266
72.04,0.0,0.323,0.266
72.06,0.0,0.307,0.266
72.08,0.0,0.288,0.266
72.1,0.0,0.264,0.266
72.12,0.0,0.236,0.266
72.14,0.0,0.204,0.266
72.16,0.0,0.169,0.266
72.18,0.0,0.133,0.266
72.2,0.0,0.096,0.266
72.22,0.0,0.056,0.266
72.24,0.0,0.016,0.266
72.26,0.0,-0.024,0.266
72.28,0.0,-0.066,0.266
72.3,0.0,-0.105,0.266
72.32,0.0,-0.143,0.266
72.34,0.0,-0.178,0.266
72.36,0.0,-0.209,0.266
72.38,0.0,-0.241,0.266
72.4,0.0,-0.267,0.266
72.42,0.0,-0.29,0.266
72.44,0.0,-0.309,0.266
72.46,0.0,-0.323,0.266
72.48,0.0,-0.332,0.266
72.5,0.0,-0.337,0.266
72.52,0.0,-0.339,0.266
72.54,0.0,-0.333,0.266
72.56,0.0,-0.325,0.266
72.58,0.0,-0.311,0.266
72.6,0.0,-0.291,0.266
72.62,0.0,-0.269,0.266
72.64,0.0,-0.243,0.266
72.66,0.0,-0.213,0.266
72.68,0.0,-0.18,0.266
72.7,0.0,-0.145,0.266
72.72,0.0,-0.106,0.266
72.74,0.0,-0.068,0.266
72.76,0.0,-0.028,0.266
72.78,0.0,0.012,0.266
72.8,0.0,0.052,0.266
72.82,0.0,0.091,0.266
72.84,0.0,0.129,0.266
72.86,0.0,0.166,0.266
72.88,0.0,0.199,0.266
72.9,0.0,0.23,0.266
72.92,0.0,0.258,0.266
72.94,0.0,0.283,0.266
72.96,0.0,0.302,0.266
72.98,0.0,0.319,0.266
73.0,0.0,0.33,0.266
73.02,0.0,0.337,0.266
73.04,0.0,0.339,0.266
73.06,0.0,0.339,0.266
73.08,0.0,0.33,0.266
73.1,0.0,0.319,0.266
73.12,0.0,0.302,0.266
73.14,0.0,0.281,0.266
73.16,0.0,0.257,0.266
73.18,0.0,0.229,0.266
73.2,0.0,0.195,0.266
73.22,0.0,0.162,0.266
73.24,0.0,0.126,0.266
73.26,0.0,0.087,0.266
73.28,0.0,0.047,0.266
73.3,0.0,0.009,0.266
73.32,0.0,-0.031,0.266
73.34,0.0,-0.072,0.266
73.36,0.0,-0.11,0.266
73.38,0.0,-0.147,0.266
73.4,0.0,-0.182,0.266
73.42,0.0,-0.213,0.266
73.44,0.0,-0.243,0.266
73.46,0.0,-0.269,0.266
73.48,0.0,-0.291,0.266
73.5,0.0,-0.309,0.266
73.52,0.0,-0.321,0.266
73.54,0.0,-0.33,0.266
73.56,0.0,-0.335,0.266
73.58,0.0,-0.335,0.266
73.6,0.0,-0.33,0.266
73.62,0.0,-0.319,0.266
73.64,0.0,-0.304,0.266
73.66,0.0,-0.286,0.266
73.68,0.0,-0.264,0.266
73.7,0.0,-0.236,0.266
73.72,0.0,-0.206,0.266
73.74,0.0,-0.173,0.266
73.76,0.0,-0.138,0.266
73.78,0.0,-0.099,0.266
73.8,0.0,-0.061,0.266
73.82,0.0,-0.021,0.266
73.84,0.0,0.017,0.266
73.86,0.0,0.058,0.266
73.88,0.0,0.098,0.266
73.9,0.0,0.134,0.266
73.92,0.0,0.169,0.266
73.94,0.0,0.202,0.266
73.96,0.0,0.234,0.266
73.98,0.0,0.26,0.266
74.0,0.0,0.284,0.266
74.02,0.0,0.302,0.266
74.04,0.0,0.318,0.266
74.06,0.0,0.328,0.266
74.08,0.0,0.335,0.266
74.1,0.0,0.335,0.266
74.12,0.0,0.333,0.266
74.14,0.0,0.326,0.266
74.16,0.0,0.314,0.266
74.18,0.0,0.297,0.266
74.2,0.0,0.274,0.266
74.22,0.0,0.25,0.266
74.24,0.0,0.22,0.266
74.26,0.0,0.188,0.266
74.28,0.0,0.155,0.266
74.3,0.0,0.119,0.266
74.32,0.0,0.08,0.266
74.34,0.0,0.042,0.266
74.36,0.0,0.002,0.266
74.38,0.0,-0.038,0.266
74.4,0.0,-0.077,0.266
74.42,0.0,-0.115,0.266
74.44,0.0,-0.152,0.266
74.46,0.0,-0.185,0.266
74.48,0.0,-0.216,0.266
74.5,0.0,-0.244,0.266
74.52,0.0,-0.271,0.266
74.54,0.0,-0.291,0.266
74.56,0.0,-0.309,0.266
74.58,0.0,-0.319,0.266
74.6,0.0,-0.328,0.266
74.62,0.0,-0.332,0.266
74.64,0.0,-0.332,0.266
74.66,0.0,-0.325,0.266
74.68,0.0,-0.314,0.266
74.7,0.0,-0.298,0.266
74.72,0.0,-0.279,0.266
74.74,0.0,-0.257,0.266
74.76,0.0,-0.23,0.266
74.78,0.0,-0.199,0.266
74.8,0.0,-0.166,0.266
74.82,0.0,-0.131,0.266
74.84,0.0,-0.093,0.266
74.86,0.0,-0.054,0.266
74.88,0.0,-0.014,0.266
74.9,0.0,0.024,0.266
74.92,0.0,0.065,0.266
74.94,0.0,0.103,0.266
74.96,0.0,0.14,0.266
74.98,0.0,0.175,0.266
75.0,0.0,0.206,0.266
75.02,0.0,0.236,0.266
75.04,0.0,0.262,0.266
75.06,0.0,0.284,0.266
75.08,0.0,0.304,0.266
75.1,0.0,0.318,0.266
75.12,0.0,0.326,0.266
75.14,0.0,0.332,0.266
75.16,0.0,0.333,0.266
75.18,0.0,0.33,0.266
75.2,0.0,0.321,0.266
75.22,0.0,0.307,0.266
75.24,0.0,0.291,0.266
75.26,0.0,0.269,0.266
75.28,0.0,0.243,0.266
75.3,0.0,0.215,0.266
75.32,0.0,0.183,0.266
75.34,0.0,0.148,0.266
75.36,0.0,0.112,0.266
75.38,0.0,0.073,0.266
75.4,0.0,0.035,0.266
75.42,0.0,-0.005,0.266
75.44,0.0,-0.044,0.266
75.46,0.0,-0.084,0.266
75.48,0.0,-0.12,0.266
75.5,0.0,-0.155,0.266
75.52,0.0,-0.188,0.266
75.54,0.0,-0.22,0.266
75.56,0.0,-0.248,0.266
75.58,0.0,-0.271,0.266
75.6,0.0,-0.291,0.266
75.62,0.0,-0.307,0.266
75.64,0.0,-0.319,0.266
75.66,0.0,-0.326,0.266
75.68,0.0,-0.328,0.266
75.7,0.0,-0.328,0.266
75.72,0.0,-0.321,0.266
75.74,0.0,-0.311,0.266
75.76,0.0,-0.293,0.266
75.78,0.0,-0.274,0.266
75.8,0.0,-0.25,0.266
75.82,0.0,-0.223,0.266
75.84,0.0,-0.192,0.266
75.86,0.0,-0.159,0.266
75.88,0.0,-0.124,0.266
75.9,0.0,-0.086,0.266
75.92,0.0,-0.047,0.266
75.94,0.0,-0.009,0.266
75.96,0.0,0.031,0.266
75.98,0.0,0.07,0.266
76.0,0.0,0.106,0.266
76.02,0.0,0.145,0.266
76.04,0.0,0.178,0.266
76.06,0.0,0.209,0.266
76.08,0.0,0.239,0.266
76.1,0.0,0.264,0.266
76.12,0.0,0.286,0.266
76.14,0.0,0.304,0.266
76.16,0.0,0.318,0.266
76.18,0.0,0.325,0.266
76.2,0.0,0.33,0.266
76.22,0.0,0.33,0.266
76.24,0.0,0.326,0.266
76.26,0.0,0.318,0.266
76.28,0.0,0.302,0.266
76.3,0.0,0.284,0.266
76.32,0.0,0.264,0.266
76.34,0.0,0.237,0.266
76.36,0.0,0.208,0.266
76.38,0.0,0.176,0.266
76.4,0.0,0.141,0.266
76.42,0.0,0.105,0.266
76.44,0.0,0.066,0.266
76.46,0.0,0.028,0.266
76.48,0.0,-0.012,0.266
76.5,0.0,-0.051,0.266
76.52,0.0,-0.089,0.266
76.54,0.0,-0.126,0.266
76.56,0.0,-0.161,0.266
76.58,0.0,-0.192,0.266
76.6,0.0,-0.223,0.266
76.62,0.0,-0.25,0.266
76.64,0.0,-0.272,0.266
76.66,0.0,-0.291,0.266
76.68,0.0,-0.307,0.266
76.7,0.0,-0.318,0.266
76.72,0.0,-0.325,0.266
76.74,0.0,-0.326,0.266
76.76,0.0,-0.325,0.266
76.78,0.0,-0.318,0.266
76.8,0.0,-0.304,0.266
76.82,0.0,-0.288,0.266
76.84,0.0,-0.267,0.266
76.86,0.0,-0.243,0.266
76.88,0.0,-0.215,0.266
76.9,0.0,-0.185,0.266
76.92,0.0,-0.152,0.266
76.94,0.0,-0.117,0.266
76.96,0.0,-0.079,0.266
76.98,0.0,-0.04,0.266
77.0,0.0,-0.002,0.266
77.02,0.0,0.038,0.266
77.04,0.0,0.075,0.266
77.06,0.0,0.113,0.266
77.08,0.0,0.148,0.266
77.1,0.0,0.183,0.266
77.12,0.0,0.213,0.266
77.14,0.0,0.241,0.266
77.16,0.0,0.265,0.266
77.18,0.0,0.286,0.266
77.2,0.0,0.304,0.266
77.22,0.0,0.316,0.266
77.24,0.0,0.323,0.266
77.26,0.0,0.326,0.266
77.28,0.0,0.326,0.266
77.3,0.0,0.323,0.266
77.32,0.0,0.312,0.266
77.34,0.0,0.297,0.266
77.36,0.0,0.278,0.266
77.38,0.0,0.257,0.266
77.4,0.0,0.23,0.266
77.42,0.0,0.201,0.266
77.44,0.0,0.168,0.266
77.46,0.0,0.133,0.266
77.48,0.0,0.098,0.266
77.5,0.0,0.059,0.266
77.52,0.0,0.021,0.266
77.54,0.0,-0.017,0.266
77.56,0.0,-0.056,0.266
77.58,0.0,-0.094,0.266
77.6,0.0,-0.129,0.266
77.62,0.0,-0.164,0.266
77.64,0.0,-0.197,0.266
77.66,0.0,-0.225,0.266
77.68,0.0,-0.251,0.266
77.7,0.0,-0.274,0.266
77.72,0.0,-0.291,0.266
77.74,0.0,-0.307,0.266
77.76,0.0,-0.318,0.266
77.78,0.0,-0.321,0.266
77.8,0.0,-0.323,0.266
77.82,0.0,-0.321,0.266
77.84,0.0,-0.312,0.266
77.86,0.0,-0.3,0.266
77.88,0.0,-0.283,0.266
77.9,0.0,-0.262,0.266
77.92,0.0,-0.236,0.266
77.94,0.0,-0.208,0.266
77.96,0.0,-0.178,0.266
77.98,0.0,-0.145,0.266
78.0,0.0,-0.108,0.266
78.02,0.0,-0.072,0.266
78.04,0.0,-0.033,0.266
78.06,0.0,0.005,0.266
78.08,0.0,0.044,0.266
78.1,0.0,0.08,0.266
78.12,0.0,0.119,0.266
78.14,0.0,0.154,0.266
78.16,0.0,0.185,0.266
78.18,0.0,0.216,0.266
78.2,0.0,0.243,0.266
78.22,0.0,0.267,0.266
78.24,0.0,0.288,0.266
78.26,0.0,0.302,0.266
78.28,0.0,0.314,0.266
78.3,0.0,0.323,0.266
78.32,0.0,0.325,0.266
78.34,0.0,0.325,0.266
78.36,0.0,0.318,0.266
78.38,0.0,0.307,0.266
78.4,0.0,0.293,0.266
78.42,0.0,0.272,0.266
78.44,0.0,0.25,0.266
78.46,0.0,0.223,0.266
78.48,0.0,0.194,0.266
78.5,0.0,0.161,0.266
78.52,0.0,0.127,0.266
78.54,0.0,0.091,0.266
78.56,0.0,0.052,0.266
78.58,0.0,0.014,0.266
78.6,0.0,-0.024,0.266
78.62,0.0,-0.063,0.266
78.64,0.0,-0.099,0.266
78.66,0.0,-0.134,0.266
78.68,0.0,-0.169,0.266
78.7,0.0,-0.201,0.266
78.72,0.0,-0.229,0.266
78.74,0.0,-0.253,0.266
78.76,0.0,-0.274,0.266
78.78,0.0,-0.291,0.266
78.8,0.0,-0.307,0.266
78.82,0.0,-0.316,0.266
78.84,0.0,-0.319,0.266
78.86,0.0,-0.319,0.266
78.88,0.0,-0.318,0.266
78.9,0.0,-0.309,0.266
78.92,0.0,-0.295,0.266
78.94,0.0,-0.276,0.266
78.96,0.0,-0.257,0.266
78.98,0.0,-0.23,0.266
79.0,0.0,-0.202,0.266
79.02,0.0,-0.171,0.266
79.04,0.0,-0.136,0.266
79.06,0.0,-0.101,0.266
79.08,0.0,-0.065,0.266
79.1,0.0,-0.028,0.266
79.12,0.0,0.012,0.266
79.14,0.0,0.049,0.266
79.16,0.0,0.087,0.266
79.18,0.0,0.124,0.266
79.2,0.0,0.157,0.266
79.22,0.0,0.188,0.266
79.24,0.0,0.218,0.266
79.26,0.0,0.244,0.266
79.28,0.0,0.269,0.266
79.3,0.0,0.288,0.266
79.32,0.0,0.302,0.266
79.34,0.0,0.314,0.266
79.36,0.0,0.321,0.266
79.38,0.0,0.323,0.266
79.4,0.0,0.321,0.266
79.42,0.0,0.314,0.266
79.44,0.0,0.302,0.266
79.46,0.0,0.286,0.266
79.48,0.0,0.267,0.266
79.5,0.0,0.243,0.266
79.52,0.0,0.216,0.266
79.54,0.0,0.187,0.266
79.56,0.0,0.154,0.266
79.58,0.0,0.12,0.266
79.6,0.0,0.084,0.266
79.62,0.0,0.045,0.266
79.64,0.0,0.009,0.266
79.66,0.0,-0.031,0.266
79.68,0.0,-0.068,0.266
79.7,0.0,-0.105,0.266
79.72,0.0,-0.14,0.266
79.74,0.0,-0.173,0.266
79.76,0.0,-0.204,0.266
79.78,0.0,-0.23,0.266
79.8,0.0,-0.255,0.266
79.82,0.0,-0.276,0.266
79.84,0.0,-0.291,0.266
79.86,0.0,-0.305,0.266
79.88,0.0,-0.314,0.266
79.9,0.0,-0.318,0.266
79.92,0.0,-0.318,0.266
79.94,0.0,-0.312,0.266
79.96,0.0,-0.304,0.266
79.98,0.0,-0.29,0.266
80.0,0.0,-0.271,0.266
80.02,0.0,-0.25,0.266
80.04,0.0,-0.223,0.266
80.06,0.0,-0.195,0.266
80.08,0.0,-0.164,0.266
80.1,0.0,-0.129,0.266
80.12,0.0,-0.094,0.266
80.14,0.0,-0.058,0.266
80.16,0.0,-0.019,0.266
80.18,0.0,0.017,0.266
80.2,0.0,0.056,0.266
80.22,0.0,0.093,0.266
80.24,0.0,0.127,0.266
80.26,0.0,0.161,0.266
80.28,0.0,0.192,0.266
80.3,0.0,0.222,0.266
80.32,0.0,0.248,0.266
80.34,0.0,0.269,0.266
80.36,0.0,0.288,0.266
80.38,0.0,0.302,0.266
80.4,0.0,0.312,0.266
80.42,0.0,0.318,0.266
80.44,0.0,0.319,0.266
80.46,0.0,0.318,0.266
80.48,0.0,0.311,0.266
80.5,0.0,0.297,0.266
80.52,0.0,0.281,0.266
80.54,0.0,0.262,0.266
80.56,0.0,0.237,0.266
80.58,0.0,0.209,0.266
80.6,0.0,0.18,0.266
80.62,0.0,0.147,0.266
80.64,0.0,0.112,0.266
80.66,0.0,0.077,0.266
80.68,0.0,0.04,0.266
80.7,0.0,0.002,0.266
80.72,0.0,-0.037,0.266
80.74,0.0,-0.073,0.266
80.76,0.0,-0.11,0.266
80.78,0.0,-0.145,0.266
80.8,0.0,-0.176,0.266
80.82,0.0,-0.206,0.266
80.84,0.0,-0.234,0.266
80.86,0.0,-0.257,0.266
80.88,0.0,-0.276,0.266
80.9,0.0,-0.291,0.266
80.92,0.0,-0.304,0.266
80.94,0.0,-0.312,0.266
80.96,0.0,-0.316,0.266
80.98,0.0,-0.316,0.266
81.0,0.0,-0.309,0.266
81.02,0.0,-0.298,0.266
81.04,0.0,-0.284,0.266
81.06,0.0,-0.265,0.266
81.08,0.0,-0.243,0.266
81.1,0.0,-0.216,0.266
81.12,0.0,-0.188,0.266
81.14,0.0,-0.157,0.266
81.16,0.0,-0.124,0.266
81.18,0.0,-0.089,0.266
81.2,0.0,-0.051,0.266
81.22,0.0,-0.014,0.266
81.24,0.0,0.023,0.266
81.26,0.0,0.061,0.266
81.28,0.0,0.098,0.266
81.3,0.0,0.133,0.266
81.32,0.0,0.166,0.266
81.34,0.0,0.195,0.266
81.36,0.0,0.223,0.266
81.38,0.0,0.25,0.266
81.4,0.0,0.271,0.266
81.42,0.0,0.288,0.266
81.44,0.0,0.302,0.266
81.46,0.0,0.311,0.266
81.48,0.0,0.316,0.266
81.5,0.0,0.316,0.266
81.52,0.0,0.314,0.266
81.54,0.0,0.305,0.266
81.56,0.0,0.293,0.266
81.58,0.0,0.276,0.266
81.6,0.0,0.255,0.266
81.62,0.0,0.23,0.266
81.64,0.0,0.204,0.266
81.66,0.0,0.173,0.266
81.68,0.0,0.14,0.266
81.7,0.0,0.105,0.266
81.72,0.0,0.07,0.266
81.74,0.0,0.033,0.266
81.76,0.0,-0.005,0.266
81.78,0.0,-0.042,0.266
81.8,0.0,-0.079,0.266
81.82,0.0,-0.115,0.266
81.84,0.0,-0.148,0.266
81.86,0.0,-0.18,0.266
81.88,0.0,-0.208,0.266
81.9,0.0,-0.236,0.266
81.92,0.0,-0.258,0.266
81.94,0.0,-0.276,0.266
81.96,0.0,-0.291,0.266
81.98,0.0,-0.302,0.266
82.0,0.0,-0.311,0.266
82.02,0.0,-0.312,0.266
82.04,0.0,-0.312,0.266
82.06,0.0,-0.304,0.266
82.08,0.0,-0.293,0.266
82.1,0.0,-0.279,0.266
82.12,0.0,-0.26,0.266
82.14,0.0,-0.237,0.266
82.16,0.0,-0.211,0.266
82.18,0.0,-0.182,0.266
82.2,0.0,-0.15,0.266
82.22,0.0,-0.117,0.266
82.24,0.0,-0.08,0.266
82.26,0.0,-0.044,0.266
82.28,0.0,-0.007,0.266
82.3,0.0,0.03,0.266
82.32,0.0,0.066,0.266
82.34,0.0,0.103,0.266
82.36,0.0,0.136,0.266
82.38,0.0,0.169,0.266
82.4,0.0,0.199,0.266
82.42,0.0,0.227,0.266
82.44,0.0,0.251,0.266
82.46,0.0,0.271,0.266
82.48,0.0,0.288,0.266
82.5,0.0,0.3,0.266
82.52,0.0,0.309,0.266
82.54,0.0,0.314,0.266
82.56,0.0,0.314,0.266
82.58,0.0,0.311,0.266
82.6,0.0,0.3,0.266
82.62,0.0,0.288,0.266
82.64,0.0,0.271,0.266
82.66,0.0,0.248,0.266
82.68,0.0,0.223,0.266
82.7,0.0,0.197,0.266
82.72,0.0,0.166,0.266
82.74,0.0,0.133,0.266
82.76,0.0,0.099,0.266
82.78,0.0,0.063,0.266
82.8,0.0,0.026,0.266
82.82,0.0,-0.01,0.266
82.84,0.0,-0.047,0.266
82.86,0.0,-0.084,0.266
82.88,0.0,-0.119,0.266
82.9,0.0,-0.152,0.266
82.92,0.0,-0.183,0.266
82.94,0.0,-0.211,0.266
82.96,0.0,-0.237,0.266
82.98,0.0,-0.26,0.266
83.0,0.0,-0.278,0.266
83.02,0.0,-0.291,0.266
83.04,0.0,-0.302,0.266
83.06,0.0,-0.309,0.266
83.08,0.0,-0.309,0.266
83.1,0.0,-0.309,0.266
83.12,0.0,-0.3,0.266
83.14,0.0,-0.29,0.266
83.16,0.0,-0.274,0.266
83.18,0.0,-0.255,0.266
83.2,0.0,-0.23,0.266
83.22,0.0,-0.204,0.266
83.24,0.0,-0.176,0.266
83.26,0.0,-0.143,0.266
83.28,0.0,-0.11,0.266
83.3,0.0,-0.073,0.266
83.32,0.0,-0.038,0.266
83.34,0.0,-0.002,0.266
83.36,0.0,0.037,0.266
83.38,0.0,0.072,0.266
83.4,0.0,0.106,0.266
83.42,0.0,0.141,0.266
83.44,0.0,0.173,0.266
83.46,0.0,0.202,0.266
83.48,0.0,0.229,0.266
83.5,0.0,0.251,0.266
83.52,0.0,0.272,0.266
83.54,0.0,0.288,0.266
83.56,0.0,0.3,0.266
83.58,0.0,0.307,0.266
83.6,0.0,0.311,0.266
83.62,0.0,0.311,0.266
83.64,0.0,0.305,0.266
83.66,0.0,0.297,0.266
83.68,0.0,0.283,0.266
83.7,0.0,0.265,0.266
83.72,0.0,0.243,0.266
83.74,0.0,0.218,0.266
83.76,0.0,0.19,0.266
83.78,0.0,0.159,0.266
83.8,0.0,0.127,0.266
83.82,0.0,0.093,0.266
83.84,0.0,0.056,0.266
83.86,0.0,0.019,0.266
83.88,0.0,-0.017,0.266
83.9,0.0,-0.054,0.266
83.92,0.0,-0.089,0.266
83.94,0.0,-0.124,0.266
83.96,0.0,-0.155,0.266
83.98,0.0,-0.187,0.266
84.0,0.0,-0.215,0.266
84.02,0.0,-0.239,0.266
84.04,0.0,-0.26,0.266
84.06,0.0,-0.278,0.266
84.08,0.0,-0.291,0.266
84.1,0.0,-0.3,0.266
84.12,0.0,-0.305,0.266
84.14,0.0,-0.307,0.266
84.16,0.0,-0.304,0.266
84.18,0.0,-0.297,0.266
84.2,0.0,-0.284,0.266
84.22,0.0,-0.267,0.266
84.24,0.0,-0.248,0.266
84.26,0.0,-0.225,0.266
84.28,0.0,-0.199,0.266
84.3,0.0,-0.169,0.266
84.32,0.0,-0.136,0.266
84.34,0.0,-0.103,0.266
84.36,0.0,-0.068,0.266
84.38,0.0,-0.031,0.266
84.4,0.0,0.005,0.266
84.42,0.0,0.042,0.266
84.44,0.0,0.077,0.266
84.46,0.0,0.112,0.266
84.48,0.0,0.147,0.266
84.5,0.0,0.176,0.266
84.52,0.0,0.206,0.266
84.54,0.0,0.232,0.266
84.56,0.0,0.255,0.266
84.58,0.0,0.272,0.266
84.6,0.0,0.288,0.266
84.62,0.0,0.298,0.266
84.64,0.0,0.305,0.266
84.66,0.0,0.307,0.266
84.68,0.0,0.307,0.266
84.7,0.0,0.302,0.266
84.72,0.0,0.291,0.266
84.74,0.0,0.278,0.266
84.76,0.0,0.258,0.266
84.78,0.0,0.237,0.266
84.8,0.0,0.211,0.266
84.82,0.0,0.183,0.266
84.84,0.0,0.154,0.266
84.86,0.0,0.12,0.266
84.88,0.0,0.086,0.266
84.9,0.0,0.049,0.266
84.92,0.0,0.014,0.266
84.94,0.0,-0.023,0.266
84.96,0.0,-0.059,0.266
84.98,0.0,-0.094,0.266
85.0,0.0,-0.127,0.266
85.02,0.0,-0.161,0.266
85.04,0.0,-0.19,0.266
85.06,0.0,-0.216,0.266
85.08,0.0,-0.241,0.266
85.1,0.0,-0.262,0.266
85.12,0.0,-0.278,0.266
85.14,0.0,-0.291,0.266
85.16,0.0,-0.298,0.266
85.18,0.0,-0.304,0.266
85.2,0.0,-0.304,0.266
85.22,0.0,-0.3,0.266
85.24,0.0,-0.291,0.266
85.26,0.0,-0.279,0.266
85.28,0.0,-0.264,0.266
85.3,0.0,-0.243,0.266
85.32,0.0,-0.218,0.266
85.34,0.0,-0.192,0.266
85.36,0.0,-0.162,0.266
85.38,0.0,-0.129,0.266
85.4,0.0,-0.096,0.266
85.42,0.0,-0.061,0.266
85.44,0.0,-0.024,0.266
85.46,0.0,0.012,0.266
85.48,0.0,0.047,0.266
85.5,0.0,0.082,0.266
85.52,0.0,0.117,0.266
85.54,0.0,0.15,0.266
85.56,0.0,0.18,0.266
85.58,0.0,0.208,0.266
85.6,0.0,0.234,0.266
85.62,0.0,0.255,0.266
85.64,0.0,0.272,0.266
85.66,0.0,0.288,0.266
85.68,0.0,0.297,0.266
85.7,0.0,0.304,0.266
85.72,0.0,0.305,0.266
85.74,0.0,0.304,0.266
85.76,0.0,0.298,0.266
85.78,0.0,0.288,0.266
85.8,0.0,0.272,0.266
85.82,0.0,0.253,0.266
85.84,0.0,0.23,0.266
85.86,0.0,0.206,0.266
85.88,0.0,0.178,0.266
85.9,0.0,0.147,0.266
85.92,0.0,0.113,0.266
85.94,0.0,0.079,0.266
85.96,0.0,0.044,0.266
85.98,0.0,0.007,0.266
86.0,0.0,-0.03,0.266
86.02,0.0,-0.065,0.266
86.04,0.0,-0.099,0.266
86.06,0.0,-0.133,0.266
86.08,0.0,-0.164,0.266
