Tiempo ,CONTROL,PID,ANGULO,REFERENCIA,PERTURBACION
26.1,1.808,1.608,0.613,0.6,0.2
26.12,1.807,1.607,0.613,0.6,0.2
26.14,1.807,1.607,0.613,0.6,0.2
26.16,1.809,1.609,0.611,0.6,0.2
26.18,1.808,1.608,0.611,0.6,0.2
26.2,1.808,1.608,0.611,0.6,0.2
26.22,1.807,1.607,0.611,0.6,0.2
26.24,1.807,1.607,0.611,0.6,0.2
26.26,1.808,1.608,0.609,0.6,0.2
26.28,1.807,1.607,0.609,0.6,0.2
26.3,1.807,1.607,0.609,0.6,0.2
26.32,1.808,1.608,0.607,0.6,0.2
26.34,1.807,1.607,0.607,0.6,0.2
26.36,1.806,1.606,0.607,0.6,0.2
26.38,1.807,1.607,0.606,0.6,0.2
26.4,1.807,1.607,0.606,0.6,0.2
26.42,1.808,1.608,0.604,0.6,0.2
26.44,1.807,1.607,0.604,0.6,0.2
26.46,1.808,1.608,0.602,0.6,0.2
26.48,1.807,1.607,0.602,0.6,0.2
26.5,1.808,1.608,0.6,0.6,0.2
26.52,1.808,1.608,0.599,0.6,0.2
26.54,1.807,1.607,0.599,0.6,0.2
26.56,1.808,1.608,0.597,0.6,0.2
26.58,1.807,1.607,0.597,0.6,0.2
26.6,1.808,1.608,0.595,0.6,0.2
26.62,1.807,1.607,0.595,0.6,0.2
26.64,1.807,1.607,0.593,0.6,0.2
26.66,1.806,1.606,0.593,0.6,0.2
26.68,1.807,1.607,0.592,0.6,0.2
26.7,1.806,1.606,0.592,0.6,0.2
26.72,1.807,1.607,0.59,0.6,0.2
26.74,1.806,1.606,0.59,0.6,0.2
26.76,1.807,1.607,0.588,0.6,0.2
26.78,1.806,1.606,0.588,0.6,0.2
26.8,1.806,1.606,0.588,0.6,0.2
26.82,1.807,1.607,0.586,0.6,0.2
26.84,1.806,1.606,0.586,0.6,0.2
26.86,1.805,1.605,0.586,0.6,0.2
26.88,1.805,1.605,0.586,0.6,0.2
26.9,1.806,1.606,0.585,0.6,0.2
26.92,1.806,1.606,0.585,0.6,0.2
26.94,1.805,1.605,0.585,0.6,0.2
26.96,1.805,1.605,0.585,0.6,0.2
26.98,1.805,1.605,0.585,0.6,0.2
27.0,1.805,1.605,0.585,0.6,0.2
27.02,1.805,1.605,0.585,0.6,0.2
27.04,1.805,1.605,0.585,0.6,0.2
27.06,1.803,1.603,0.586,0.6,0.2
27.08,1.803,1.603,0.586,0.6,0.2
27.1,1.803,1.603,0.586,0.6,0.2
27.12,1.804,1.604,0.586,0.6,0.2
27.14,1.804,1.604,0.586,0.6,0.2
27.16,1.803,1.603,0.588,0.6,0.2
27.18,1.803,1.603,0.588,0.6,0.2
27.2,1.804,1.604,0.588,0.6,0.2
27.22,1.803,1.603,0.59,0.6,0.2
27.24,1.803,1.603,0.59,0.6,0.2
27.26,1.804,1.604,0.59,0.6,0.2
27.28,1.803,1.603,0.592,0.6,0.2
27.3,1.804,1.604,0.592,0.6,0.2
27.32,1.803,1.603,0.593,0.6,0.2
27.34,1.804,1.604,0.593,0.6,0.2
27.36,1.803,1.603,0.595,0.6,0.2
27.38,1.804,1.604,0.595,0.6,0.2
27.4,1.803,1.603,0.597,0.6,0.2
27.42,1.804,1.604,0.597,0.6,0.2
27.44,1.804,1.604,0.599,0.6,0.2
27.46,1.805,1.605,0.599,0.6,0.2
27.48,1.805,1.605,0.6,0.6,0.2
27.5,1.806,1.606,0.6,0.6,0.2
27.52,1.806,1.606,0.6,0.6,0.2
27.54,1.805,1.605,0.602,0.6,0.2
27.56,1.806,1.606,0.602,0.6,0.2
27.58,1.805,1.605,0.604,0.6,0.2
27.6,1.806,1.606,0.604,0.6,0.2
27.62,1.807,1.607,0.604,0.6,0.2
27.64,1.806,1.606,0.606,0.6,0.2
27.66,1.807,1.607,0.606,0.6,0.2
27.68,1.808,1.608,0.606,0.6,0.2
27.7,1.808,1.608,0.606,0.6,0.2
27.72,1.809,1.609,0.606,0.6,0.2
27.74,1.808,1.608,0.607,0.6,0.2
27.76,1.808,1.608,0.607,0.6,0.2
27.78,1.809,1.609,0.607,0.6,0.2
27.8,1.809,1.609,0.607,0.6,0.2
27.82,1.81,1.61,0.607,0.6,0.2
27.84,1.81,1.61,0.607,0.6,0.2
27.86,1.81,1.61,0.607,0.6,0.2
27.88,1.811,1.611,0.607,0.6,0.2
27.9,1.811,1.611,0.607,0.6,0.2
27.92,1.811,1.611,0.607,0.6,0.2
27.94,1.811,1.611,0.607,0.6,0.2
27.96,1.811,1.611,0.607,0.6,0.2
27.98,1.811,1.611,0.607,0.6,0.2
28.0,1.811,1.611,0.607,0.6,0.2
28.02,1.811,1.611,0.607,0.6,0.2
28.04,1.811,1.611,0.607,0.6,0.2
28.06,1.811,1.611,0.607,0.6,0.2
28.08,1.811,1.611,0.607,0.6,0.2
28.1,1.811,1.611,0.607,0.6,0.2
28.12,1.811,1.611,0.607,0.6,0.2
28.14,1.811,1.611,0.607,0.6,0.2
28.16,1.81,1.61,0.607,0.6,0.2
28.18,1.81,1.61,0.607,0.6,0.2
28.2,1.81,1.61,0.607,0.6,0.2
28.22,1.81,1.61,0.607,0.6,0.2
28.24,1.81,1.61,0.607,0.6,0.2
28.26,1.809,1.609,0.607,0.6,0.2
28.28,1.809,1.609,0.607,0.6,0.2
28.3,1.809,1.609,0.607,0.6,0.2
28.32,1.809,1.609,0.607,0.6,0.2
28.34,1.807,1.607,0.609,0.6,0.2
28.36,1.807,1.607,0.609,0.6,0.2
28.38,1.807,1.607,0.609,0.6,0.2
28.4,1.807,1.607,0.609,0.6,0.2
28.42,1.806,1.606,0.609,0.6,0.2
28.44,1.806,1.606,0.609,0.6,0.2
28.46,1.806,1.606,0.609,0.6,0.2
28.48,1.806,1.606,0.609,0.6,0.2
28.5,1.806,1.606,0.609,0.6,0.2
28.52,1.805,1.605,0.609,0.6,0.2
28.54,1.805,1.605,0.609,0.6,0.2
28.56,1.805,1.605,0.609,0.6,0.2
28.58,1.805,1.605,0.609,0.6,0.2
28.6,1.804,1.604,0.609,0.6,0.2
28.62,1.804,1.604,0.609,0.6,0.2
28.64,1.806,1.606,0.607,0.6,0.2
28.66,1.805,1.605,0.607,0.6,0.2
28.68,1.805,1.605,0.607,0.6,0.2
28.7,1.806,1.606,0.606,0.6,0.2
28.72,1.805,1.605,0.606,0.6,0.2
28.74,1.805,1.605,0.606,0.6,0.2
28.76,1.806,1.606,0.604,0.6,0.2
28.78,1.805,1.605,0.604,0.6,0.2
28.8,1.806,1.606,0.602,0.6,0.2
28.82,1.805,1.605,0.602,0.6,0.2
28.84,1.805,1.605,0.602,0.6,0.2
28.86,1.806,1.606,0.6,0.6,0.2
28.88,1.806,1.606,0.6,0.6,0.2
28.9,1.806,1.606,0.599,0.6,0.2
28.92,1.805,1.605,0.599,0.6,0.2
28.94,1.806,1.606,0.597,0.6,0.2
28.96,1.805,1.605,0.597,0.6,0.2
28.98,1.806,1.606,0.595,0.6,0.2
29.0,1.805,1.605,0.595,0.6,0.2
29.02,1.806,1.606,0.593,0.6,0.2
29.04,1.805,1.605,0.593,0.6,0.2
29.06,1.805,1.605,0.593,0.6,0.2
29.08,1.806,1.606,0.592,0.6,0.2
29.1,1.805,1.605,0.592,0.6,0.2
29.12,1.804,1.604,0.592,0.6,0.2
29.14,1.805,1.605,0.59,0.6,0.2
29.16,1.805,1.605,0.59,0.6,0.2
29.18,1.804,1.604,0.59,0.6,0.2
29.2,1.804,1.604,0.59,0.6,0.2
29.22,1.803,1.603,0.59,0.6,0.2
29.24,1.805,1.605,0.588,0.6,0.2
29.26,1.804,1.604,0.588,0.6,0.2
29.28,1.804,1.604,0.588,0.6,0.2
29.3,1.804,1.604,0.588,0.6,0.2
29.32,1.803,1.603,0.588,0.6,0.2
29.34,1.803,1.603,0.588,0.6,0.2
29.36,1.803,1.603,0.588,0.6,0.2
29.38,1.803,1.603,0.588,0.6,0.2
29.4,1.801,1.601,0.59,0.6,0.2
29.42,1.802,1.602,0.59,0.6,0.2
29.44,1.802,1.602,0.59,0.6,0.2
29.46,1.802,1.602,0.59,0.6,0.2
29.48,1.801,1.601,0.592,0.6,0.2
29.5,1.801,1.601,0.592,0.6,0.2
29.52,1.802,1.602,0.592,0.6,0.2
29.54,1.8,1.6,0.593,0.6,0.2
29.56,1.801,1.601,0.593,0.6,0.2
29.58,1.8,1.6,0.595,0.6,0.2
29.6,1.801,1.601,0.595,0.6,0.2
29.62,1.8,1.6,0.597,0.6,0.2
29.64,1.8,1.6,0.597,0.6,0.2
29.66,1.801,1.601,0.597,0.6,0.2
29.68,1.8,1.6,0.599,0.6,0.2
29.7,1.801,1.601,0.599,0.6,0.2
29.72,1.801,1.601,0.6,0.6,0.2
29.74,1.801,1.601,0.6,0.6,0.2
29.76,1.8,1.6,0.602,0.6,0.2
29.78,1.801,1.601,0.602,0.6,0.2
29.8,1.8,1.6,0.604,0.6,0.2
29.82,1.801,1.601,0.604,0.6,0.2
29.84,1.802,1.602,0.604,0.6,0.2
29.86,1.801,1.601,0.606,0.6,0.2
29.88,1.802,1.602,0.606,0.6,0.2
29.9,1.802,1.602,0.606,0.6,0.2
29.92,1.801,1.601,0.607,0.6,0.2
29.94,1.802,1.602,0.607,0.6,0.2
29.96,1.803,1.603,0.607,0.6,0.2
29.98,1.803,1.603,0.607,0.6,0.2
30.0,1.804,1.604,0.607,0.6,0.2
30.02,1.604,1.604,0.607,0.6,0.0
30.04,1.603,1.603,0.609,0.6,0.0
30.06,1.603,1.603,0.609,0.6,0.0
30.08,1.604,1.604,0.609,0.6,0.0
30.1,1.606,1.606,0.607,0.6,0.0
30.12,1.606,1.606,0.607,0.6,0.0
30.14,1.607,1.607,0.606,0.6,0.0
30.16,1.607,1.607,0.606,0.6,0.0
30.18,1.609,1.609,0.604,0.6,0.0
30.2,1.61,1.61,0.602,0.6,0.0
30.22,1.613,1.613,0.599,0.6,0.0
30.24,1.614,1.614,0.597,0.6,0.0
30.26,1.616,1.616,0.593,0.6,0.0
30.28,1.618,1.618,0.59,0.6,0.0
30.3,1.62,1.62,0.586,0.6,0.0
30.32,1.622,1.622,0.583,0.6,0.0
30.34,1.625,1.625,0.578,0.6,0.0
30.36,1.627,1.627,0.574,0.6,0.0
30.38,1.63,1.63,0.569,0.6,0.0
30.4,1.632,1.632,0.564,0.6,0.0
30.42,1.635,1.635,0.559,0.6,0.0
30.44,1.635,1.635,0.555,0.6,0.0
30.46,1.638,1.638,0.55,0.6,0.0
30.48,1.64,1.64,0.545,0.6,0.0
30.5,1.642,1.642,0.539,0.6,0.0
30.52,1.644,1.644,0.534,0.6,0.0
30.54,1.646,1.646,0.529,0.6,0.0
30.56,1.648,1.648,0.524,0.6,0.0
30.58,1.65,1.65,0.518,0.6,0.0
30.6,1.65,1.65,0.515,0.6,0.0
30.62,1.653,1.653,0.51,0.6,0.0
30.64,1.653,1.653,0.506,0.6,0.0
30.66,1.656,1.656,0.501,0.6,0.0
30.68,1.657,1.657,0.497,0.6,0.0
30.7,1.658,1.658,0.494,0.6,0.0
30.72,1.657,1.657,0.492,0.6,0.0
30.74,1.659,1.659,0.489,0.6,0.0
30.76,1.659,1.659,0.487,0.6,0.0
30.78,1.66,1.66,0.485,0.6,0.0
30.8,1.661,1.661,0.483,0.6,0.0
30.82,1.66,1.66,0.483,0.6,0.0
30.84,1.66,1.66,0.483,0.6,0.0
30.86,1.661,1.661,0.483,0.6,0.0
30.88,1.661,1.661,0.483,0.6,0.0
30.9,1.663,1.663,0.483,0.6,0.0
30.92,1.662,1.662,0.485,0.6,0.0
30.94,1.663,1.663,0.487,0.6,0.0
30.96,1.663,1.663,0.489,0.6,0.0
30.98,1.663,1.663,0.492,0.6,0.0
31.0,1.663,1.663,0.496,0.6,0.0
31.02,1.665,1.665,0.497,0.6,0.0
31.04,1.665,1.665,0.501,0.6,0.0
31.06,1.664,1.664,0.506,0.6,0.0
31.08,1.666,1.666,0.51,0.6,0.0
31.1,1.666,1.666,0.515,0.6,0.0
31.12,1.668,1.668,0.518,0.6,0.0
31.14,1.669,1.669,0.524,0.6,0.0
31.16,1.669,1.669,0.529,0.6,0.0
31.18,1.671,1.671,0.534,0.6,0.0
31.2,1.674,1.674,0.538,0.6,0.0
31.22,1.675,1.675,0.543,0.6,0.0
31.24,1.677,1.677,0.548,0.6,0.0
31.26,1.678,1.678,0.553,0.6,0.0
31.28,1.68,1.68,0.559,0.6,0.0
31.3,1.682,1.682,0.564,0.6,0.0
31.32,1.684,1.684,0.569,0.6,0.0
31.34,1.686,1.686,0.574,0.6,0.0
31.36,1.69,1.69,0.578,0.6,0.0
31.38,1.691,1.691,0.583,0.6,0.0
31.4,1.693,1.693,0.588,0.6,0.0
31.42,1.697,1.697,0.592,0.6,0.0
31.44,1.7,1.7,0.595,0.6,0.0
31.46,1.703,1.703,0.599,0.6,0.0
31.48,1.706,1.706,0.602,0.6,0.0
31.5,1.708,1.708,0.606,0.6,0.0
31.52,1.711,1.711,0.609,0.6,0.0
31.54,1.715,1.715,0.611,0.6,0.0
31.56,1.718,1.718,0.613,0.6,0.0
31.58,1.72,1.72,0.616,0.6,0.0
31.6,1.724,1.724,0.616,0.6,0.0
31.62,1.727,1.727,0.618,0.6,0.0
31.64,1.729,1.729,0.62,0.6,0.0
31.66,1.733,1.733,0.62,0.6,0.0
31.68,1.735,1.735,0.621,0.6,0.0
31.7,1.738,1.738,0.621,0.6,0.0
31.72,1.741,1.741,0.621,0.6,0.0
31.74,1.743,1.743,0.621,0.6,0.0
31.76,1.747,1.747,0.62,0.6,0.0
31.78,1.748,1.748,0.62,0.6,0.0
31.8,1.752,1.752,0.618,0.6,0.0
31.82,1.754,1.754,0.616,0.6,0.0
31.84,1.757,1.757,0.614,0.6,0.0
31.86,1.759,1.759,0.613,0.6,0.0
31.88,1.761,1.761,0.611,0.6,0.0
31.9,1.764,1.764,0.607,0.6,0.0
31.92,1.765,1.765,0.606,0.6,0.0
31.94,1.766,1.766,0.604,0.6,0.0
31.96,1.77,1.77,0.6,0.6,0.0
31.98,1.77,1.77,0.599,0.6,0.0
32.0,1.772,1.772,0.595,0.6,0.0
32.02,1.772,1.772,0.593,0.6,0.0
32.04,1.774,1.774,0.59,0.6,0.0
32.06,1.774,1.774,0.588,0.6,0.0
32.08,1.776,1.776,0.585,0.6,0.0
32.1,1.777,1.777,0.581,0.6,0.0
32.12,1.777,1.777,0.579,0.6,0.0
32.14,1.779,1.779,0.576,0.6,0.0
32.16,1.778,1.778,0.574,0.6,0.0
32.18,1.78,1.78,0.571,0.6,0.0
32.2,1.78,1.78,0.569,0.6,0.0
32.22,1.779,1.779,0.567,0.6,0.0
32.24,1.779,1.779,0.565,0.6,0.0
32.26,1.779,1.779,0.564,0.6,0.0
32.28,1.78,1.78,0.562,0.6,0.0
32.3,1.78,1.78,0.56,0.6,0.0
32.32,1.778,1.778,0.56,0.6,0.0
32.34,1.779,1.779,0.559,0.6,0.0
32.36,1.778,1.778,0.559,0.6,0.0
32.38,1.777,1.777,0.559,0.6,0.0
32.4,1.777,1.777,0.559,0.6,0.0
32.42,1.776,1.776,0.559,0.6,0.0
32.44,1.774,1.774,0.56,0.6,0.0
32.46,1.775,1.775,0.56,0.6,0.0
32.48,1.773,1.773,0.562,0.6,0.0
32.5,1.774,1.774,0.562,0.6,0.0
32.52,1.773,1.773,0.564,0.6,0.0
32.54,1.772,1.772,0.565,0.6,0.0
32.56,1.771,1.771,0.567,0.6,0.0
32.58,1.771,1.771,0.569,0.6,0.0
32.6,1.771,1.771,0.571,0.6,0.0
32.62,1.769,1.769,0.574,0.6,0.0
32.64,1.77,1.77,0.576,0.6,0.0
32.66,1.77,1.77,0.578,0.6,0.0
32.68,1.769,1.769,0.581,0.6,0.0
32.7,1.77,1.77,0.583,0.6,0.0
32.72,1.77,1.77,0.585,0.6,0.0
32.74,1.769,1.769,0.588,0.6,0.0
32.76,1.77,1.77,0.59,0.6,0.0
32.78,1.77,1.77,0.593,0.6,0.0
32.8,1.771,1.771,0.595,0.6,0.0
32.82,1.772,1.772,0.597,0.6,0.0
32.84,1.772,1.772,0.6,0.6,0.0
32.86,1.772,1.772,0.602,0.6,0.0
32.88,1.773,1.773,0.604,0.6,0.0
32.9,1.774,1.774,0.606,0.6,0.0
32.92,1.775,1.775,0.607,0.6,0.0
32.94,1.776,1.776,0.609,0.6,0.0
32.96,1.776,1.776,0.611,0.6,0.0
32.98,1.777,1.777,0.613,0.6,0.0
33.0,1.778,1.778,0.614,0.6,0.0
33.02,1.778,1.778,0.616,0.6,0.0
33.04,1.78,1.78,0.616,0.6,0.0
33.06,1.78,1.78,0.618,0.6,0.0
33.08,1.782,1.782,0.618,0.6,0.0
33.1,1.782,1.782,0.62,0.6,0.0
33.12,1.784,1.784,0.62,0.6,0.0
33.14,1.785,1.785,0.62,0.6,0.0
33.16,1.786,1.786,0.62,0.6,0.0
33.18,1.785,1.785,0.621,0.6,0.0
33.2,1.786,1.786,0.621,0.6,0.0
33.22,1.789,1.789,0.62,0.6,0.0
33.24,1.789,1.789,0.62,0.6,0.0
33.26,1.79,1.79,0.62,0.6,0.0
33.28,1.79,1.79,0.62,0.6,0.0
33.3,1.79,1.79,0.62,0.6,0.0
33.32,1.792,1.792,0.618,0.6,0.0
33.34,1.792,1.792,0.618,0.6,0.0
33.36,1.793,1.793,0.616,0.6,0.0
33.38,1.795,1.795,0.614,0.6,0.0
33.4,1.794,1.794,0.614,0.6,0.0
33.42,1.795,1.795,0.613,0.6,0.0
33.44,1.796,1.796,0.611,0.6,0.0
33.46,1.795,1.795,0.611,0.6,0.0
33.48,1.796,1.796,0.609,0.6,0.0
33.5,1.796,1.796,0.607,0.6,0.0
33.52,1.797,1.797,0.606,0.6,0.0
33.54,1.797,1.797,0.604,0.6,0.0
33.56,1.798,1.798,0.602,0.6,0.0
33.58,1.799,1.799,0.6,0.6,0.0
33.6,1.797,1.797,0.6,0.6,0.0
33.62,1.797,1.797,0.599,0.6,0.0
33.64,1.797,1.797,0.597,0.6,0.0
33.66,1.797,1.797,0.595,0.6,0.0
33.68,1.797,1.797,0.593,0.6,0.0
33.7,1.798,1.798,0.592,0.6,0.0
33.72,1.798,1.798,0.59,0.6,0.0
33.74,1.796,1.796,0.59,0.6,0.0
33.76,1.797,1.797,0.588,0.6,0.0
33.78,1.797,1.797,0.586,0.6,0.0
33.8,1.796,1.796,0.586,0.6,0.0
33.82,1.796,1.796,0.585,0.6,0.0
33.84,1.795,1.795,0.585,0.6,0.0
33.86,1.796,1.796,0.583,0.6,0.0
33.88,1.794,1.794,0.583,0.6,0.0
33.9,1.795,1.795,0.581,0.6,0.0
33.92,1.794,1.794,0.581,0.6,0.0
33.94,1.793,1.793,0.581,0.6,0.0
33.96,1.793,1.793,0.581,0.6,0.0
33.98,1.794,1.794,0.579,0.6,0.0
34.0,1.793,1.793,0.579,0.6,0.0
34.02,1.793,1.793,0.579,0.6,0.0
34.04,1.791,1.791,0.581,0.6,0.0
34.06,1.791,1.791,0.581,0.6,0.0
34.08,1.791,1.791,0.581,0.6,0.0
34.1,1.791,1.791,0.581,0.6,0.0
34.12,1.789,1.789,0.583,0.6,0.0
34.14,1.79,1.79,0.583,0.6,0.0
34.16,1.79,1.79,0.583,0.6,0.0
34.18,1.789,1.789,0.585,0.6,0.0
34.2,1.79,1.79,0.585,0.6,0.0
34.22,1.788,1.788,0.586,0.6,0.0
34.24,1.788,1.788,0.588,0.6,0.0
34.26,1.789,1.789,0.588,0.6,0.0
34.28,1.788,1.788,0.59,0.6,0.0
34.3,1.787,1.787,0.592,0.6,0.0
34.32,1.787,1.787,0.593,0.6,0.0
34.34,1.788,1.788,0.593,0.6,0.0
34.36,1.787,1.787,0.595,0.6,0.0
34.38,1.787,1.787,0.597,0.6,0.0
34.4,1.787,1.787,0.599,0.6,0.0
34.42,1.788,1.788,0.599,0.6,0.0
34.44,1.788,1.788,0.6,0.6,0.0
34.46,1.787,1.787,0.602,0.6,0.0
34.48,1.787,1.787,0.604,0.6,0.0
34.5,1.787,1.787,0.606,0.6,0.0
34.52,1.788,1.788,0.606,0.6,0.0
34.54,1.788,1.788,0.607,0.6,0.0
34.56,1.788,1.788,0.609,0.6,0.0
34.58,1.789,1.789,0.609,0.6,0.0
34.6,1.789,1.789,0.611,0.6,0.0
34.62,1.79,1.79,0.611,0.6,0.0
34.64,1.789,1.789,0.613,0.6,0.0
34.66,1.79,1.79,0.613,0.6,0.0
34.68,1.79,1.79,0.614,0.6,0.0
34.7,1.791,1.791,0.614,0.6,0.0
34.72,1.792,1.792,0.614,0.6,0.0
34.74,1.792,1.792,0.614,0.6,0.0
34.76,1.793,1.793,0.614,0.6,0.0
34.78,1.794,1.794,0.614,0.6,0.0
34.8,1.794,1.794,0.614,0.6,0.0
34.82,1.794,1.794,0.614,0.6,0.0
34.84,1.795,1.795,0.614,0.6,0.0
34.86,1.795,1.795,0.614,0.6,0.0
34.88,1.795,1.795,0.614,0.6,0.0
34.9,1.795,1.795,0.614,0.6,0.0
34.92,1.797,1.797,0.613,0.6,0.0
34.94,1.796,1.796,0.613,0.6,0.0
34.96,1.798,1.798,0.611,0.6,0.0
34.98,1.797,1.797,0.611,0.6,0.0
35.0,1.799,1.799,0.609,0.6,0.0
35.02,1.798,1.798,0.609,0.6,0.0
35.04,1.799,1.799,0.607,0.6,0.0
35.06,1.798,1.798,0.607,0.6,0.0
35.08,1.799,1.799,0.606,0.6,0.0
35.1,1.8,1.8,0.604,0.6,0.0
35.12,1.799,1.799,0.604,0.6,0.0
35.14,1.8,1.8,0.602,0.6,0.0
35.16,1.801,1.801,0.6,0.6,0.0
35.18,1.8,1.8,0.6,0.6,0.0
35.2,1.8,1.8,0.599,0.6,0.0
35.22,1.801,1.801,0.597,0.6,0.0
35.24,1.801,1.801,0.595,0.6,0.0
35.26,1.8,1.8,0.595,0.6,0.0
35.28,1.8,1.8,0.593,0.6,0.0
35.3,1.801,1.801,0.592,0.6,0.0
35.32,1.8,1.8,0.592,0.6,0.0
35.34,1.8,1.8,0.59,0.6,0.0
35.36,1.801,1.801,0.588,0.6,0.0
35.38,1.8,1.8,0.588,0.6,0.0
35.4,1.801,1.801,0.586,0.6,0.0
35.42,1.799,1.799,0.586,0.6,0.0
35.44,1.8,1.8,0.585,0.6,0.0
35.46,1.799,1.799,0.585,0.6,0.0
35.48,1.8,1.8,0.583,0.6,0.0
35.5,1.799,1.799,0.583,0.6,0.0
35.52,1.799,1.799,0.583,0.6,0.0
35.54,1.798,1.798,0.583,0.6,0.0
35.56,1.798,1.798,0.583,0.6,0.0
35.58,1.797,1.797,0.583,0.6,0.0
35.6,1.797,1.797,0.583,0.6,0.0
35.62,1.797,1.797,0.583,0.6,0.0
35.64,1.797,1.797,0.583,0.6,0.0
35.66,1.797,1.797,0.583,0.6,0.0
35.68,1.797,1.797,0.583,0.6,0.0
35.7,1.795,1.795,0.585,0.6,0.0
35.72,1.795,1.795,0.585,0.6,0.0
35.74,1.796,1.796,0.585,0.6,0.0
35.76,1.794,1.794,0.586,0.6,0.0
35.78,1.795,1.795,0.586,0.6,0.0
35.8,1.794,1.794,0.588,0.6,0.0
35.82,1.795,1.795,0.588,0.6,0.0
35.84,1.794,1.794,0.59,0.6,0.0
35.86,1.794,1.794,0.59,0.6,0.0
35.88,1.794,1.794,0.592,0.6,0.0
35.9,1.793,1.793,0.593,0.6,0.0
35.92,1.794,1.794,0.593,0.6,0.0
35.94,1.793,1.793,0.595,0.6,0.0
35.96,1.793,1.793,0.597,0.6,0.0
35.98,1.794,1.794,0.597,0.6,0.0
36.0,1.793,1.793,0.599,0.6,0.0
36.02,1.795,1.795,0.599,0.6,0.0
36.04,1.795,1.795,0.6,0.6,0.0
36.06,1.794,1.794,0.602,0.6,0.0
36.08,1.795,1.795,0.602,0.6,0.0
36.1,1.794,1.794,0.604,0.6,0.0
36.12,1.795,1.795,0.604,0.6,0.0
36.14,1.795,1.795,0.606,0.6,0.0
36.16,1.796,1.796,0.606,0.6,0.0
36.18,1.795,1.795,0.607,0.6,0.0
36.2,1.796,1.796,0.607,0.6,0.0
36.22,1.796,1.796,0.609,0.6,0.0
36.24,1.797,1.797,0.609,0.6,0.0
36.26,1.798,1.798,0.609,0.6,0.0
36.28,1.798,1.798,0.609,0.6,0.0
36.3,1.797,1.797,0.611,0.6,0.0
36.32,1.798,1.798,0.611,0.6,0.0
36.34,1.799,1.799,0.611,0.6,0.0
36.36,1.799,1.799,0.611,0.6,0.0
36.38,1.8,1.8,0.611,0.6,0.0
36.4,1.8,1.8,0.611,0.6,0.0
36.42,1.8,1.8,0.611,0.6,0.0
36.44,1.801,1.801,0.611,0.6,0.0
36.46,1.801,1.801,0.611,0.6,0.0
36.48,1.803,1.803,0.609,0.6,0.0
36.5,1.803,1.803,0.609,0.6,0.0
36.52,1.802,1.802,0.609,0.6,0.0
36.54,1.802,1.802,0.609,0.6,0.0
36.56,1.804,1.804,0.607,0.6,0.0
36.58,1.803,1.803,0.607,0.6,0.0
36.6,1.803,1.803,0.607,0.6,0.0
36.62,1.804,1.804,0.606,0.6,0.0
36.64,1.804,1.804,0.606,0.6,0.0
36.66,1.805,1.805,0.604,0.6,0.0
36.68,1.804,1.804,0.604,0.6,0.0
36.7,1.806,1.806,0.602,0.6,0.0
36.72,1.805,1.805,0.602,0.6,0.0
36.74,1.806,1.806,0.6,0.6,0.0
36.76,1.806,1.806,0.6,0.6,0.0
36.78,1.806,1.806,0.599,0.6,0.0
36.8,1.805,1.805,0.599,0.6,0.0
36.82,1.806,1.806,0.597,0.6,0.0
36.84,1.805,1.805,0.597,0.6,0.0
36.86,1.806,1.806,0.595,0.6,0.0
36.88,1.805,1.805,0.595,0.6,0.0
36.9,1.806,1.806,0.593,0.6,0.0
36.92,1.805,1.805,0.593,0.6,0.0
36.94,1.804,1.804,0.593,0.6,0.0
36.96,1.805,1.805,0.592,0.6,0.0
36.98,1.805,1.805,0.592,0.6,0.0
37.0,1.804,1.804,0.592,0.6,0.0
37.02,1.805,1.805,0.59,0.6,0.0
37.04,1.804,1.804,0.59,0.6,0.0
37.06,1.804,1.804,0.59,0.6,0.0
37.08,1.803,1.803,0.59,0.6,0.0
37.1,1.805,1.805,0.588,0.6,0.0
37.12,1.804,1.804,0.588,0.6,0.0
37.14,1.804,1.804,0.588,0.6,0.0
37.16,1.803,1.803,0.588,0.6,0.0
37.18,1.803,1.803,0.588,0.6,0.0
37.2,1.803,1.803,0.588,0.6,0.0
37.22,1.803,1.803,0.588,0.6,0.0
37.24,1.803,1.803,0.588,0.6,0.0
37.26,1.803,1.803,0.588,0.6,0.0
37.28,1.803,1.803,0.588,0.6,0.0
37.3,1.803,1.803,0.588,0.6,0.0
37.32,1.801,1.801,0.59,0.6,0.0
37.34,1.802,1.802,0.59,0.6,0.0
37.36,1.802,1.802,0.59,0.6,0.0
37.38,1.802,1.802,0.59,0.6,0.0
37.4,1.801,1.801,0.592,0.6,0.0
37.42,1.801,1.801,0.592,0.6,0.0
37.44,1.802,1.802,0.592,0.6,0.0
37.46,1.801,1.801,0.593,0.6,0.0
37.48,1.801,1.801,0.593,0.6,0.0
37.5,1.802,1.802,0.593,0.6,0.0
37.52,1.801,1.801,0.595,0.6,0.0
37.54,1.802,1.802,0.595,0.6,0.0
37.56,1.801,1.801,0.597,0.6,0.0
37.58,1.801,1.801,0.597,0.6,0.0
37.6,1.802,1.802,0.597,0.6,0.0
37.62,1.801,1.801,0.599,0.6,0.0
37.64,1.802,1.802,0.599,0.6,0.0
37.66,1.802,1.802,0.6,0.6,0.0
37.68,1.802,1.802,0.6,0.6,0.0
37.7,1.803,1.803,0.6,0.6,0.0
