Tiempo ,CONTROL,PID,ANGULO,REFERENCIA,PERTURBACION
14.48,1.777,1.777,0.597,0.6,0.0
14.5,1.777,1.777,0.597,0.6,0.0
14.52,1.777,1.777,0.597,0.6,0.0
14.54,1.777,1.777,0.597,0.6,0.0
14.56,1.777,1.777,0.597,0.6,0.0
14.58,1.777,1.777,0.597,0.6,0.0
14.6,1.777,1.777,0.597,0.6,0.0
14.62,1.778,1.778,0.597,0.6,0.0
14.64,1.776,1.776,0.599,0.6,0.0
14.66,1.776,1.776,0.599,0.6,0.0
14.68,1.777,1.777,0.599,0.6,0.0
14.7,1.777,1.777,0.599,0.6,0.0
14.72,1.777,1.777,0.599,0.6,0.0
14.74,1.777,1.777,0.599,0.6,0.0
14.76,1.777,1.777,0.599,0.6,0.0
14.78,1.778,1.778,0.599,0.6,0.0
14.8,1.778,1.778,0.599,0.6,0.0
14.82,1.778,1.778,0.599,0.6,0.0
14.84,1.778,1.778,0.599,0.6,0.0
14.86,1.778,1.778,0.599,0.6,0.0
14.88,1.777,1.777,0.6,0.6,0.0
14.9,1.778,1.778,0.6,0.6,0.0
14.92,1.778,1.778,0.6,0.6,0.0
14.94,1.778,1.778,0.6,0.6,0.0
14.96,1.778,1.778,0.6,0.6,0.0
14.98,1.779,1.779,0.6,0.6,0.0
15.0,1.779,1.779,0.6,0.6,0.0
15.02,1.779,1.779,0.6,0.6,0.0
15.04,1.779,1.779,0.6,0.6,0.0
15.06,1.779,1.779,0.6,0.6,0.0
15.08,1.779,1.779,0.6,0.6,0.0
15.1,1.779,1.779,0.6,0.6,0.0
15.12,1.779,1.779,0.6,0.6,0.0
15.14,1.777,1.777,0.602,0.6,0.0
15.16,1.778,1.778,0.602,0.6,0.0
15.18,1.778,1.778,0.602,0.6,0.0
15.2,1.778,1.778,0.602,0.6,0.0
15.22,1.778,1.778,0.602,0.6,0.0
15.24,1.778,1.778,0.602,0.6,0.0
15.26,1.779,1.779,0.602,0.6,0.0
15.28,1.779,1.779,0.602,0.6,0.0
15.3,1.779,1.779,0.602,0.6,0.0
15.32,1.779,1.779,0.602,0.6,0.0
15.34,1.779,1.779,0.602,0.6,0.0
15.36,1.779,1.779,0.602,0.6,0.0
15.38,1.779,1.779,0.602,0.6,0.0
15.4,1.779,1.779,0.602,0.6,0.0
15.42,1.779,1.779,0.602,0.6,0.0
15.44,1.779,1.779,0.602,0.6,0.0
15.46,1.779,1.779,0.602,0.6,0.0
15.48,1.779,1.779,0.602,0.6,0.0
15.5,1.779,1.779,0.602,0.6,0.0
15.52,1.779,1.779,0.602,0.6,0.0
15.54,1.779,1.779,0.602,0.6,0.0
15.56,1.779,1.779,0.602,0.6,0.0
15.58,1.779,1.779,0.602,0.6,0.0
15.6,1.779,1.779,0.602,0.6,0.0
15.62,1.779,1.779,0.602,0.6,0.0
15.64,1.779,1.779,0.602,0.6,0.0
15.66,1.779,1.779,0.602,0.6,0.0
15.68,1.779,1.779,0.602,0.6,0.0
15.7,1.781,1.781,0.6,0.6,0.0
15.72,1.781,1.781,0.6,0.6,0.0
15.74,1.781,1.781,0.6,0.6,0.0
15.76,1.78,1.78,0.6,0.6,0.0
15.78,1.78,1.78,0.6,0.6,0.0
15.8,1.78,1.78,0.6,0.6,0.0
15.82,1.78,1.78,0.6,0.6,0.0
15.84,1.78,1.78,0.6,0.6,0.0
15.86,1.779,1.779,0.6,0.6,0.0
15.88,1.779,1.779,0.6,0.6,0.0
15.9,1.779,1.779,0.6,0.6,0.0
15.92,1.779,1.779,0.6,0.6,0.0
15.94,1.779,1.779,0.6,0.6,0.0
15.96,1.779,1.779,0.6,0.6,0.0
15.98,1.779,1.779,0.6,0.6,0.0
16.0,1.779,1.779,0.6,0.6,0.0
16.02,1.779,1.779,0.6,0.6,0.0
16.04,1.779,1.779,0.6,0.6,0.0
16.06,1.779,1.779,0.6,0.6,0.0
16.08,1.78,1.78,0.599,0.6,0.0
16.1,1.779,1.779,0.599,0.6,0.0
16.12,1.779,1.779,0.599,0.6,0.0
16.14,1.779,1.779,0.599,0.6,0.0
16.16,1.779,1.779,0.599,0.6,0.0
16.18,1.779,1.779,0.599,0.6,0.0
16.2,1.779,1.779,0.599,0.6,0.0
16.22,1.779,1.779,0.599,0.6,0.0
16.24,1.779,1.779,0.599,0.6,0.0
16.26,1.779,1.779,0.599,0.6,0.0
16.28,1.778,1.778,0.599,0.6,0.0
16.3,1.778,1.778,0.599,0.6,0.0
16.32,1.778,1.778,0.599,0.6,0.0
16.34,1.778,1.778,0.599,0.6,0.0
16.36,1.778,1.778,0.599,0.6,0.0
16.38,1.778,1.778,0.599,0.6,0.0
16.4,1.778,1.778,0.599,0.6,0.0
16.42,1.778,1.778,0.599,0.6,0.0
16.44,1.778,1.778,0.599,0.6,0.0
16.46,1.778,1.778,0.599,0.6,0.0
16.48,1.778,1.778,0.599,0.6,0.0
16.5,1.778,1.778,0.599,0.6,0.0
16.52,1.778,1.778,0.599,0.6,0.0
16.54,1.778,1.778,0.599,0.6,0.0
16.56,1.779,1.779,0.599,0.6,0.0
16.58,1.779,1.779,0.599,0.6,0.0
16.6,1.779,1.779,0.599,0.6,0.0
16.62,1.779,1.779,0.599,0.6,0.0
16.64,1.779,1.779,0.599,0.6,0.0
16.66,1.779,1.779,0.599,0.6,0.0
16.68,1.779,1.779,0.599,0.6,0.0
16.7,1.779,1.779,0.599,0.6,0.0
16.72,1.779,1.779,0.599,0.6,0.0
16.74,1.779,1.779,0.599,0.6,0.0
16.76,1.779,1.779,0.599,0.6,0.0
16.78,1.779,1.779,0.599,0.6,0.0
16.8,1.779,1.779,0.599,0.6,0.0
16.82,1.779,1.779,0.599,0.6,0.0
16.84,1.779,1.779,0.599,0.6,0.0
16.86,1.779,1.779,0.599,0.6,0.0
16.88,1.779,1.779,0.599,0.6,0.0
16.9,1.781,1.781,0.597,0.6,0.0
16.92,1.781,1.781,0.597,0.6,0.0
16.94,1.781,1.781,0.597,0.6,0.0
16.96,1.781,1.781,0.597,0.6,0.0
16.98,1.781,1.781,0.597,0.6,0.0
17.0,1.78,1.78,0.597,0.6,0.0
17.02,1.78,1.78,0.597,0.6,0.0
17.04,1.78,1.78,0.597,0.6,0.0
17.06,1.78,1.78,0.597,0.6,0.0
17.08,1.782,1.782,0.595,0.6,0.0
17.1,1.782,1.782,0.595,0.6,0.0
17.12,1.782,1.782,0.595,0.6,0.0
17.14,1.782,1.782,0.595,0.6,0.0
17.16,1.782,1.782,0.595,0.6,0.0
17.18,1.782,1.782,0.595,0.6,0.0
17.2,1.782,1.782,0.595,0.6,0.0
17.22,1.783,1.783,0.593,0.6,0.0
17.24,1.783,1.783,0.593,0.6,0.0
17.26,1.783,1.783,0.593,0.6,0.0
17.28,1.783,1.783,0.593,0.6,0.0
17.3,1.783,1.783,0.593,0.6,0.0
17.32,1.783,1.783,0.593,0.6,0.0
17.34,1.783,1.783,0.593,0.6,0.0
17.36,1.783,1.783,0.593,0.6,0.0
17.38,1.785,1.785,0.592,0.6,0.0
17.4,1.784,1.784,0.592,0.6,0.0
17.42,1.784,1.784,0.592,0.6,0.0
17.44,1.784,1.784,0.592,0.6,0.0
17.46,1.784,1.784,0.592,0.6,0.0
17.48,1.784,1.784,0.592,0.6,0.0
17.5,1.784,1.784,0.592,0.6,0.0
17.52,1.784,1.784,0.592,0.6,0.0
17.54,1.785,1.785,0.592,0.6,0.0
17.56,1.785,1.785,0.592,0.6,0.0
17.58,1.785,1.785,0.592,0.6,0.0
17.6,1.785,1.785,0.592,0.6,0.0
17.62,1.787,1.787,0.59,0.6,0.0
17.64,1.787,1.787,0.59,0.6,0.0
17.66,1.787,1.787,0.59,0.6,0.0
17.68,1.787,1.787,0.59,0.6,0.0
17.7,1.787,1.787,0.59,0.6,0.0
17.72,1.787,1.787,0.59,0.6,0.0
17.74,1.787,1.787,0.59,0.6,0.0
17.76,1.786,1.786,0.592,0.6,0.0
17.78,1.786,1.786,0.592,0.6,0.0
17.8,1.787,1.787,0.592,0.6,0.0
17.82,1.787,1.787,0.592,0.6,0.0
17.84,1.787,1.787,0.592,0.6,0.0
17.86,1.788,1.788,0.592,0.6,0.0
17.88,1.788,1.788,0.592,0.6,0.0
17.9,1.787,1.787,0.593,0.6,0.0
17.92,1.787,1.787,0.593,0.6,0.0
17.94,1.788,1.788,0.593,0.6,0.0
17.96,1.788,1.788,0.593,0.6,0.0
17.98,1.789,1.789,0.593,0.6,0.0
18.0,1.788,1.788,0.595,0.6,0.0
18.02,1.788,1.788,0.595,0.6,0.0
18.04,1.789,1.789,0.595,0.6,0.0
18.06,1.788,1.788,0.597,0.6,0.0
18.08,1.788,1.788,0.597,0.6,0.0
18.1,1.789,1.789,0.597,0.6,0.0
18.12,1.79,1.79,0.597,0.6,0.0
18.14,1.788,1.788,0.599,0.6,0.0
18.16,1.789,1.789,0.599,0.6,0.0
18.18,1.79,1.79,0.599,0.6,0.0
18.2,1.79,1.79,0.599,0.6,0.0
18.22,1.79,1.79,0.6,0.6,0.0
18.24,1.79,1.79,0.6,0.6,0.0
18.26,1.791,1.791,0.6,0.6,0.0
18.28,1.791,1.791,0.6,0.6,0.0
18.3,1.792,1.792,0.6,0.6,0.0
18.32,1.79,1.79,0.602,0.6,0.0
18.34,1.791,1.791,0.602,0.6,0.0
18.36,1.791,1.791,0.602,0.6,0.0
18.38,1.792,1.792,0.602,0.6,0.0
18.4,1.792,1.792,0.602,0.6,0.0
18.42,1.792,1.792,0.602,0.6,0.0
18.44,1.791,1.791,0.604,0.6,0.0
18.46,1.792,1.792,0.604,0.6,0.0
18.48,1.792,1.792,0.604,0.6,0.0
18.5,1.792,1.792,0.604,0.6,0.0
18.52,1.793,1.793,0.604,0.6,0.0
18.54,1.793,1.793,0.604,0.6,0.0
18.56,1.793,1.793,0.604,0.6,0.0
18.58,1.793,1.793,0.604,0.6,0.0
18.6,1.794,1.794,0.604,0.6,0.0
18.62,1.794,1.794,0.604,0.6,0.0
18.64,1.794,1.794,0.604,0.6,0.0
18.66,1.794,1.794,0.604,0.6,0.0
18.68,1.794,1.794,0.604,0.6,0.0
18.7,1.794,1.794,0.604,0.6,0.0
18.72,1.794,1.794,0.604,0.6,0.0
18.74,1.794,1.794,0.604,0.6,0.0
18.76,1.794,1.794,0.604,0.6,0.0
18.78,1.796,1.796,0.602,0.6,0.0
18.8,1.796,1.796,0.602,0.6,0.0
18.82,1.795,1.795,0.602,0.6,0.0
18.84,1.795,1.795,0.602,0.6,0.0
18.86,1.795,1.795,0.602,0.6,0.0
18.88,1.795,1.795,0.602,0.6,0.0
18.9,1.795,1.795,0.602,0.6,0.0
18.92,1.797,1.797,0.6,0.6,0.0
18.94,1.796,1.796,0.6,0.6,0.0
18.96,1.796,1.796,0.6,0.6,0.0
18.98,1.796,1.796,0.6,0.6,0.0
19.0,1.796,1.796,0.6,0.6,0.0
19.02,1.796,1.796,0.599,0.6,0.0
19.04,1.796,1.796,0.599,0.6,0.0
19.06,1.796,1.796,0.599,0.6,0.0
19.08,1.795,1.795,0.599,0.6,0.0
19.1,1.797,1.797,0.597,0.6,0.0
19.12,1.796,1.796,0.597,0.6,0.0
19.14,1.796,1.796,0.597,0.6,0.0
19.16,1.796,1.796,0.597,0.6,0.0
19.18,1.797,1.797,0.595,0.6,0.0
19.2,1.797,1.797,0.595,0.6,0.0
19.22,1.796,1.796,0.595,0.6,0.0
19.24,1.796,1.796,0.595,0.6,0.0
19.26,1.796,1.796,0.595,0.6,0.0
19.28,1.796,1.796,0.595,0.6,0.0
19.3,1.797,1.797,0.593,0.6,0.0
19.32,1.797,1.797,0.593,0.6,0.0
19.34,1.796,1.796,0.593,0.6,0.0
19.36,1.796,1.796,0.593,0.6,0.0
19.38,1.796,1.796,0.593,0.6,0.0
19.4,1.796,1.796,0.593,0.6,0.0
19.42,1.796,1.796,0.593,0.6,0.0
19.44,1.796,1.796,0.593,0.6,0.0
19.46,1.796,1.796,0.593,0.6,0.0
19.48,1.796,1.796,0.593,0.6,0.0
19.5,1.796,1.796,0.593,0.6,0.0
19.52,1.796,1.796,0.593,0.6,0.0
19.54,1.796,1.796,0.593,0.6,0.0
19.56,1.796,1.796,0.593,0.6,0.0
19.58,1.796,1.796,0.593,0.6,0.0
19.6,1.796,1.796,0.593,0.6,0.0
19.62,1.796,1.796,0.593,0.6,0.0
19.64,1.796,1.796,0.593,0.6,0.0
19.66,1.796,1.796,0.593,0.6,0.0
19.68,1.797,1.797,0.593,0.6,0.0
19.7,1.797,1.797,0.593,0.6,0.0
19.72,1.797,1.797,0.593,0.6,0.0
19.74,1.797,1.797,0.593,0.6,0.0
19.76,1.796,1.796,0.595,0.6,0.0
19.78,1.796,1.796,0.595,0.6,0.0
19.8,1.796,1.796,0.595,0.6,0.0
19.82,1.797,1.797,0.595,0.6,0.0
19.84,1.797,1.797,0.595,0.6,0.0
19.86,1.797,1.797,0.595,0.6,0.0
19.88,1.798,1.798,0.595,0.6,0.0
19.9,1.798,1.798,0.595,0.6,0.0
19.92,1.797,1.797,0.597,0.6,0.0
19.94,1.797,1.797,0.597,0.6,0.0
19.96,1.797,1.797,0.597,0.6,0.0
19.98,1.798,1.798,0.597,0.6,0.0
20.0,1.798,1.798,0.597,0.6,0.0
20.02,1.799,1.799,0.597,0.6,0.0
20.04,1.999,1.799,0.597,0.6,0.2
20.06,1.999,1.799,0.597,0.6,0.2
20.08,1.999,1.799,0.597,0.6,0.2
20.1,1.998,1.798,0.599,0.6,0.2
20.12,1.999,1.799,0.599,0.6,0.2
20.14,1.998,1.798,0.6,0.6,0.2
20.16,1.998,1.798,0.6,0.6,0.2
20.18,1.997,1.797,0.602,0.6,0.2
20.2,1.996,1.796,0.604,0.6,0.2
20.22,1.993,1.793,0.607,0.6,0.2
20.24,1.991,1.791,0.611,0.6,0.2
20.26,1.99,1.79,0.613,0.6,0.2
20.28,1.988,1.788,0.616,0.6,0.2
20.3,1.984,1.784,0.621,0.6,0.2
20.32,1.983,1.783,0.625,0.6,0.2
20.34,1.98,1.78,0.63,0.6,0.2
20.36,1.979,1.779,0.634,0.6,0.2
20.38,1.976,1.776,0.639,0.6,0.2
20.4,1.973,1.773,0.644,0.6,0.2
20.42,1.971,1.771,0.649,0.6,0.2
20.44,1.967,1.767,0.656,0.6,0.2
20.46,1.965,1.765,0.661,0.6,0.2
20.48,1.963,1.763,0.667,0.6,0.2
20.5,1.959,1.759,0.674,0.6,0.2
20.52,1.957,1.757,0.679,0.6,0.2
20.54,1.956,1.756,0.684,0.6,0.2
20.56,1.954,1.754,0.689,0.6,0.2
20.58,1.952,1.752,0.695,0.6,0.2
20.6,1.95,1.75,0.7,0.6,0.2
20.62,1.948,1.748,0.705,0.6,0.2
20.64,1.946,1.746,0.71,0.6,0.2
20.66,1.943,1.743,0.716,0.6,0.2
20.68,1.943,1.743,0.719,0.6,0.2
20.7,1.94,1.74,0.724,0.6,0.2
20.72,1.939,1.739,0.728,0.6,0.2
20.74,1.937,1.737,0.731,0.6,0.2
20.76,1.937,1.737,0.733,0.6,0.2
20.78,1.935,1.735,0.737,0.6,0.2
20.8,1.934,1.734,0.738,0.6,0.2
20.82,1.933,1.733,0.74,0.6,0.2
20.84,1.932,1.732,0.742,0.6,0.2
20.86,1.932,1.732,0.742,0.6,0.2
20.88,1.931,1.731,0.742,0.6,0.2
20.9,1.93,1.73,0.742,0.6,0.2
20.92,1.928,1.728,0.742,0.6,0.2
20.94,1.928,1.728,0.74,0.6,0.2
20.96,1.927,1.727,0.738,0.6,0.2
20.98,1.926,1.726,0.737,0.6,0.2
21.0,1.924,1.724,0.735,0.6,0.2
21.02,1.924,1.724,0.731,0.6,0.2
21.04,1.923,1.723,0.728,0.6,0.2
21.06,1.922,1.722,0.724,0.6,0.2
21.08,1.922,1.722,0.719,0.6,0.2
21.1,1.92,1.72,0.716,0.6,0.2
21.12,1.919,1.719,0.71,0.6,0.2
21.14,1.918,1.718,0.705,0.6,0.2
21.16,1.916,1.716,0.7,0.6,0.2
21.18,1.914,1.714,0.695,0.6,0.2
21.2,1.914,1.714,0.688,0.6,0.2
21.22,1.911,1.711,0.682,0.6,0.2
21.24,1.91,1.71,0.675,0.6,0.2
21.26,1.907,1.707,0.67,0.6,0.2
21.28,1.906,1.706,0.663,0.6,0.2
21.3,1.904,1.704,0.656,0.6,0.2
21.32,1.901,1.701,0.651,0.6,0.2
21.34,1.899,1.699,0.644,0.6,0.2
21.36,1.897,1.697,0.637,0.6,0.2
21.38,1.893,1.693,0.632,0.6,0.2
21.4,1.891,1.691,0.625,0.6,0.2
21.42,1.888,1.688,0.62,0.6,0.2
21.44,1.886,1.686,0.613,0.6,0.2
21.46,1.883,1.683,0.607,0.6,0.2
21.48,1.879,1.679,0.602,0.6,0.2
21.5,1.876,1.676,0.597,0.6,0.2
21.52,1.874,1.674,0.592,0.6,0.2
21.54,1.871,1.671,0.586,0.6,0.2
21.56,1.867,1.667,0.583,0.6,0.2
21.58,1.865,1.665,0.578,0.6,0.2
21.6,1.861,1.661,0.574,0.6,0.2
21.62,1.856,1.656,0.572,0.6,0.2
21.64,1.853,1.653,0.569,0.6,0.2
21.66,1.851,1.651,0.565,0.6,0.2
21.68,1.847,1.647,0.564,0.6,0.2
21.7,1.844,1.644,0.562,0.6,0.2
21.72,1.839,1.639,0.562,0.6,0.2
21.74,1.837,1.637,0.56,0.6,0.2
21.76,1.833,1.633,0.56,0.6,0.2
21.78,1.83,1.63,0.56,0.6,0.2
21.8,1.827,1.627,0.56,0.6,0.2
21.82,1.825,1.625,0.56,0.6,0.2
21.84,1.823,1.623,0.56,0.6,0.2
21.86,1.819,1.619,0.562,0.6,0.2
21.88,1.816,1.616,0.564,0.6,0.2
21.9,1.814,1.614,0.565,0.6,0.2
21.92,1.812,1.612,0.567,0.6,0.2
21.94,1.81,1.61,0.569,0.6,0.2
21.96,1.807,1.607,0.572,0.6,0.2
21.98,1.806,1.606,0.574,0.6,0.2
22.0,1.803,1.603,0.578,0.6,0.2
22.02,1.801,1.601,0.581,0.6,0.2
22.04,1.799,1.599,0.585,0.6,0.2
22.06,1.799,1.599,0.586,0.6,0.2
22.08,1.798,1.598,0.59,0.6,0.2
22.1,1.797,1.597,0.593,0.6,0.2
22.12,1.796,1.596,0.597,0.6,0.2
22.14,1.795,1.595,0.6,0.6,0.2
22.16,1.794,1.594,0.604,0.6,0.2
22.18,1.793,1.593,0.607,0.6,0.2
22.2,1.795,1.595,0.609,0.6,0.2
22.22,1.794,1.594,0.613,0.6,0.2
22.24,1.793,1.593,0.616,0.6,0.2
22.26,1.795,1.595,0.618,0.6,0.2
22.28,1.794,1.594,0.621,0.6,0.2
22.3,1.795,1.595,0.623,0.6,0.2
22.32,1.794,1.594,0.627,0.6,0.2
22.34,1.795,1.595,0.628,0.6,0.2
22.36,1.796,1.596,0.63,0.6,0.2
22.38,1.797,1.597,0.632,0.6,0.2
22.4,1.799,1.599,0.632,0.6,0.2
22.42,1.799,1.599,0.634,0.6,0.2
22.44,1.801,1.601,0.634,0.6,0.2
22.46,1.801,1.601,0.635,0.6,0.2
22.48,1.802,1.602,0.635,0.6,0.2
22.5,1.803,1.603,0.635,0.6,0.2
22.52,1.804,1.604,0.635,0.6,0.2
22.54,1.805,1.605,0.635,0.6,0.2
22.56,1.807,1.607,0.634,0.6,0.2
22.58,1.807,1.607,0.634,0.6,0.2
22.6,1.809,1.609,0.632,0.6,0.2
22.62,1.809,1.609,0.632,0.6,0.2
22.64,1.81,1.61,0.63,0.6,0.2
22.66,1.811,1.611,0.628,0.6,0.2
22.68,1.812,1.612,0.627,0.6,0.2
22.7,1.813,1.613,0.625,0.6,0.2
22.72,1.813,1.613,0.623,0.6,0.2
22.74,1.813,1.613,0.621,0.6,0.2
22.76,1.815,1.615,0.618,0.6,0.2
22.78,1.815,1.615,0.616,0.6,0.2
22.8,1.815,1.615,0.614,0.6,0.2
22.82,1.815,1.615,0.613,0.6,0.2
22.84,1.816,1.616,0.609,0.6,0.2
22.86,1.815,1.615,0.607,0.6,0.2
22.88,1.815,1.615,0.606,0.6,0.2
22.9,1.814,1.614,0.604,0.6,0.2
22.92,1.816,1.616,0.6,0.6,0.2
22.94,1.815,1.615,0.599,0.6,0.2
22.96,1.814,1.614,0.597,0.6,0.2
22.98,1.813,1.613,0.595,0.6,0.2
23.0,1.813,1.613,0.593,0.6,0.2
23.02,1.812,1.612,0.592,0.6,0.2
23.04,1.812,1.612,0.59,0.6,0.2
23.06,1.811,1.611,0.588,0.6,0.2
23.08,1.809,1.609,0.588,0.6,0.2
23.1,1.809,1.609,0.586,0.6,0.2
23.12,1.809,1.609,0.585,0.6,0.2
23.14,1.807,1.607,0.585,0.6,0.2
23.16,1.806,1.606,0.585,0.6,0.2
23.18,1.806,1.606,0.583,0.6,0.2
23.2,1.805,1.605,0.583,0.6,0.2
23.22,1.803,1.603,0.583,0.6,0.2
23.24,1.802,1.602,0.583,0.6,0.2
23.26,1.802,1.602,0.583,0.6,0.2
23.28,1.801,1.601,0.583,0.6,0.2
23.3,1.8,1.6,0.583,0.6,0.2
23.32,1.8,1.6,0.583,0.6,0.2
23.34,1.799,1.599,0.583,0.6,0.2
23.36,1.797,1.597,0.585,0.6,0.2
23.38,1.797,1.597,0.585,0.6,0.2
23.4,1.797,1.597,0.585,0.6,0.2
23.42,1.796,1.596,0.586,0.6,0.2
23.44,1.796,1.596,0.586,0.6,0.2
23.46,1.795,1.595,0.588,0.6,0.2
23.48,1.795,1.595,0.588,0.6,0.2
23.5,1.794,1.594,0.59,0.6,0.2
23.52,1.795,1.595,0.59,0.6,0.2
23.54,1.794,1.594,0.592,0.6,0.2
23.56,1.795,1.595,0.592,0.6,0.2
23.58,1.794,1.594,0.593,0.6,0.2
23.6,1.793,1.593,0.595,0.6,0.2
23.62,1.794,1.594,0.595,0.6,0.2
23.64,1.793,1.593,0.597,0.6,0.2
23.66,1.795,1.595,0.597,0.6,0.2
23.68,1.794,1.594,0.599,0.6,0.2
23.7,1.795,1.595,0.599,0.6,0.2
23.72,1.795,1.595,0.6,0.6,0.2
23.74,1.794,1.594,0.602,0.6,0.2
23.76,1.795,1.595,0.602,0.6,0.2
23.78,1.796,1.596,0.602,0.6,0.2
23.8,1.795,1.595,0.604,0.6,0.2
23.82,1.796,1.596,0.604,0.6,0.2
23.84,1.795,1.595,0.606,0.6,0.2
23.86,1.796,1.596,0.606,0.6,0.2
23.88,1.797,1.597,0.606,0.6,0.2
23.9,1.796,1.596,0.607,0.6,0.2
23.92,1.797,1.597,0.607,0.6,0.2
23.94,1.798,1.598,0.607,0.6,0.2
23.96,1.799,1.599,0.607,0.6,0.2
23.98,1.799,1.599,0.607,0.6,0.2
24.0,1.8,1.6,0.607,0.6,0.2
24.02,1.8,1.6,0.607,0.6,0.2
24.04,1.801,1.601,0.607,0.6,0.2
24.06,1.801,1.601,0.607,0.6,0.2
24.08,1.801,1.601,0.607,0.6,0.2
24.1,1.801,1.601,0.607,0.6,0.2
24.12,1.801,1.601,0.607,0.6,0.2
24.14,1.803,1.603,0.606,0.6,0.2
24.16,1.803,1.603,0.606,0.6,0.2
24.18,1.803,1.603,0.606,0.6,0.2
24.2,1.803,1.603,0.606,0.6,0.2
24.22,1.804,1.604,0.604,0.6,0.2
24.24,1.804,1.604,0.604,0.6,0.2
24.26,1.806,1.606,0.602,0.6,0.2
24.28,1.805,1.605,0.602,0.6,0.2
24.3,1.807,1.607,0.6,0.6,0.2
24.32,1.806,1.606,0.6,0.6,0.2
24.34,1.807,1.607,0.599,0.6,0.2
24.36,1.806,1.606,0.599,0.6,0.2
24.38,1.806,1.606,0.599,0.6,0.2
24.4,1.807,1.607,0.597,0.6,0.2
24.42,1.806,1.606,0.597,0.6,0.2
24.44,1.807,1.607,0.595,0.6,0.2
24.46,1.807,1.607,0.595,0.6,0.2
24.48,1.808,1.608,0.593,0.6,0.2
24.5,1.807,1.607,0.593,0.6,0.2
24.52,1.808,1.608,0.592,0.6,0.2
24.54,1.807,1.607,0.592,0.6,0.2
24.56,1.807,1.607,0.592,0.6,0.2
24.58,1.808,1.608,0.59,0.6,0.2
24.6,1.807,1.607,0.59,0.6,0.2
24.62,1.807,1.607,0.59,0.6,0.2
24.64,1.808,1.608,0.588,0.6,0.2
24.66,1.807,1.607,0.588,0.6,0.2
24.68,1.807,1.607,0.588,0.6,0.2
24.7,1.806,1.606,0.588,0.6,0.2
24.72,1.806,1.606,0.588,0.6,0.2
24.74,1.806,1.606,0.588,0.6,0.2
24.76,1.807,1.607,0.586,0.6,0.2
24.78,1.807,1.607,0.586,0.6,0.2
24.8,1.807,1.607,0.586,0.6,0.2
24.82,1.807,1.607,0.586,0.6,0.2
24.84,1.805,1.605,0.588,0.6,0.2
24.86,1.805,1.605,0.588,0.6,0.2
24.88,1.805,1.605,0.588,0.6,0.2
24.9,1.805,1.605,0.588,0.6,0.2
24.92,1.806,1.606,0.588,0.6,0.2
24.94,1.806,1.606,0.588,0.6,0.2
24.96,1.805,1.605,0.59,0.6,0.2
24.98,1.805,1.605,0.59,0.6,0.2
25.0,1.806,1.606,0.59,0.6,0.2
25.02,1.806,1.606,0.59,0.6,0.2
25.04,1.805,1.605,0.592,0.6,0.2
25.06,1.805,1.605,0.592,0.6,0.2
25.08,1.804,1.604,0.593,0.6,0.2
25.1,1.805,1.605,0.593,0.6,0.2
25.12,1.806,1.606,0.593,0.6,0.2
25.14,1.805,1.605,0.595,0.6,0.2
25.16,1.806,1.606,0.595,0.6,0.2
25.18,1.805,1.605,0.597,0.6,0.2
25.2,1.805,1.605,0.597,0.6,0.2
25.22,1.806,1.606,0.597,0.6,0.2
25.24,1.805,1.605,0.599,0.6,0.2
25.26,1.806,1.606,0.599,0.6,0.2
25.28,1.807,1.607,0.599,0.6,0.2
25.3,1.807,1.607,0.6,0.6,0.2
25.32,1.808,1.608,0.6,0.6,0.2
25.34,1.808,1.608,0.6,0.6,0.2
25.36,1.809,1.609,0.6,0.6,0.2
25.38,1.807,1.607,0.602,0.6,0.2
25.4,1.808,1.608,0.602,0.6,0.2
25.42,1.809,1.609,0.602,0.6,0.2
25.44,1.808,1.608,0.604,0.6,0.2
25.46,1.808,1.608,0.604,0.6,0.2
25.48,1.809,1.609,0.604,0.6,0.2
25.5,1.81,1.61,0.604,0.6,0.2
25.52,1.81,1.61,0.604,0.6,0.2
25.54,1.809,1.609,0.606,0.6,0.2
25.56,1.809,1.609,0.606,0.6,0.2
25.58,1.81,1.61,0.606,0.6,0.2
25.6,1.81,1.61,0.606,0.6,0.2
25.62,1.809,1.609,0.607,0.6,0.2
25.64,1.81,1.61,0.607,0.6,0.2
25.66,1.81,1.61,0.607,0.6,0.2
25.68,1.81,1.61,0.607,0.6,0.2
25.7,1.811,1.611,0.607,0.6,0.2
25.72,1.809,1.609,0.609,0.6,0.2
25.74,1.81,1.61,0.609,0.6,0.2
25.76,1.81,1.61,0.609,0.6,0.2
25.78,1.81,1.61,0.609,0.6,0.2
25.8,1.81,1.61,0.609,0.6,0.2
25.82,1.809,1.609,0.611,0.6,0.2
25.84,1.809,1.609,0.611,0.6,0.2
25.86,1.809,1.609,0.611,0.6,0.2
25.88,1.809,1.609,0.611,0.6,0.2
25.9,1.809,1.609,0.611,0.6,0.2
25.92,1.81,1.61,0.611,0.6,0.2
25.94,1.808,1.608,0.613,0.6,0.2
25.96,1.808,1.608,0.613,0.6,0.2
25.98,1.808,1.608,0.613,0.6,0.2
26.0,1.808,1.608,0.613,0.6,0.2
26.02,1.808,1.608,0.613,0.6,0.2
26.04,1.808,1.608,0.613,0.6,0.2
26.06,1.808,1.608,0.613,0.6,0.2
26.08,1.808,1.608,0.613,0.6,0.2
