Tiempo ,CONTROL,REI,VELOCIDAD,ANGULO,REFERENCIA,PERTURBACION
15.96,1.812,1.812,-0.131,0.642,0.6,0.0
15.98,1.798,1.798,-0.104,0.641,0.6,0.0
16.0,1.8,1.8,-0.117,0.637,0.6,0.0
16.02,1.802,1.802,-0.127,0.635,0.6,0.0
16.04,1.79,1.79,-0.104,0.634,0.6,0.0
16.06,1.792,1.792,-0.117,0.63,0.6,0.0
16.08,1.795,1.795,-0.127,0.628,0.6,0.0
16.1,1.783,1.783,-0.105,0.627,0.6,0.0
16.12,1.775,1.775,-0.091,0.625,0.6,0.0
16.14,1.771,1.771,-0.087,0.623,0.6,0.0
16.16,1.769,1.769,-0.086,0.621,0.6,0.0
16.18,1.778,1.778,-0.113,0.618,0.6,0.0
16.2,1.783,1.783,-0.128,0.616,0.6,0.0
16.22,1.761,1.761,-0.079,0.616,0.6,0.0
16.24,1.747,1.747,-0.051,0.614,0.6,0.0
16.26,1.753,1.753,-0.069,0.613,0.6,0.0
16.28,1.758,1.758,-0.083,0.611,0.6,0.0
16.3,1.758,1.758,-0.087,0.609,0.6,0.0
16.32,1.757,1.757,-0.088,0.607,0.6,0.0
16.34,1.755,1.755,-0.088,0.606,0.6,0.0
16.36,1.744,1.744,-0.061,0.606,0.6,0.0
16.38,1.736,1.736,-0.047,0.604,0.6,0.0
16.4,1.745,1.745,-0.069,0.602,0.6,0.0
16.42,1.739,1.739,-0.057,0.602,0.6,0.0
16.44,1.734,1.734,-0.047,0.6,0.6,0.0
16.46,1.742,1.742,-0.07,0.599,0.6,0.0
16.48,1.737,1.737,-0.057,0.599,0.6,0.0
16.5,1.731,1.731,-0.047,0.597,0.6,0.0
16.52,1.74,1.74,-0.07,0.595,0.6,0.0
16.54,1.735,1.735,-0.057,0.595,0.6,0.0
16.56,1.729,1.729,-0.047,0.593,0.6,0.0
16.58,1.738,1.738,-0.07,0.592,0.6,0.0
16.6,1.733,1.733,-0.057,0.592,0.6,0.0
16.62,1.727,1.727,-0.047,0.59,0.6,0.0
16.64,1.736,1.736,-0.07,0.588,0.6,0.0
16.66,1.742,1.742,-0.084,0.586,0.6,0.0
16.68,1.742,1.742,-0.088,0.585,0.6,0.0
16.7,1.731,1.731,-0.062,0.585,0.6,0.0
16.72,1.724,1.724,-0.047,0.583,0.6,0.0
16.74,1.733,1.733,-0.069,0.581,0.6,0.0
16.76,1.739,1.739,-0.083,0.579,0.6,0.0
16.78,1.74,1.74,-0.088,0.578,0.6,0.0
16.8,1.729,1.729,-0.062,0.578,0.6,0.0
16.82,1.722,1.722,-0.047,0.576,0.6,0.0
16.84,1.731,1.731,-0.069,0.574,0.6,0.0
16.86,1.727,1.727,-0.057,0.574,0.6,0.0
16.88,1.722,1.722,-0.047,0.572,0.6,0.0
16.9,1.721,1.721,-0.044,0.572,0.6,0.0
16.92,1.72,1.72,-0.043,0.571,0.6,0.0
16.94,1.721,1.721,-0.043,0.571,0.6,0.0
16.96,1.71,1.71,-0.017,0.571,0.6,0.0
16.98,1.705,1.705,-0.003,0.571,0.6,0.0
17.0,1.714,1.714,-0.026,0.569,0.6,0.0
17.02,1.721,1.721,-0.04,0.569,0.6,0.0
17.04,1.702,1.702,0.009,0.571,0.6,0.0
17.06,1.691,1.691,0.037,0.571,0.6,0.0
17.08,1.7,1.7,0.019,0.571,0.6,0.0
17.1,1.706,1.706,0.005,0.571,0.6,0.0
17.12,1.699,1.699,0.026,0.572,0.6,0.0
17.14,1.694,1.694,0.04,0.572,0.6,0.0
17.16,1.694,1.694,0.044,0.574,0.6,0.0
17.18,1.694,1.694,0.044,0.574,0.6,0.0
17.2,1.696,1.696,0.044,0.576,0.6,0.0
17.22,1.687,1.687,0.07,0.578,0.6,0.0
17.24,1.683,1.683,0.084,0.579,0.6,0.0
17.26,1.693,1.693,0.062,0.579,0.6,0.0
17.28,1.701,1.701,0.048,0.581,0.6,0.0
17.3,1.693,1.693,0.07,0.583,0.6,0.0
17.32,1.689,1.689,0.083,0.585,0.6,0.0
17.34,1.699,1.699,0.061,0.585,0.6,0.0
17.36,1.706,1.706,0.047,0.586,0.6,0.0
17.38,1.698,1.698,0.07,0.588,0.6,0.0
17.4,1.694,1.694,0.083,0.59,0.6,0.0
17.42,1.693,1.693,0.088,0.592,0.6,0.0
17.44,1.705,1.705,0.062,0.592,0.6,0.0
17.46,1.713,1.713,0.047,0.593,0.6,0.0
17.48,1.704,1.704,0.069,0.595,0.6,0.0
17.5,1.71,1.71,0.057,0.595,0.6,0.0
17.52,1.716,1.716,0.047,0.597,0.6,0.0
17.54,1.707,1.707,0.07,0.599,0.6,0.0
17.56,1.712,1.712,0.057,0.599,0.6,0.0
17.58,1.718,1.718,0.047,0.6,0.6,0.0
17.6,1.709,1.709,0.07,0.602,0.6,0.0
17.62,1.715,1.715,0.057,0.602,0.6,0.0
17.64,1.72,1.72,0.047,0.604,0.6,0.0
17.66,1.722,1.722,0.044,0.604,0.6,0.0
17.68,1.734,1.734,0.017,0.604,0.6,0.0
17.7,1.729,1.729,0.029,0.606,0.6,0.0
17.72,1.724,1.724,0.04,0.606,0.6,0.0
17.74,1.724,1.724,0.044,0.607,0.6,0.0
17.76,1.723,1.723,0.044,0.607,0.6,0.0
17.78,1.735,1.735,0.018,0.607,0.6,0.0
17.8,1.731,1.731,0.03,0.609,0.6,0.0
17.82,1.726,1.726,0.04,0.609,0.6,0.0
17.84,1.736,1.736,0.017,0.609,0.6,0.0
17.86,1.741,1.741,0.004,0.609,0.6,0.0
17.88,1.743,1.743,-0.001,0.609,0.6,0.0
17.9,1.732,1.732,0.026,0.611,0.6,0.0
17.92,1.726,1.726,0.04,0.611,0.6,0.0
17.94,1.735,1.735,0.018,0.611,0.6,0.0
17.96,1.741,1.741,0.004,0.611,0.6,0.0
17.98,1.743,1.743,-0.0,0.611,0.6,0.0
18.0,1.742,1.742,-0.001,0.611,0.6,0.0
18.02,1.742,1.742,-0.0,0.611,0.6,0.0
18.04,1.742,1.742,-0.0,0.611,0.6,0.0
18.06,1.752,1.752,-0.026,0.609,0.6,0.0
18.08,1.757,1.757,-0.041,0.609,0.6,0.0
18.1,1.747,1.747,-0.018,0.609,0.6,0.0
18.12,1.741,1.741,-0.004,0.609,0.6,0.0
18.14,1.739,1.739,0.0,0.609,0.6,0.0
18.16,1.738,1.738,0.001,0.609,0.6,0.0
18.18,1.749,1.749,-0.026,0.607,0.6,0.0
18.2,1.755,1.755,-0.041,0.607,0.6,0.0
18.22,1.745,1.745,-0.018,0.607,0.6,0.0
18.24,1.738,1.738,-0.004,0.607,0.6,0.0
18.26,1.736,1.736,0.0,0.607,0.6,0.0
18.28,1.746,1.746,-0.026,0.606,0.6,0.0
18.3,1.753,1.753,-0.04,0.606,0.6,0.0
18.32,1.743,1.743,-0.018,0.606,0.6,0.0
18.34,1.736,1.736,-0.004,0.606,0.6,0.0
18.36,1.734,1.734,0.0,0.606,0.6,0.0
18.38,1.734,1.734,0.001,0.606,0.6,0.0
18.4,1.734,1.734,0.0,0.606,0.6,0.0
18.42,1.734,1.734,0.0,0.606,0.6,0.0
18.44,1.734,1.734,-0.0,0.606,0.6,0.0
18.46,1.734,1.734,-0.0,0.606,0.6,0.0
18.48,1.734,1.734,-0.0,0.606,0.6,0.0
18.5,1.733,1.733,-0.0,0.606,0.6,0.0
18.52,1.733,1.733,0.0,0.606,0.6,0.0
18.54,1.733,1.733,0.0,0.606,0.6,0.0
18.56,1.733,1.733,0.0,0.606,0.6,0.0
18.58,1.733,1.733,0.0,0.606,0.6,0.0
18.6,1.722,1.722,0.026,0.607,0.6,0.0
18.62,1.716,1.716,0.041,0.607,0.6,0.0
18.64,1.726,1.726,0.018,0.607,0.6,0.0
18.66,1.732,1.732,0.004,0.607,0.6,0.0
18.68,1.733,1.733,-0.0,0.607,0.6,0.0
18.7,1.723,1.723,0.026,0.609,0.6,0.0
18.72,1.716,1.716,0.04,0.609,0.6,0.0
18.74,1.726,1.726,0.018,0.609,0.6,0.0
18.76,1.732,1.732,0.004,0.609,0.6,0.0
18.78,1.733,1.733,-0.0,0.609,0.6,0.0
18.8,1.723,1.723,0.026,0.611,0.6,0.0
18.82,1.716,1.716,0.04,0.611,0.6,0.0
18.84,1.726,1.726,0.018,0.611,0.6,0.0
18.86,1.732,1.732,0.004,0.611,0.6,0.0
18.88,1.733,1.733,-0.0,0.611,0.6,0.0
18.9,1.733,1.733,-0.001,0.611,0.6,0.0
18.92,1.733,1.733,-0.0,0.611,0.6,0.0
18.94,1.722,1.722,0.026,0.613,0.6,0.0
18.96,1.715,1.715,0.041,0.613,0.6,0.0
18.98,1.725,1.725,0.018,0.613,0.6,0.0
19.0,1.731,1.731,0.004,0.613,0.6,0.0
19.02,1.732,1.732,-0.0,0.613,0.6,0.0
19.04,1.732,1.732,-0.001,0.613,0.6,0.0
19.06,1.732,1.732,-0.0,0.613,0.6,0.0
19.08,1.731,1.731,-0.0,0.613,0.6,0.0
19.1,1.731,1.731,0.0,0.613,0.6,0.0
19.12,1.73,1.73,0.0,0.613,0.6,0.0
19.14,1.73,1.73,0.0,0.613,0.6,0.0
19.16,1.73,1.73,0.0,0.613,0.6,0.0
19.18,1.729,1.729,0.0,0.613,0.6,0.0
19.2,1.729,1.729,0.0,0.613,0.6,0.0
19.22,1.729,1.729,0.0,0.613,0.6,0.0
19.24,1.728,1.728,0.0,0.613,0.6,0.0
19.26,1.728,1.728,0.0,0.613,0.6,0.0
19.28,1.738,1.738,-0.026,0.611,0.6,0.0
19.3,1.744,1.744,-0.041,0.611,0.6,0.0
19.32,1.734,1.734,-0.018,0.611,0.6,0.0
19.34,1.727,1.727,-0.004,0.611,0.6,0.0
19.36,1.725,1.725,0.0,0.611,0.6,0.0
19.38,1.735,1.735,-0.026,0.609,0.6,0.0
19.4,1.741,1.741,-0.04,0.609,0.6,0.0
19.42,1.731,1.731,-0.018,0.609,0.6,0.0
19.44,1.725,1.725,-0.004,0.609,0.6,0.0
19.46,1.733,1.733,-0.026,0.607,0.6,0.0
19.48,1.739,1.739,-0.04,0.607,0.6,0.0
19.5,1.729,1.729,-0.018,0.607,0.6,0.0
19.52,1.723,1.723,-0.004,0.607,0.6,0.0
19.54,1.721,1.721,0.0,0.607,0.6,0.0
19.56,1.731,1.731,-0.026,0.606,0.6,0.0
19.58,1.737,1.737,-0.04,0.606,0.6,0.0
19.6,1.727,1.727,-0.018,0.606,0.6,0.0
19.62,1.721,1.721,-0.004,0.606,0.6,0.0
19.64,1.719,1.719,0.0,0.606,0.6,0.0
19.66,1.729,1.729,-0.026,0.604,0.6,0.0
19.68,1.735,1.735,-0.04,0.604,0.6,0.0
19.7,1.725,1.725,-0.018,0.604,0.6,0.0
19.72,1.719,1.719,-0.004,0.604,0.6,0.0
19.74,1.717,1.717,0.0,0.604,0.6,0.0
19.76,1.717,1.717,0.001,0.604,0.6,0.0
19.78,1.727,1.727,-0.026,0.602,0.6,0.0
19.8,1.733,1.733,-0.041,0.602,0.6,0.0
19.82,1.723,1.723,-0.018,0.602,0.6,0.0
19.84,1.717,1.717,-0.004,0.602,0.6,0.0
19.86,1.715,1.715,0.0,0.602,0.6,0.0
19.88,1.715,1.715,0.001,0.602,0.6,0.0
19.9,1.715,1.715,0.0,0.602,0.6,0.0
19.92,1.715,1.715,0.0,0.602,0.6,0.0
19.94,1.705,1.705,0.026,0.604,0.6,0.0
19.96,1.699,1.699,0.041,0.604,0.6,0.0
19.98,1.708,1.708,0.018,0.604,0.6,0.0
20.0,1.714,1.714,0.004,0.604,0.6,0.0
20.02,1.716,1.716,-0.0,0.604,0.6,0.0
20.04,1.706,1.706,0.026,0.606,0.6,0.0
20.06,1.699,1.699,0.04,0.606,0.6,0.0
20.08,1.709,1.709,0.018,0.606,0.6,0.0
20.1,1.715,1.715,0.004,0.606,0.6,0.0
20.12,1.706,1.706,0.026,0.607,0.6,0.0
20.14,1.7,1.7,0.04,0.607,0.6,0.0
20.16,1.71,1.71,0.018,0.607,0.6,0.0
20.18,1.715,1.715,0.004,0.607,0.6,0.0
20.2,1.707,1.707,0.026,0.609,0.6,0.0
20.22,1.7,1.7,0.04,0.609,0.6,0.0
20.24,1.71,1.71,0.018,0.609,0.6,0.0
20.26,1.716,1.716,0.004,0.609,0.6,0.0
20.28,1.717,1.717,-0.0,0.609,0.6,0.0
20.3,1.717,1.717,-0.001,0.609,0.6,0.0
20.32,1.706,1.706,0.026,0.611,0.6,0.0
20.34,1.7,1.7,0.041,0.611,0.6,0.0
20.36,1.709,1.709,0.018,0.611,0.6,0.0
20.38,1.715,1.715,0.004,0.611,0.6,0.0
20.4,1.717,1.717,-0.0,0.611,0.6,0.0
20.42,1.717,1.717,-0.001,0.611,0.6,0.0
20.44,1.716,1.716,-0.0,0.611,0.6,0.0
20.46,1.716,1.716,-0.0,0.611,0.6,0.0
20.48,1.716,1.716,0.0,0.611,0.6,0.0
20.5,1.715,1.715,0.0,0.611,0.6,0.0
20.52,1.715,1.715,0.0,0.611,0.6,0.0
20.54,1.715,1.715,0.0,0.611,0.6,0.0
20.56,1.714,1.714,0.0,0.611,0.6,0.0
20.58,1.714,1.714,0.0,0.611,0.6,0.0
20.6,1.714,1.714,0.0,0.611,0.6,0.0
20.62,1.714,1.714,0.0,0.611,0.6,0.0
20.64,1.713,1.713,0.0,0.611,0.6,0.0
20.66,1.713,1.713,0.0,0.611,0.6,0.0
20.68,1.713,1.713,0.0,0.611,0.6,0.0
20.7,1.712,1.712,0.0,0.611,0.6,0.0
20.72,1.712,1.712,0.0,0.611,0.6,0.0
20.74,1.712,1.712,0.0,0.611,0.6,0.0
20.76,1.712,1.712,0.0,0.611,0.6,0.0
20.78,1.711,1.711,0.0,0.611,0.6,0.0
20.8,1.711,1.711,0.0,0.611,0.6,0.0
20.82,1.711,1.711,0.0,0.611,0.6,0.0
20.84,1.71,1.71,0.0,0.611,0.6,0.0
20.86,1.71,1.71,0.0,0.611,0.6,0.0
20.88,1.71,1.71,0.0,0.611,0.6,0.0
20.9,1.709,1.709,0.0,0.611,0.6,0.0
20.92,1.709,1.709,0.0,0.611,0.6,0.0
20.94,1.719,1.719,-0.026,0.609,0.6,0.0
20.96,1.725,1.725,-0.041,0.609,0.6,0.0
20.98,1.715,1.715,-0.018,0.609,0.6,0.0
21.0,1.719,1.719,-0.03,0.607,0.6,0.0
21.02,1.723,1.723,-0.04,0.607,0.6,0.0
21.04,1.713,1.713,-0.017,0.607,0.6,0.0
21.06,1.717,1.717,-0.03,0.606,0.6,0.0
21.08,1.721,1.721,-0.04,0.606,0.6,0.0
21.1,1.711,1.711,-0.017,0.606,0.6,0.0
21.12,1.715,1.715,-0.03,0.604,0.6,0.0
21.14,1.72,1.72,-0.04,0.604,0.6,0.0
21.16,1.72,1.72,-0.044,0.602,0.6,0.0
21.18,1.72,1.72,-0.044,0.602,0.6,0.0
21.2,1.708,1.708,-0.018,0.602,0.6,0.0
21.22,1.702,1.702,-0.003,0.602,0.6,0.0
21.24,1.711,1.711,-0.026,0.6,0.6,0.0
21.26,1.717,1.717,-0.04,0.6,0.6,0.0
21.28,1.707,1.707,-0.018,0.6,0.6,0.0
21.3,1.701,1.701,-0.004,0.6,0.6,0.0
21.32,1.699,1.699,0.0,0.6,0.6,0.0
21.34,1.699,1.699,0.001,0.6,0.6,0.0
21.36,1.71,1.71,-0.026,0.599,0.6,0.0
21.38,1.716,1.716,-0.041,0.599,0.6,0.0
21.4,1.706,1.706,-0.018,0.599,0.6,0.0
21.42,1.7,1.7,-0.004,0.599,0.6,0.0
21.44,1.698,1.698,0.0,0.599,0.6,0.0
21.46,1.698,1.698,0.001,0.599,0.6,0.0
21.48,1.698,1.698,0.0,0.599,0.6,0.0
21.5,1.698,1.698,0.0,0.599,0.6,0.0
21.52,1.698,1.698,-0.0,0.599,0.6,0.0
21.54,1.698,1.698,-0.0,0.599,0.6,0.0
21.56,1.699,1.699,-0.0,0.599,0.6,0.0
21.58,1.699,1.699,-0.0,0.599,0.6,0.0
21.6,1.699,1.699,0.0,0.599,0.6,0.0
21.62,1.699,1.699,0.0,0.599,0.6,0.0
21.64,1.699,1.699,0.0,0.599,0.6,0.0
21.66,1.699,1.699,0.0,0.599,0.6,0.0
21.68,1.699,1.699,0.0,0.599,0.6,0.0
21.7,1.699,1.699,0.0,0.599,0.6,0.0
21.72,1.699,1.699,0.0,0.599,0.6,0.0
21.74,1.709,1.709,-0.026,0.597,0.6,0.0
21.76,1.715,1.715,-0.041,0.597,0.6,0.0
21.78,1.706,1.706,-0.018,0.597,0.6,0.0
21.8,1.7,1.7,-0.004,0.597,0.6,0.0
21.82,1.698,1.698,0.0,0.597,0.6,0.0
21.84,1.698,1.698,0.001,0.597,0.6,0.0
21.86,1.698,1.698,0.0,0.597,0.6,0.0
21.88,1.698,1.698,0.0,0.597,0.6,0.0
21.9,1.698,1.698,-0.0,0.597,0.6,0.0
21.92,1.698,1.698,-0.0,0.597,0.6,0.0
21.94,1.698,1.698,-0.0,0.597,0.6,0.0
21.96,1.699,1.699,-0.0,0.597,0.6,0.0
21.98,1.699,1.699,0.0,0.597,0.6,0.0
22.0,1.688,1.688,0.026,0.599,0.6,0.0
22.02,1.682,1.682,0.041,0.599,0.6,0.0
22.04,1.692,1.692,0.018,0.599,0.6,0.0
22.06,1.698,1.698,0.004,0.599,0.6,0.0
22.08,1.7,1.7,-0.0,0.599,0.6,0.0
22.1,1.7,1.7,-0.001,0.599,0.6,0.0
22.12,1.7,1.7,-0.0,0.599,0.6,0.0
22.14,1.7,1.7,-0.0,0.599,0.6,0.0
22.16,1.7,1.7,0.0,0.599,0.6,0.0
22.18,1.7,1.7,0.0,0.599,0.6,0.0
22.2,1.7,1.7,0.0,0.599,0.6,0.0
22.22,1.7,1.7,0.0,0.599,0.6,0.0
22.24,1.7,1.7,0.0,0.599,0.6,0.0
22.26,1.7,1.7,0.0,0.599,0.6,0.0
22.28,1.7,1.7,0.0,0.599,0.6,0.0
22.3,1.7,1.7,0.0,0.599,0.6,0.0
22.32,1.7,1.7,0.0,0.599,0.6,0.0
22.34,1.701,1.701,0.0,0.599,0.6,0.0
22.36,1.701,1.701,0.0,0.599,0.6,0.0
22.38,1.701,1.701,0.0,0.599,0.6,0.0
22.4,1.701,1.701,0.0,0.599,0.6,0.0
22.42,1.701,1.701,0.0,0.599,0.6,0.0
22.44,1.701,1.701,0.0,0.599,0.6,0.0
22.46,1.701,1.701,0.0,0.599,0.6,0.0
22.48,1.701,1.701,0.0,0.599,0.6,0.0
22.5,1.701,1.701,0.0,0.599,0.6,0.0
22.52,1.701,1.701,0.0,0.599,0.6,0.0
22.54,1.701,1.701,0.0,0.599,0.6,0.0
22.56,1.701,1.701,0.0,0.599,0.6,0.0
22.58,1.701,1.701,0.0,0.599,0.6,0.0
22.6,1.701,1.701,0.0,0.599,0.6,0.0
22.62,1.701,1.701,0.0,0.599,0.6,0.0
22.64,1.711,1.711,-0.026,0.597,0.6,0.0
22.66,1.718,1.718,-0.041,0.597,0.6,0.0
22.68,1.708,1.708,-0.018,0.597,0.6,0.0
22.7,1.702,1.702,-0.004,0.597,0.6,0.0
22.72,1.7,1.7,0.0,0.597,0.6,0.0
22.74,1.7,1.7,0.001,0.597,0.6,0.0
22.76,1.7,1.7,0.0,0.597,0.6,0.0
22.78,1.7,1.7,0.0,0.597,0.6,0.0
22.8,1.701,1.701,-0.0,0.597,0.6,0.0
22.82,1.701,1.701,-0.0,0.597,0.6,0.0
22.84,1.701,1.701,-0.0,0.597,0.6,0.0
22.86,1.701,1.701,-0.0,0.597,0.6,0.0
22.88,1.701,1.701,0.0,0.597,0.6,0.0
22.9,1.701,1.701,0.0,0.597,0.6,0.0
22.92,1.701,1.701,0.0,0.597,0.6,0.0
22.94,1.701,1.701,0.0,0.597,0.6,0.0
22.96,1.701,1.701,0.0,0.597,0.6,0.0
22.98,1.701,1.701,0.0,0.597,0.6,0.0
23.0,1.701,1.701,0.0,0.597,0.6,0.0
23.02,1.701,1.701,0.0,0.597,0.6,0.0
23.04,1.701,1.701,0.0,0.597,0.6,0.0
23.06,1.702,1.702,0.0,0.597,0.6,0.0
23.08,1.702,1.702,0.0,0.597,0.6,0.0
23.1,1.702,1.702,0.0,0.597,0.6,0.0
23.12,1.702,1.702,0.0,0.597,0.6,0.0
23.14,1.712,1.712,-0.026,0.595,0.6,0.0
23.16,1.719,1.719,-0.041,0.595,0.6,0.0
23.18,1.709,1.709,-0.018,0.595,0.6,0.0
23.2,1.703,1.703,-0.004,0.595,0.6,0.0
23.22,1.701,1.701,0.0,0.595,0.6,0.0
23.24,1.701,1.701,0.001,0.595,0.6,0.0
23.26,1.701,1.701,0.0,0.595,0.6,0.0
23.28,1.702,1.702,0.0,0.595,0.6,0.0
23.3,1.702,1.702,-0.0,0.595,0.6,0.0
23.32,1.702,1.702,-0.0,0.595,0.6,0.0
23.34,1.702,1.702,-0.0,0.595,0.6,0.0
23.36,1.702,1.702,-0.0,0.595,0.6,0.0
23.38,1.702,1.702,0.0,0.595,0.6,0.0
23.4,1.702,1.702,0.0,0.595,0.6,0.0
23.42,1.702,1.702,0.0,0.595,0.6,0.0
23.44,1.703,1.703,0.0,0.595,0.6,0.0
23.46,1.703,1.703,0.0,0.595,0.6,0.0
23.48,1.703,1.703,0.0,0.595,0.6,0.0
23.5,1.703,1.703,0.0,0.595,0.6,0.0
23.52,1.703,1.703,0.0,0.595,0.6,0.0
23.54,1.714,1.714,-0.026,0.593,0.6,0.0
23.56,1.72,1.72,-0.041,0.593,0.6,0.0
23.58,1.71,1.71,-0.018,0.593,0.6,0.0
23.6,1.704,1.704,-0.004,0.593,0.6,0.0
23.62,1.703,1.703,0.0,0.593,0.6,0.0
23.64,1.703,1.703,0.001,0.593,0.6,0.0
23.66,1.693,1.693,0.027,0.595,0.6,0.0
23.68,1.687,1.687,0.041,0.595,0.6,0.0
23.7,1.697,1.697,0.018,0.595,0.6,0.0
23.72,1.703,1.703,0.004,0.595,0.6,0.0
23.74,1.705,1.705,-0.0,0.595,0.6,0.0
23.76,1.705,1.705,-0.001,0.595,0.6,0.0
23.78,1.705,1.705,-0.0,0.595,0.6,0.0
23.8,1.705,1.705,-0.0,0.595,0.6,0.0
23.82,1.705,1.705,0.0,0.595,0.6,0.0
23.84,1.705,1.705,0.0,0.595,0.6,0.0
23.86,1.695,1.695,0.026,0.597,0.6,0.0
23.88,1.689,1.689,0.041,0.597,0.6,0.0
23.9,1.699,1.699,0.018,0.597,0.6,0.0
23.92,1.705,1.705,0.004,0.597,0.6,0.0
23.94,1.707,1.707,-0.0,0.597,0.6,0.0
23.96,1.708,1.708,-0.001,0.597,0.6,0.0
23.98,1.697,1.697,0.026,0.599,0.6,0.0
24.0,1.691,1.691,0.041,0.599,0.6,0.0
24.02,1.701,1.701,0.018,0.599,0.6,0.0
24.04,1.707,1.707,0.004,0.599,0.6,0.0
24.06,1.709,1.709,-0.0,0.599,0.6,0.0
24.08,1.709,1.709,-0.001,0.599,0.6,0.0
24.1,1.709,1.709,-0.0,0.599,0.6,0.0
24.12,1.709,1.709,-0.0,0.599,0.6,0.0
24.14,1.709,1.709,0.0,0.599,0.6,0.0
24.16,1.709,1.709,0.0,0.599,0.6,0.0
24.18,1.709,1.709,0.0,0.599,0.6,0.0
24.2,1.709,1.709,0.0,0.599,0.6,0.0
24.22,1.709,1.709,0.0,0.599,0.6,0.0
24.24,1.709,1.709,0.0,0.599,0.6,0.0
24.26,1.709,1.709,0.0,0.599,0.6,0.0
24.28,1.709,1.709,0.0,0.599,0.6,0.0
24.3,1.709,1.709,0.0,0.599,0.6,0.0
24.32,1.709,1.709,0.0,0.599,0.6,0.0
24.34,1.709,1.709,0.0,0.599,0.6,0.0
24.36,1.709,1.709,0.0,0.599,0.6,0.0
24.38,1.709,1.709,0.0,0.599,0.6,0.0
24.4,1.72,1.72,-0.026,0.597,0.6,0.0
24.42,1.726,1.726,-0.041,0.597,0.6,0.0
24.44,1.716,1.716,-0.018,0.597,0.6,0.0
24.46,1.71,1.71,-0.004,0.597,0.6,0.0
24.48,1.708,1.708,0.0,0.597,0.6,0.0
24.5,1.708,1.708,0.001,0.597,0.6,0.0
24.52,1.708,1.708,0.0,0.597,0.6,0.0
24.54,1.719,1.719,-0.026,0.595,0.6,0.0
24.56,1.725,1.725,-0.041,0.595,0.6,0.0
24.58,1.716,1.716,-0.018,0.595,0.6,0.0
24.6,1.71,1.71,-0.004,0.595,0.6,0.0
24.62,1.708,1.708,0.0,0.595,0.6,0.0
24.64,1.708,1.708,0.001,0.595,0.6,0.0
24.66,1.708,1.708,0.0,0.595,0.6,0.0
24.68,1.708,1.708,0.0,0.595,0.6,0.0
24.7,1.708,1.708,-0.0,0.595,0.6,0.0
24.72,1.698,1.698,0.026,0.597,0.6,0.0
24.74,1.692,1.692,0.041,0.597,0.6,0.0
24.76,1.702,1.702,0.018,0.597,0.6,0.0
24.78,1.708,1.708,0.004,0.597,0.6,0.0
24.8,1.71,1.71,-0.0,0.597,0.6,0.0
24.82,1.711,1.711,-0.001,0.597,0.6,0.0
24.84,1.71,1.71,-0.0,0.597,0.6,0.0
24.86,1.71,1.71,-0.0,0.597,0.6,0.0
24.88,1.71,1.71,0.0,0.597,0.6,0.0
24.9,1.711,1.711,0.0,0.597,0.6,0.0
24.92,1.711,1.711,0.0,0.597,0.6,0.0
24.94,1.711,1.711,0.0,0.597,0.6,0.0
24.96,1.711,1.711,0.0,0.597,0.6,0.0
24.98,1.711,1.711,0.0,0.597,0.6,0.0
25.0,1.711,1.711,0.0,0.597,0.6,0.0
25.02,1.711,1.711,0.0,0.597,0.6,0.0
25.04,1.711,1.711,0.0,0.597,0.6,0.0
25.06,1.711,1.711,0.0,0.597,0.6,0.0
25.08,1.711,1.711,0.0,0.597,0.6,0.0
25.1,1.722,1.722,-0.026,0.595,0.6,0.0
25.12,1.728,1.728,-0.041,0.595,0.6,0.0
25.14,1.718,1.718,-0.018,0.595,0.6,0.0
25.16,1.712,1.712,-0.004,0.595,0.6,0.0
25.18,1.71,1.71,0.0,0.595,0.6,0.0
25.2,1.71,1.71,0.001,0.595,0.6,0.0
25.22,1.711,1.711,0.0,0.595,0.6,0.0
25.24,1.711,1.711,0.0,0.595,0.6,0.0
25.26,1.711,1.711,-0.0,0.595,0.6,0.0
25.28,1.722,1.722,-0.026,0.593,0.6,0.0
25.3,1.728,1.728,-0.041,0.593,0.6,0.0
25.32,1.718,1.718,-0.018,0.593,0.6,0.0
25.34,1.712,1.712,-0.004,0.593,0.6,0.0
25.36,1.711,1.711,0.0,0.593,0.6,0.0
25.38,1.711,1.711,0.001,0.593,0.6,0.0
25.4,1.711,1.711,0.0,0.593,0.6,0.0
25.42,1.711,1.711,0.0,0.593,0.6,0.0
25.44,1.712,1.712,-0.0,0.593,0.6,0.0
25.46,1.712,1.712,-0.0,0.593,0.6,0.0
25.48,1.712,1.712,-0.0,0.593,0.6,0.0
25.5,1.712,1.712,-0.0,0.593,0.6,0.0
25.52,1.712,1.712,0.0,0.593,0.6,0.0
25.54,1.702,1.702,0.026,0.595,0.6,0.0
25.56,1.696,1.696,0.041,0.595,0.6,0.0
25.58,1.706,1.706,0.018,0.595,0.6,0.0
25.6,1.712,1.712,0.004,0.595,0.6,0.0
25.62,1.714,1.714,-0.0,0.595,0.6,0.0
25.64,1.715,1.715,-0.001,0.595,0.6,0.0
25.66,1.704,1.704,0.026,0.597,0.6,0.0
25.68,1.698,1.698,0.041,0.597,0.6,0.0
25.7,1.708,1.708,0.018,0.597,0.6,0.0
25.72,1.714,1.714,0.004,0.597,0.6,0.0
25.74,1.706,1.706,0.026,0.599,0.6,0.0
